tinh,huyen,xa,diaban,hoso,matv,educlevel
56,572,22579,10,15,5,Higher secondary
56,572,22579,10,15,6,
56,572,22588,19,13,1,No qualification
56,572,22588,19,13,2,Higher secondary
56,572,22588,19,13,3,Higher secondary
56,572,22588,19,13,4,No qualification
56,572,22588,19,14,1,No qualification
56,572,22588,19,14,2,Primary
56,572,22588,19,14,3,Lower secondary
56,572,22588,19,14,4,Lower secondary
56,572,22588,19,14,5,Lower secondary
56,572,22588,19,15,1,Primary
56,572,22588,19,15,2,Lower secondary
56,572,22588,19,15,3,Lower secondary
56,572,22588,19,15,4,Primary
56,572,22588,19,15,5,No qualification
56,572,22588,19,15,6,No qualification
56,572,22597,10,13,1,No qualification
56,572,22597,10,13,2,Primary
56,572,22597,10,13,3,Primary
56,572,22597,10,13,4,No qualification
56,572,22597,10,13,5,Lower secondary
56,572,22597,10,13,6,
56,572,22597,10,14,1,No qualification
56,572,22597,10,14,2,Primary
56,572,22597,10,14,3,
56,572,22597,10,14,4,Lower secondary
56,572,22597,10,14,5,Primary
56,572,22597,10,14,6,Primary
56,572,22597,10,15,1,Primary
56,572,22597,10,15,2,
56,572,22597,10,15,3,No qualification
56,572,22597,10,15,4,
56,573,22624,2,13,1,Lower secondary
56,573,22624,2,13,2,No qualification
56,573,22624,2,13,3,Higher secondary
56,573,22624,2,13,4,Lower secondary
56,573,22624,2,13,5,Primary
56,573,22624,2,13,6,Primary
56,573,22624,2,13,7,No qualification
56,573,22624,2,13,8,No qualification
56,573,22624,2,13,9,No qualification
56,573,22624,2,13,10,
56,573,22624,2,13,11,
56,573,22624,2,14,1,Lower secondary
56,573,22624,2,14,2,Primary
56,573,22624,2,14,3,Higher secondary
56,573,22624,2,14,4,Higher secondary
56,573,22624,2,14,5,Higher secondary
56,573,22624,2,14,6,Higher secondary
56,573,22624,2,15,1,Higher secondary
56,573,22624,2,15,2,Primary
56,574,22651,12,13,1,Lower secondary
56,574,22651,12,13,2,Lower secondary
56,574,22651,12,13,3,University
56,574,22651,12,13,4,No qualification
56,574,22651,12,13,5,No qualification
56,574,22651,12,14,1,Higher secondary
56,574,22651,12,14,2,Primary
56,574,22651,12,14,3,Lower secondary
56,574,22651,12,20,1,No qualification
56,574,22651,12,20,2,
56,574,22651,12,20,3,
56,574,22657,2,13,1,Lower secondary
56,574,22657,2,13,2,No qualification
56,574,22657,2,13,3,Higher secondary
56,574,22657,2,13,4,Higher secondary
56,574,22657,2,13,5,Lower secondary
56,574,22657,2,13,6,Lower secondary
56,574,22657,2,13,7,
56,574,22657,2,14,1,Primary
56,574,22657,2,14,2,No qualification
56,574,22657,2,14,3,Lower secondary
56,574,22657,2,14,4,Lower secondary
56,574,22657,2,14,5,Higher secondary
56,574,22657,2,19,1,No qualification
56,574,22657,2,19,2,No qualification
56,574,22657,2,19,3,No qualification
56,574,22657,2,19,4,Primary
56,574,22657,2,19,5,No qualification
56,574,22657,2,19,6,No qualification
56,574,22666,1,13,1,Lower secondary
56,574,22666,1,13,2,Lower secondary
56,574,22666,1,13,3,Primary
56,574,22666,1,13,4,No qualification
56,574,22666,1,13,5,No qualification
56,574,22666,1,14,1,Primary
56,574,22666,1,14,2,No qualification
56,574,22666,1,14,3,Lower secondary
56,574,22666,1,14,4,Primary
56,574,22666,1,14,5,No qualification
56,574,22666,1,14,6,No qualification
56,574,22666,1,15,1,No qualification
56,574,22666,1,15,2,
56,574,22666,1,15,3,Primary
56,574,22666,1,15,4,Primary
56,574,22678,3,13,1,College
56,574,22678,3,13,2,University
56,574,22678,3,13,3,University
56,574,22678,3,13,4,University
56,574,22678,3,13,5,No qualification
56,574,22678,3,13,6,No qualification
56,574,22678,3,13,7,No qualification
56,574,22678,3,14,1,Primary
56,574,22678,3,14,2,No qualification
56,574,22678,3,14,3,Lower secondary
56,574,22678,3,14,4,No qualification
56,574,22678,3,14,5,
56,574,22678,3,14,6,
56,574,22678,3,15,1,Higher secondary
56,574,22678,3,15,2,Lower secondary
56,574,22678,3,15,3,Higher secondary
56,574,22678,3,15,4,Higher secondary
56,574,22678,3,15,5,Primary
56,574,22693,8,13,1,Lower secondary
56,574,22693,8,13,2,Primary
56,574,22693,8,13,3,
56,574,22693,8,13,4,Primary
56,574,22693,8,13,5,
56,574,22693,8,15,1,No qualification
56,574,22693,8,15,2,No qualification
56,574,22693,8,15,3,Primary
56,574,22693,8,15,4,Lower secondary
56,574,22693,8,15,5,
56,574,22693,8,15,6,Primary
56,574,22693,8,15,7,No qualification
56,574,22693,8,15,8,
56,574,22693,8,19,1,No qualification
56,574,22693,8,19,2,Primary
56,574,22693,8,19,3,Lower secondary
56,574,22693,8,19,4,University
56,574,22693,8,19,5,Higher secondary
56,574,22693,8,19,6,Lower secondary
56,574,22693,8,19,7,Primary
56,575,22729,4,13,1,
56,575,22729,4,13,2,
56,575,22729,4,14,1,Primary
56,575,22729,4,14,2,Lower secondary
56,575,22729,4,14,3,No qualification
56,575,22729,4,14,4,No qualification
56,575,22729,4,15,1,Primary
56,575,22729,4,15,2,Primary
58,582,22738,2,13,1,Primary
58,582,22738,2,13,2,Lower secondary
58,582,22738,2,13,3,Primary
58,582,22738,2,13,4,No qualification
58,582,22738,2,14,1,No qualification
58,582,22738,2,14,2,Primary
58,582,22738,2,14,3,No qualification
58,582,22738,2,15,1,Higher secondary
58,582,22738,2,15,2,College
58,582,22738,2,15,3,Higher secondary
58,582,22738,2,15,4,Higher secondary
58,582,22741,26,14,1,University
58,582,22741,26,14,2,College
58,582,22741,26,14,3,No qualification
58,582,22741,26,15,1,University
58,582,22741,26,15,2,University
58,582,22741,26,15,3,Higher secondary
58,582,22741,26,15,4,Lower secondary
58,582,22741,26,19,1,Lower secondary
58,582,22741,26,19,2,Higher secondary
58,582,22741,26,19,3,Primary
58,582,22741,26,19,4,No qualification
58,582,22744,16,13,1,Primary
58,582,22744,16,13,2,Lower secondary
58,582,22744,16,13,3,Lower secondary
58,582,22744,16,13,4,No qualification
58,582,22744,16,14,1,No qualification
58,582,22744,16,14,2,No qualification
58,582,22744,16,14,3,
58,582,22744,16,14,4,Primary
58,582,22744,16,14,5,No qualification
58,582,22744,16,14,6,No qualification
58,582,22744,16,19,1,Higher secondary
58,582,22744,16,19,2,Higher secondary
58,582,22744,16,19,3,No qualification
58,582,22747,16,13,1,Lower secondary
58,582,22747,16,13,2,Lower secondary
58,582,22747,16,13,3,Lower secondary
58,582,22747,16,13,4,Primary
58,582,22747,16,13,5,No qualification
58,582,22747,16,13,6,No qualification
58,582,22747,16,14,1,Lower secondary
58,582,22747,16,14,2,Higher secondary
58,582,22747,16,14,3,Higher secondary
58,582,22747,16,14,4,Primary
58,582,22747,16,15,1,Lower secondary
58,582,22747,16,15,2,Lower secondary
58,582,22747,16,15,3,Primary
58,582,22747,16,15,4,No qualification
58,582,22750,5,13,1,Primary
58,582,22750,5,13,2,Higher secondary
58,582,22750,5,13,3,College
58,582,22750,5,13,4,Higher secondary
58,582,22750,5,14,1,Higher secondary
58,582,22750,5,14,2,Higher secondary
58,582,22750,5,15,1,Higher secondary
58,582,22750,5,15,2,Higher secondary
58,582,22750,5,15,3,College
58,582,22759,2,13,1,University
58,582,22759,2,13,2,Lower secondary
58,582,22759,2,13,3,Primary
58,582,22759,2,13,4,No qualification
58,582,22759,2,14,1,Higher secondary
58,582,22759,2,14,2,Higher secondary
58,582,22759,2,14,3,Lower secondary
58,582,22759,2,15,1,Higher secondary
58,582,22759,2,15,2,Primary
58,582,22765,9,13,1,Primary
58,582,22765,9,13,2,Lower secondary
58,582,22765,9,13,3,Lower secondary
58,582,22765,9,13,4,Lower secondary
58,582,22765,9,14,1,Primary
58,582,22765,9,14,2,College
58,582,22765,9,15,1,Lower secondary
58,582,22765,9,15,2,University
58,582,22765,9,15,3,Higher secondary
58,582,22765,9,15,4,Lower secondary
58,582,22768,17,13,1,Primary
58,582,22768,17,13,2,No qualification
58,582,22768,17,13,3,Primary
58,582,22768,17,13,4,Lower secondary
58,582,22768,17,14,1,No qualification
58,582,22768,17,14,2,Primary
58,582,22768,17,14,3,Primary
58,582,22768,17,14,4,Primary
58,582,22768,17,14,5,No qualification
58,582,22768,17,15,1,No qualification
58,582,22768,17,15,2,
58,582,22768,17,15,3,
58,582,22768,17,15,4,
58,582,22768,17,15,5,
58,582,22768,17,15,6,
58,582,22771,17,13,1,Lower secondary
58,582,22771,17,13,2,No qualification
58,582,22771,17,13,3,Higher secondary
58,582,22771,17,13,4,Lower secondary
58,582,22771,17,14,1,No qualification
58,582,22771,17,14,2,
58,582,22771,17,14,3,
58,582,22771,17,14,4,No qualification
58,582,22771,17,14,5,
58,582,22771,17,15,1,No qualification
58,582,22771,17,15,2,
58,582,22771,17,15,3,No qualification
58,582,22771,17,15,4,No qualification
58,582,22771,17,15,5,No qualification
58,582,22771,17,15,6,
58,582,22771,17,15,7,
58,582,22777,20,13,1,
58,582,22777,20,13,2,No qualification
58,582,22777,20,13,3,College
58,582,22777,20,13,4,Higher secondary
58,582,22777,20,13,5,
58,582,22777,20,19,1,Lower secondary
58,582,22777,20,19,2,Primary
58,582,22777,20,19,3,Higher secondary
58,582,22777,20,19,4,Lower secondary
58,582,22777,20,19,5,
58,582,22777,20,20,1,No qualification
58,582,22777,20,20,2,No qualification
58,582,22777,20,20,3,No qualification
58,582,22777,20,20,4,
58,582,22777,20,20,5,
58,584,22783,7,13,1,No qualification
58,584,22783,7,13,2,
58,584,22783,7,13,3,No qualification
58,584,22783,7,13,4,
58,584,22783,7,13,5,No qualification
58,584,22783,7,14,1,No qualification
58,584,22783,7,14,2,No qualification
58,584,22783,7,14,3,No qualification
58,584,22783,7,14,4,
58,584,22783,7,14,5,
58,584,22783,7,15,1,
58,584,22783,7,15,2,
58,584,22783,7,15,3,
58,584,22783,7,15,4,
58,584,22783,7,15,5,
58,584,22783,7,15,6,
58,584,22783,7,15,7,
58,584,22804,1,13,1,
58,584,22804,1,13,2,Lower secondary
58,584,22804,1,13,3,
58,584,22804,1,14,1,Lower secondary
58,584,22804,1,14,2,Primary
58,584,22804,1,14,3,No qualification
58,584,22804,1,14,4,No qualification
58,584,22804,1,15,1,No qualification
58,584,22804,1,15,2,No qualification
58,584,22804,1,15,3,No qualification
58,584,22804,1,15,4,No qualification
58,584,22804,1,15,5,Primary
58,584,22804,1,15,6,
58,585,22810,6,13,1,Primary
58,585,22810,6,13,2,
58,585,22810,6,14,1,Primary
58,585,22810,6,14,2,Primary
58,585,22810,6,14,3,Lower secondary
58,585,22810,6,14,4,Primary
58,585,22810,6,15,1,Primary
58,585,22810,6,15,2,Primary
58,585,22810,6,15,3,No qualification
58,585,22810,6,15,4,
58,585,22813,19,13,1,Primary
58,585,22813,19,13,2,Lower secondary
58,585,22813,19,13,3,Primary
58,585,22813,19,13,4,Primary
58,585,22813,19,13,5,No qualification
58,585,22813,19,14,1,
58,585,22813,19,14,2,
58,585,22813,19,15,1,
58,585,22813,19,15,2,
58,585,22813,19,15,3,No qualification
58,585,22813,19,15,4,No qualification
58,585,22819,12,13,1,No qualification
58,585,22819,12,13,2,No qualification
58,585,22819,12,13,3,Primary
58,585,22819,12,13,4,No qualification
58,585,22819,12,13,5,No qualification
58,585,22819,12,14,1,Primary
58,585,22819,12,14,2,Lower secondary
58,585,22819,12,14,3,Lower secondary
58,585,22819,12,14,4,Primary
58,585,22819,12,15,1,Lower secondary
58,585,22819,12,15,2,Primary
58,585,22819,12,15,3,No qualification
58,585,22819,12,15,4,No qualification
58,585,22819,12,15,5,
58,585,22822,18,13,1,Primary
58,585,22822,18,13,2,Primary
58,585,22822,18,13,3,No qualification
58,585,22822,18,14,1,Lower secondary
58,585,22822,18,14,2,Primary
58,585,22822,18,14,3,No qualification
58,585,22822,18,14,4,
58,585,22822,18,15,1,Primary
58,585,22822,18,15,2,Primary
58,585,22822,18,15,3,No qualification
58,585,22822,18,15,4,No qualification
58,585,22831,17,13,1,Lower secondary
58,585,22831,17,13,2,Primary
58,585,22831,17,13,3,No qualification
58,585,22831,17,13,4,
58,585,22831,17,13,5,
58,585,22831,17,19,1,Lower secondary
58,585,22831,17,19,2,Primary
58,585,22831,17,20,1,
58,586,22834,12,14,1,Primary
58,586,22834,12,14,2,No qualification
58,586,22834,12,14,3,Lower secondary
58,586,22834,12,14,4,No qualification
58,586,22834,12,15,1,Lower secondary
58,586,22834,12,15,2,Primary
58,586,22834,12,15,3,Lower secondary
58,586,22834,12,15,4,No qualification
58,586,22834,12,19,1,
58,586,22834,12,19,2,Primary
58,586,22834,12,19,3,No qualification
58,586,22834,12,19,4,Primary
58,586,22834,12,19,5,Primary
58,586,22834,12,19,6,
58,586,22852,12,13,1,No qualification
58,586,22852,12,13,2,Primary
58,586,22852,12,13,3,Primary
58,586,22852,12,13,4,Lower secondary
58,586,22852,12,13,5,Primary
58,586,22852,12,13,6,Higher secondary
58,586,22852,12,13,7,Primary
58,586,22852,12,13,8,
58,586,22852,12,13,9,No qualification
58,586,22852,12,14,1,Primary
58,586,22852,12,14,2,Primary
58,586,22852,12,14,3,Others
58,586,22852,12,14,4,Higher secondary
58,586,22852,12,14,5,Lower secondary
58,586,22852,12,15,1,No qualification
58,586,22852,12,15,2,Primary
58,586,22852,12,15,3,Primary
58,586,22852,12,15,4,No qualification
58,586,22858,14,13,1,No qualification
58,586,22858,14,13,2,No qualification
58,586,22858,14,13,3,Higher secondary
58,586,22858,14,14,1,Lower secondary
58,586,22858,14,14,2,University
58,586,22858,14,14,3,Primary
58,586,22858,14,14,4,
58,586,22858,14,20,1,Primary
58,586,22858,14,20,2,Primary
58,586,22858,14,20,3,Lower secondary
58,586,22864,2,13,1,Primary
58,586,22864,2,13,2,Primary
58,586,22864,2,13,3,Primary
58,586,22864,2,14,1,No qualification
58,586,22864,2,14,2,Primary
58,586,22864,2,14,3,Primary
58,586,22864,2,14,4,Higher secondary
58,586,22864,2,14,5,Lower secondary
58,586,22864,2,14,6,Lower secondary
58,586,22864,2,14,7,Primary
58,586,22864,2,20,1,No qualification
58,586,22864,2,20,2,Lower secondary
58,586,22864,2,20,3,Higher secondary
58,586,22867,18,13,1,
58,586,22867,18,13,2,No qualification
58,586,22867,18,13,3,No qualification
58,586,22867,18,13,4,
58,586,22867,18,14,1,Primary
58,586,22867,18,14,2,No qualification
58,586,22867,18,14,3,No qualification
58,586,22867,18,14,4,Lower secondary
58,586,22867,18,14,5,No qualification
58,586,22867,18,14,6,Primary
58,586,22867,18,15,1,Primary
58,586,22867,18,15,2,Primary
58,586,22867,18,15,3,No qualification
58,586,22867,18,15,4,
58,587,22870,16,13,1,Higher secondary
58,587,22870,16,13,2,
58,587,22870,16,13,3,No qualification
58,587,22870,16,13,4,
58,587,22870,16,13,5,
58,587,22870,16,14,1,
58,587,22870,16,14,2,
58,587,22870,16,14,3,No qualification
58,587,22870,16,14,4,
58,587,22870,16,15,1,Primary
58,587,22870,16,15,2,Lower secondary
58,587,22870,16,15,3,Primary
58,587,22870,16,15,4,No qualification
58,587,22870,16,15,5,
58,587,22873,20,13,1,Primary
58,587,22873,20,13,2,No qualification
58,587,22873,20,14,1,Primary
58,587,22873,20,14,2,No qualification
58,587,22873,20,14,3,Lower secondary
58,587,22873,20,14,4,Primary
58,587,22873,20,15,1,No qualification
58,587,22873,20,15,2,
58,587,22873,20,15,3,
58,587,22873,20,15,4,Primary
58,587,22873,20,15,5,No qualification
58,587,22873,20,15,6,Lower secondary
58,587,22873,20,15,7,Lower secondary
58,587,22873,20,15,8,Lower secondary
58,587,22879,10,13,1,
58,587,22879,10,13,2,Primary
58,587,22879,10,13,3,Primary
58,587,22879,10,13,4,No qualification
58,587,22879,10,14,1,Primary
58,587,22879,10,14,2,No qualification
58,587,22879,10,14,3,Primary
58,587,22879,10,14,4,No qualification
58,587,22879,10,15,1,Higher secondary
58,587,22879,10,15,2,Primary
58,587,22879,10,15,3,No qualification
58,587,22879,10,15,4,No qualification
58,587,22879,10,15,5,No qualification
58,587,22879,10,15,6,
58,587,22879,10,15,7,Primary
58,587,22882,11,13,1,No qualification
58,587,22882,11,13,2,No qualification
58,587,22882,11,13,3,Higher secondary
58,587,22882,11,13,4,Higher secondary
58,587,22882,11,13,5,Lower secondary
58,587,22882,11,13,6,Lower secondary
58,587,22882,11,13,7,Primary
58,587,22882,11,13,8,No qualification
58,587,22882,11,13,9,No qualification
58,587,22882,11,14,1,Higher secondary
58,587,22882,11,14,2,Primary
58,587,22882,11,14,3,Lower secondary
58,587,22882,11,14,4,Higher secondary
58,587,22882,11,14,5,Primary
58,587,22882,11,14,6,Primary
58,587,22882,11,14,7,Lower secondary
58,587,22882,11,14,8,Lower secondary
58,587,22882,11,15,1,Primary
58,587,22882,11,15,2,Primary
58,587,22882,11,15,3,Lower secondary
58,587,22882,11,15,4,Primary
58,587,22882,11,15,5,No qualification
58,587,22888,10,14,1,Higher secondary
58,587,22888,10,14,2,Higher secondary
58,587,22888,10,14,3,Primary
58,587,22888,10,15,1,Lower secondary
58,587,22888,10,15,2,Primary
58,587,22888,10,15,3,Primary
58,587,22888,10,15,4,No qualification
58,587,22888,10,19,1,No qualification
58,587,22888,10,19,2,Primary
58,587,22888,10,19,3,Higher secondary
58,587,22888,10,19,4,Primary
58,587,22891,20,13,1,No qualification
58,587,22891,20,13,2,Primary
58,587,22891,20,13,3,Primary
58,587,22891,20,13,4,No qualification
58,587,22891,20,13,5,
58,587,22891,20,14,1,Primary
58,587,22891,20,14,2,Lower secondary
58,587,22891,20,15,1,No qualification
58,587,22891,20,15,2,
58,587,22891,20,15,3,Lower secondary
58,587,22891,20,15,4,Primary
58,588,22837,6,13,1,
58,588,22837,6,13,2,
58,588,22837,6,13,3,Primary
58,588,22837,6,13,4,Primary
58,588,22837,6,13,5,No qualification
58,588,22837,6,13,6,No qualification
58,588,22837,6,14,1,No qualification
58,588,22837,6,14,2,
58,588,22837,6,14,3,
58,588,22837,6,14,4,
58,588,22837,6,14,5,No qualification
58,588,22837,6,14,6,
58,588,22837,6,14,7,
58,588,22837,6,14,8,
58,588,22837,6,15,1,
58,588,22837,6,15,2,
58,588,22837,6,15,3,Primary
58,588,22837,6,15,4,No qualification
58,588,22837,6,15,5,No qualification
58,588,22837,6,15,6,No qualification
58,588,22837,6,15,7,Primary
58,588,22849,5,13,1,No qualification
58,588,22849,5,13,2,No qualification
58,588,22849,5,14,1,No qualification
58,588,22849,5,14,2,
58,588,22849,5,14,3,
58,588,22849,5,14,4,
58,588,22849,5,14,5,No qualification
58,588,22849,5,14,6,
58,588,22849,5,14,7,
58,588,22849,5,14,8,No qualification
58,588,22849,5,15,1,
58,588,22849,5,15,2,
58,588,22849,5,15,3,No qualification
58,588,22849,5,15,4,
58,588,22849,5,15,5,
58,588,22849,5,15,6,
58,588,22849,5,15,7,
58,588,22849,5,15,8,No qualification
58,588,22849,5,15,9,
58,588,22856,7,13,1,
58,588,22856,7,13,2,Primary
58,588,22856,7,13,3,Primary
58,588,22856,7,13,4,Primary
58,588,22856,7,13,5,No qualification
58,588,22856,7,13,6,No qualification
58,588,22856,7,14,1,
58,588,22856,7,14,2,No qualification
58,588,22856,7,14,3,Primary
58,588,22856,7,15,1,No qualification
58,588,22856,7,15,2,No qualification
58,588,22856,7,15,3,
58,588,22856,7,15,4,
58,589,22897,3,13,1,No qualification
58,589,22897,3,13,2,No qualification
58,589,22897,3,14,1,Primary
58,589,22897,3,14,2,Primary
58,589,22897,3,15,1,
58,589,22903,4,13,1,No qualification
58,589,22903,4,13,2,Primary
58,589,22903,4,13,3,Primary
58,589,22903,4,13,4,Lower secondary
58,589,22903,4,13,5,Primary
58,589,22903,4,14,1,Primary
58,589,22903,4,14,2,No qualification
58,589,22903,4,14,3,No qualification
58,589,22903,4,14,4,College
58,589,22903,4,14,5,Higher secondary
58,589,22903,4,14,6,
58,589,22903,4,15,1,
58,589,22903,4,15,2,
58,589,22903,4,15,3,Lower secondary
58,589,22903,4,15,4,Lower secondary
58,589,22903,4,15,5,Primary
58,589,22903,4,15,6,No qualification
58,589,22909,17,13,1,Lower secondary
58,589,22909,17,13,2,Primary
58,589,22909,17,13,3,Higher secondary
58,589,22909,17,13,4,Higher secondary
58,589,22909,17,13,5,Higher secondary
58,589,22909,17,13,6,Primary
58,589,22909,17,14,1,Primary
58,589,22909,17,14,2,No qualification
58,589,22909,17,14,3,Primary
58,589,22909,17,14,4,
58,589,22909,17,14,5,
58,589,22909,17,14,6,No qualification
58,589,22909,17,19,1,No qualification
58,589,22909,17,19,2,Lower secondary
58,589,22909,17,19,3,Primary
58,589,22909,17,19,4,
58,589,22909,17,19,5,No qualification
58,589,22909,17,19,6,Primary
58,589,22909,17,19,7,No qualification
58,589,22909,17,19,8,No qualification
58,589,22909,17,19,9,
60,593,22918,2,13,1,
60,593,22918,2,13,2,Primary
60,593,22918,2,13,3,No qualification
60,593,22918,2,13,4,No qualification
60,593,22918,2,14,1,No qualification
60,593,22918,2,14,2,No qualification
60,593,22918,2,14,3,Lower secondary
60,593,22918,2,15,1,
60,593,22918,2,15,2,Primary
60,593,22924,13,14,1,Higher secondary
60,593,22924,13,14,2,Primary
60,593,22924,13,14,3,Lower secondary
60,593,22924,13,14,4,Primary
60,593,22924,13,14,5,
60,593,22924,13,15,1,Lower secondary
60,593,22924,13,19,1,Primary
60,593,22924,13,19,2,Lower secondary
60,593,22924,13,19,3,Primary
60,593,22924,13,19,4,Lower secondary
60,593,22927,16,13,1,No qualification
60,593,22927,16,13,2,
60,593,22927,16,13,3,No qualification
60,593,22927,16,13,4,
60,593,22927,16,13,5,No qualification
60,593,22927,16,13,6,
60,593,22927,16,13,7,No qualification
60,593,22927,16,13,8,No qualification
60,593,22927,16,13,9,
60,593,22927,16,13,10,
60,593,22927,16,13,11,
60,593,22927,16,14,1,Primary
60,593,22927,16,14,2,Primary
60,593,22927,16,14,3,Primary
60,593,22927,16,14,4,No qualification
60,593,22927,16,14,5,No qualification
60,593,22927,16,15,1,Primary
60,593,22939,6,13,1,Primary
60,593,22939,6,14,1,No qualification
60,593,22939,6,14,2,Primary
60,593,22939,6,14,3,No qualification
60,593,22939,6,14,4,
60,593,22939,6,19,1,College
60,593,22939,6,19,2,Lower secondary
60,593,22939,6,19,3,No qualification
60,593,22945,11,13,1,Primary
60,593,22945,11,13,2,Lower secondary
60,593,22945,11,13,3,Higher secondary
60,593,22945,11,13,4,Primary
60,593,22945,11,13,5,
60,593,22945,11,14,1,Lower secondary
60,593,22945,11,14,2,Primary
60,593,22945,11,14,3,Higher secondary
60,593,22945,11,14,4,Higher secondary
60,593,22945,11,15,1,Higher secondary
60,593,22945,11,15,2,Lower secondary
60,593,22945,11,15,3,Lower secondary
60,593,22945,11,15,4,Primary
60,593,22951,15,13,1,Primary
60,593,22951,15,13,2,Primary
60,593,22951,15,13,3,
60,593,22951,15,13,4,Lower secondary
60,593,22951,15,14,1,
60,593,22951,15,14,2,No qualification
60,593,22951,15,14,3,Primary
60,593,22951,15,14,4,
60,593,22951,15,15,1,No qualification
60,593,22951,15,15,2,No qualification
60,593,22951,15,15,3,Primary
60,593,22966,2,13,1,No qualification
60,593,22966,2,13,2,Lower secondary
60,593,22966,2,13,3,Primary
60,593,22966,2,13,4,Primary
60,593,22966,2,13,5,No qualification
60,593,22966,2,14,1,No qualification
60,593,22966,2,14,2,No qualification
60,593,22966,2,14,3,Primary
60,593,22966,2,14,4,Primary
60,593,22966,2,14,5,Primary
60,593,22966,2,14,6,No qualification
60,593,22966,2,15,1,Primary
60,593,22966,2,15,2,No qualification
60,593,22966,2,15,3,No qualification
60,593,22966,2,15,4,No qualification
60,593,22966,2,15,5,
60,593,22966,2,15,6,
60,593,22966,2,15,7,Primary
60,594,23231,16,13,1,Higher secondary
60,594,23231,16,13,2,Higher secondary
60,594,23231,16,13,3,University
60,594,23231,16,13,4,
60,594,23231,16,14,1,Primary
60,594,23231,16,14,2,Primary
60,594,23231,16,14,3,Higher secondary
60,594,23231,16,14,4,Primary
60,594,23231,16,15,1,Lower secondary
60,594,23231,16,15,2,Lower secondary
60,594,23231,16,15,3,Primary
60,594,23231,16,15,4,No qualification
60,594,23235,16,13,1,Higher secondary
60,594,23235,16,13,2,University
60,594,23235,16,13,3,Lower secondary
60,594,23235,16,13,4,Primary
60,594,23235,16,14,1,No qualification
60,594,23235,16,15,1,Higher secondary
60,594,23235,16,15,2,Higher secondary
60,594,23235,16,15,3,Higher secondary
60,594,23235,16,15,4,Higher secondary
60,594,23235,16,15,5,Higher secondary
60,594,23235,16,15,6,Lower secondary
60,594,23235,16,15,7,Lower secondary
60,595,22969,10,13,1,Primary
60,595,22969,10,13,2,Primary
60,595,22969,10,13,3,Primary
60,595,22969,10,13,4,Lower secondary
60,595,22969,10,13,5,Lower secondary
60,595,22969,10,13,6,Primary
60,595,22969,10,13,7,
60,595,22969,10,14,1,Higher secondary
60,595,22969,10,15,1,No qualification
60,595,22969,10,15,2,Primary
60,595,22969,10,15,3,Primary
60,595,22969,10,15,4,Primary
60,595,22969,10,15,5,
60,595,22972,45,13,1,Lower secondary
60,595,22972,45,13,2,No qualification
60,595,22972,45,13,3,No qualification
60,595,22972,45,13,4,No qualification
60,595,22972,45,13,5,Lower secondary
60,595,22972,45,13,6,
60,595,22972,45,13,7,No qualification
60,595,22972,45,14,1,Higher secondary
60,595,22972,45,14,2,Primary
60,595,22972,45,14,3,Higher secondary
60,595,22972,45,15,1,University
60,595,22972,45,15,2,Higher secondary
60,595,22972,45,15,3,
60,595,22978,12,13,1,No qualification
60,595,22978,12,13,2,No qualification
60,595,22978,12,13,3,Primary
60,595,22978,12,13,4,Primary
60,595,22978,12,13,5,
60,595,22978,12,13,6,
60,595,22978,12,14,1,No qualification
60,595,22978,12,14,2,Primary
60,595,22978,12,14,3,Primary
60,595,22978,12,14,4,Primary
60,595,22978,12,15,1,Primary
60,595,22978,12,15,2,No qualification
60,595,22978,12,15,3,
60,595,22978,12,15,4,
60,595,22978,12,15,5,No qualification
60,595,22978,12,15,6,No qualification
60,595,22990,9,13,1,Primary
60,595,22990,9,13,2,Primary
60,595,22990,9,13,3,Primary
60,595,22990,9,13,4,Primary
60,595,22990,9,13,5,
60,595,22990,9,14,1,Primary
60,595,22990,9,14,2,Primary
60,595,22990,9,14,3,Higher secondary
60,595,22990,9,15,1,Primary
60,595,22990,9,15,2,Primary
60,595,22996,17,13,1,No qualification
60,595,22996,17,13,2,No qualification
60,595,22996,17,13,3,
60,595,22996,17,13,4,
60,595,22996,17,13,5,No qualification
60,595,22996,17,14,1,No qualification
60,595,22996,17,14,2,
60,595,22996,17,15,1,No qualification
60,595,22996,17,15,2,
60,595,22996,17,15,3,No qualification
60,595,22996,17,15,4,No qualification
60,595,22996,17,15,5,No qualification
60,595,22996,17,15,6,
60,596,23005,15,13,1,Lower secondary
60,596,23005,15,13,2,Primary
60,596,23005,15,13,3,University
60,596,23005,15,13,4,College
60,596,23005,15,13,5,No qualification
60,596,23005,15,13,6,
60,596,23005,15,14,1,No qualification
60,596,23005,15,14,2,No qualification
60,596,23005,15,14,3,Higher secondary
60,596,23005,15,14,4,Lower secondary
60,596,23005,15,14,5,Primary
60,596,23005,15,15,1,Primary
60,596,23005,15,15,2,No qualification
60,596,23005,15,15,3,Lower secondary
60,596,23005,15,15,4,Lower secondary
60,596,23005,15,15,5,Primary
60,596,23005,15,15,6,No qualification
60,596,23023,4,13,1,No qualification
60,596,23023,4,13,2,Primary
60,596,23023,4,15,1,No qualification
60,596,23023,4,15,2,No qualification
60,596,23023,4,19,1,Primary
60,596,23023,4,19,2,No qualification
60,596,23023,4,19,3,No qualification
60,596,23023,4,19,4,
60,596,23032,27,13,1,Primary
60,596,23032,27,13,2,No qualification
