tinh,huyen,xa,diaban,hoso,matv,educlevel
1,1,4,12,13,1,Primary
1,1,4,12,13,2,Higher secondary
1,1,4,12,13,3,Lower secondary
1,1,4,12,13,4,Lower secondary
1,1,4,12,13,5,No qualification
1,1,4,12,13,6,No qualification
1,1,4,12,14,1,University
1,1,4,12,14,2,University
1,1,4,12,15,1,University
1,1,4,12,15,2,University
1,1,4,12,15,3,University
1,1,4,12,15,4,University
1,1,7,22,13,1,University
1,1,7,22,13,2,University
1,1,7,22,13,3,University
1,1,7,22,13,4,Higher secondary
1,1,7,22,15,1,Higher secondary
1,1,7,22,15,2,University
1,1,7,22,15,3,University
1,1,7,22,15,4,Higher secondary
1,1,7,22,20,1,University
1,1,7,22,20,2,University
1,1,7,22,20,3,No qualification
1,1,7,22,20,4,No qualification
1,1,7,22,20,5,Lower secondary
1,1,16,15,14,1,University
1,1,16,15,14,2,University
1,1,16,15,19,1,University
1,1,16,15,19,2,University
1,1,16,15,19,3,No qualification
1,1,16,15,20,1,University
1,1,16,15,20,2,University
1,1,16,15,20,3,Primary
1,1,16,15,20,4,No qualification
1,1,22,19,13,1,Lower secondary
1,1,22,19,13,2,Higher secondary
1,1,22,19,13,3,University
1,1,22,19,13,4,University
1,1,22,19,13,5,No qualification
1,1,22,19,14,1,PhD
1,1,22,19,14,2,University
1,1,22,19,14,3,No qualification
1,1,22,19,14,4,No qualification
1,1,22,19,19,1,University
1,1,22,19,19,2,University
1,1,22,19,19,3,Higher secondary
1,1,22,19,19,4,No qualification
1,1,28,20,13,1,University
1,1,28,20,13,2,University
1,1,28,20,13,3,University
1,1,28,20,13,4,University
1,1,28,20,15,1,University
1,1,28,20,15,2,University
1,1,28,20,15,3,Higher secondary
1,1,28,20,15,4,University
1,1,28,20,15,5,Lower secondary
1,1,28,20,15,6,Primary
1,1,28,20,19,1,University
1,1,28,20,19,2,University
1,1,28,20,19,3,Higher secondary
1,1,28,20,19,4,University
1,1,28,20,19,5,University
1,1,28,20,19,6,
1,1,34,25,13,1,University
1,1,34,25,13,2,University
1,1,34,25,13,3,Higher secondary
1,1,34,25,13,4,Higher secondary
1,1,34,25,14,1,University
1,1,34,25,14,2,University
1,1,34,25,14,3,No qualification
1,1,34,25,15,1,Lower secondary
1,1,34,25,15,2,Higher secondary
1,1,34,25,15,3,Higher secondary
1,1,34,25,15,4,
1,1,34,25,15,5,
1,2,40,6,13,1,Higher secondary
1,2,40,6,13,2,Higher secondary
1,2,40,6,13,3,No qualification
1,2,40,6,13,4,
1,2,40,6,14,1,College
1,2,40,6,14,2,Higher secondary
1,2,40,6,15,1,Lower secondary
1,2,40,6,15,2,Higher secondary
1,2,40,6,15,3,Higher secondary
1,2,40,6,15,4,No qualification
1,2,55,11,13,1,University
1,2,55,11,13,2,Higher secondary
1,2,55,11,14,1,University
1,2,55,11,14,2,Higher secondary
1,2,55,11,14,3,Lower secondary
1,2,55,11,14,4,No qualification
1,2,55,11,15,1,Lower secondary
1,2,55,11,15,2,Lower secondary
1,2,55,11,15,3,University
1,2,67,23,15,1,No qualification
1,2,67,23,15,2,
1,2,67,23,19,1,Higher secondary
1,2,67,23,19,2,Higher secondary
1,2,67,23,19,3,University
1,2,67,23,19,4,Higher secondary
1,2,67,23,20,1,Higher secondary
1,2,67,23,20,2,Primary
1,2,67,23,20,3,University
1,2,67,23,20,4,University
1,2,67,23,20,5,
1,2,79,11,13,1,University
1,2,79,11,13,2,University
1,2,79,11,13,3,Higher secondary
1,2,79,11,14,1,Lower secondary
1,2,79,11,14,2,Primary
1,2,79,11,14,3,Lower secondary
1,2,79,11,19,1,University
1,2,79,11,19,2,College
1,2,79,11,19,3,No qualification
1,2,79,11,19,4,Higher secondary
1,3,91,6,13,1,Higher secondary
1,3,91,6,13,2,Lower secondary
1,3,91,6,13,3,Higher secondary
1,3,91,6,13,4,Higher secondary
1,3,91,6,13,5,
1,3,91,6,14,1,Higher secondary
1,3,91,6,14,2,Higher secondary
1,3,91,6,15,1,Lower secondary
1,3,91,6,15,2,Higher secondary
1,3,91,6,15,3,
1,3,106,13,13,1,Higher secondary
1,3,106,13,13,2,Higher secondary
1,3,106,13,14,1,Lower secondary
1,3,106,13,14,2,Lower secondary
1,3,106,13,14,3,Higher secondary
1,3,106,13,14,4,Higher secondary
1,3,106,13,15,1,No qualification
1,3,106,13,15,2,Higher secondary
1,3,106,13,15,3,Higher secondary
1,3,106,13,15,4,
1,3,112,20,13,1,University
1,3,112,20,13,2,Higher secondary
1,3,112,20,13,3,Primary
1,3,112,20,13,4,
1,3,112,20,15,1,Lower secondary
1,3,112,20,15,2,Lower secondary
1,3,112,20,15,3,Higher secondary
1,3,112,20,15,4,Higher secondary
1,3,112,20,15,5,Primary
1,3,112,20,20,1,Higher secondary
1,3,112,20,20,2,Lower secondary
1,3,112,20,20,3,Higher secondary
1,3,112,20,20,4,Higher secondary
1,3,112,20,20,5,Primary
1,3,112,20,20,6,No qualification
1,4,118,39,13,1,Lower secondary
1,4,118,39,13,2,Higher secondary
1,4,118,39,13,3,University
1,4,118,39,13,4,University
1,4,118,39,14,1,Higher secondary
1,4,118,39,14,2,Higher secondary
1,4,118,39,14,3,Higher secondary
1,4,118,39,14,4,Lower secondary
1,4,118,39,15,1,No qualification
1,4,118,39,15,2,No qualification
1,4,118,39,15,3,Lower secondary
1,4,118,39,15,4,Higher secondary
1,4,124,39,14,1,University
1,4,124,39,14,2,University
1,4,124,39,14,3,MA/MSc
1,4,124,39,14,4,University
1,4,124,39,14,5,University
1,4,124,39,15,1,Higher secondary
1,4,124,39,15,2,Higher secondary
1,4,124,39,20,1,University
1,4,124,39,20,2,University
1,4,133,30,14,1,University
1,4,133,30,14,2,Lower secondary
1,4,133,30,14,3,Higher secondary
1,4,133,30,14,4,Higher secondary
1,4,133,30,15,1,University
1,4,133,30,15,2,College
1,4,133,30,15,3,University
1,4,133,30,15,4,Higher secondary
1,4,133,30,20,1,Higher secondary
1,4,133,30,20,2,University
1,4,133,30,20,3,No qualification
1,4,139,50,13,1,University
1,4,139,50,13,2,University
1,4,139,50,13,3,No qualification
1,4,139,50,13,4,Higher secondary
1,4,139,50,14,1,Lower secondary
1,4,139,50,14,2,Lower secondary
1,4,139,50,14,3,Higher secondary
1,4,139,50,14,4,Higher secondary
1,4,139,50,19,1,Lower secondary
1,4,139,50,19,2,Higher secondary
1,4,148,6,13,1,University
1,4,148,6,13,2,Higher secondary
1,4,148,6,13,3,University
1,4,148,6,13,4,University
1,4,148,6,13,5,University
1,4,148,6,13,6,
1,4,148,6,14,1,Lower secondary
1,4,148,6,14,2,Lower secondary
1,4,148,6,14,3,Higher secondary
1,4,148,6,14,4,Primary
1,4,148,6,15,1,Lower secondary
1,4,148,6,15,2,Lower secondary
1,4,148,6,15,3,No qualification
1,4,148,6,15,4,Primary
1,4,148,6,15,5,No qualification
1,5,157,22,13,1,University
1,5,157,22,13,2,Higher secondary
1,5,157,22,13,3,University
1,5,157,22,13,4,University
1,5,157,22,13,5,Primary
1,5,157,22,13,6,No qualification
1,5,157,22,14,1,University
1,5,157,22,14,2,University
1,5,157,22,14,3,Higher secondary
1,5,157,22,14,4,Higher secondary
1,5,157,22,20,1,University
1,5,157,22,20,2,University
1,5,157,22,20,3,Primary
1,5,157,22,20,4,No qualification
1,5,163,12,13,1,Lower secondary
1,5,163,12,13,2,Lower secondary
1,5,163,12,13,3,University
1,5,163,12,13,4,Higher secondary
1,5,163,12,13,5,Higher secondary
1,5,163,12,13,6,Higher secondary
1,5,163,12,14,1,University
1,5,163,12,14,2,University
1,5,163,12,14,3,University
1,5,163,12,14,4,University
1,5,163,12,14,5,
1,5,163,12,15,1,University
1,5,163,12,15,2,University
1,5,163,12,15,3,University
1,5,163,12,15,4,University
1,5,163,12,15,5,
1,5,167,23,13,1,Lower secondary
1,5,167,23,13,2,University
1,5,167,23,13,3,University
1,5,167,23,14,1,University
1,5,167,23,14,2,University
1,5,167,23,14,3,University
1,5,167,23,15,1,MA/MSc
1,5,167,23,15,2,MA/MSc
1,5,172,36,13,1,University
1,5,172,36,13,2,Higher secondary
1,5,172,36,14,1,Higher secondary
1,5,172,36,14,2,MA/MSc
1,5,172,36,14,3,Primary
1,5,172,36,19,1,College
1,5,172,36,19,2,University
1,5,172,36,19,3,University
1,5,172,36,19,4,University
1,5,172,36,19,5,No qualification
1,5,172,36,19,6,
1,6,178,8,13,1,Primary
1,6,178,8,13,2,Primary
1,6,178,8,13,3,Lower secondary
1,6,178,8,13,4,Lower secondary
1,6,178,8,14,1,College
1,6,178,8,14,2,College
1,6,178,8,14,3,No qualification
1,6,178,8,14,4,No qualification
1,6,178,8,20,1,Higher secondary
1,6,178,8,20,2,Lower secondary
1,6,178,8,20,3,Lower secondary
1,6,178,8,20,4,Lower secondary
1,6,178,8,20,5,Lower secondary
1,6,187,10,13,1,University
1,6,187,10,13,2,University
1,6,187,10,13,3,University
1,6,187,10,13,4,
1,6,187,10,13,5,
1,6,187,10,13,6,College
1,6,187,10,14,1,University
1,6,187,10,14,2,University
1,6,187,10,14,3,No qualification
1,6,187,10,14,4,University
1,6,187,10,15,1,University
1,6,187,10,15,2,University
1,6,187,10,15,3,Primary
1,6,187,10,15,4,Primary
1,6,187,10,15,5,No qualification
1,6,190,39,13,1,University
1,6,190,39,13,2,University
1,6,190,39,13,3,University
1,6,190,39,13,4,University
1,6,190,39,13,5,
1,6,190,39,19,1,University
1,6,190,39,19,2,University
1,6,190,39,19,3,University
1,6,190,39,19,4,Higher secondary
1,6,190,39,20,1,University
1,6,190,39,20,2,Higher secondary
1,6,190,39,20,3,University
1,6,190,39,20,4,Higher secondary
1,6,199,6,13,1,University
1,6,199,6,13,2,Higher secondary
1,6,199,6,14,1,Higher secondary
1,6,199,6,14,2,University
1,6,199,6,19,1,University
1,6,199,6,19,2,University
1,6,199,6,19,3,Lower secondary
1,6,205,2,14,1,University
1,6,205,2,14,2,Higher secondary
1,6,205,2,14,3,University
1,6,205,2,14,4,No qualification
1,6,205,2,15,1,Primary
1,6,205,2,15,2,University
1,6,205,2,15,3,Higher secondary
1,6,205,2,15,4,Primary
1,6,205,2,20,1,Higher secondary
1,6,205,2,20,2,University
1,6,205,2,20,3,Higher secondary
1,6,205,2,20,4,No qualification
1,6,211,19,13,1,University
1,6,211,19,14,1,Higher secondary
1,6,211,19,14,2,University
1,6,211,19,20,1,Higher secondary
1,6,211,19,20,2,Lower secondary
1,6,211,19,20,3,University
1,6,211,19,20,4,University
1,6,211,19,20,5,Primary
1,6,211,19,20,6,
1,6,217,31,13,1,MA/MSc
1,6,217,31,13,2,PhD
1,6,217,31,14,1,University
1,6,217,31,14,2,University
1,6,217,31,14,3,Higher secondary
1,6,217,31,14,4,Higher secondary
1,6,217,31,14,5,Lower secondary
1,6,217,31,14,6,University
1,6,217,31,20,1,University
1,6,217,31,20,2,Primary
1,6,223,32,13,1,Higher secondary
1,6,223,32,13,2,Higher secondary
1,6,223,32,13,3,Primary
1,6,223,32,13,4,No qualification
1,6,223,32,15,1,Higher secondary
1,6,223,32,15,2,University
1,6,223,32,15,3,Higher secondary
1,6,223,32,19,1,Primary
1,6,223,32,19,2,Primary
1,6,232,17,14,1,Lower secondary
1,6,232,17,14,2,Lower secondary
1,6,232,17,14,3,Higher secondary
1,6,232,17,14,4,University
1,6,232,17,14,5,University
1,6,232,17,14,6,
1,6,232,17,15,1,Higher secondary
1,6,232,17,20,1,Higher secondary
1,6,232,17,20,2,University
1,6,232,17,20,3,Higher secondary
1,6,232,17,20,4,University
1,6,232,17,20,5,Primary
1,7,244,31,13,1,Higher secondary
1,7,244,31,13,2,Higher secondary
1,7,244,31,13,3,No qualification
1,7,244,31,13,4,No qualification
1,7,244,31,14,1,Lower secondary
1,7,244,31,14,2,Lower secondary
1,7,244,31,14,3,Higher secondary
1,7,244,31,15,1,No qualification
1,7,244,31,15,2,Primary
1,7,244,31,15,3,Lower secondary
1,7,244,31,15,4,Higher secondary
1,7,244,31,15,5,
1,7,244,31,15,6,
1,7,259,7,13,1,Higher secondary
1,7,259,7,13,2,University
1,7,259,7,13,3,Higher secondary
1,7,259,7,13,4,Higher secondary
1,7,259,7,14,1,University
1,7,259,7,14,2,Higher secondary
1,7,259,7,14,3,Higher secondary
1,7,259,7,14,4,Lower secondary
1,7,259,7,15,1,University
1,7,268,16,13,1,University
1,7,268,16,13,2,College
1,7,268,16,13,3,University
1,7,268,16,13,4,
1,7,268,16,14,1,University
1,7,268,16,14,2,Higher secondary
1,7,268,16,14,3,Higher secondary
1,7,268,16,14,4,No qualification
1,7,268,16,15,1,Higher secondary
1,7,268,16,15,2,Lower secondary
1,7,268,16,15,3,University
1,7,268,16,15,4,Lower secondary
1,7,274,14,13,1,Lower secondary
1,7,274,14,13,2,Lower secondary
1,7,274,14,13,3,Lower secondary
1,7,274,14,13,4,No qualification
1,7,274,14,13,5,No qualification
1,7,274,14,13,6,No qualification
1,7,274,14,15,1,Lower secondary
1,7,274,14,15,2,Lower secondary
1,7,274,14,15,3,
1,7,274,14,15,4,
1,7,274,14,20,1,Higher secondary
1,7,274,14,20,2,Higher secondary
1,7,274,14,20,3,Higher secondary
1,7,283,9,15,1,University
1,7,283,9,15,2,University
1,7,283,9,15,3,No qualification
1,7,283,9,19,1,Higher secondary
1,7,283,9,19,2,Higher secondary
1,7,283,9,19,3,No qualification
1,7,283,9,19,4,No qualification
1,7,283,9,20,1,MA/MSc
1,7,283,9,20,2,University
1,7,283,9,20,3,No qualification
1,7,283,9,20,4,
1,7,289,19,13,1,Lower secondary
1,7,289,19,13,2,Primary
1,7,289,19,13,3,No qualification
1,7,289,19,14,1,Primary
1,7,289,19,14,2,Higher secondary
1,7,289,19,14,3,Lower secondary
1,7,289,19,14,4,No qualification
1,7,289,19,14,5,No qualification
1,7,289,19,15,1,College
1,7,289,19,15,2,Higher secondary
1,7,289,19,15,3,Lower secondary
1,7,289,19,15,4,No qualification
1,7,298,12,13,1,Higher secondary
1,7,298,12,13,2,Higher secondary
1,7,298,12,13,3,Higher secondary
1,7,298,12,14,1,Higher secondary
1,7,298,12,14,2,Higher secondary
1,7,298,12,14,3,Higher secondary
1,7,298,12,14,4,Lower secondary
1,7,298,12,15,1,Higher secondary
1,7,298,12,15,2,Higher secondary
1,7,298,12,15,3,Lower secondary
1,7,298,12,15,4,Primary
1,7,298,12,15,5,No qualification
1,8,304,14,14,1,University
1,8,304,14,15,1,University
1,8,304,14,15,2,University
1,8,304,14,15,3,Higher secondary
1,8,304,14,15,4,Primary
1,8,304,14,19,1,University
1,8,304,14,19,2,University
1,8,304,14,19,3,No qualification
1,8,304,14,19,4,No qualification
1,8,307,54,14,1,PhD
1,8,307,54,14,2,MA/MSc
1,8,307,54,14,3,Higher secondary
1,8,307,54,14,4,Primary
1,8,307,54,15,1,Higher secondary
1,8,307,54,15,2,University
1,8,307,54,15,3,University
1,8,307,54,15,4,University
1,8,307,54,15,5,
1,8,307,54,15,6,Higher secondary
1,8,307,54,20,1,University
1,8,307,54,20,2,Primary
1,8,307,54,20,3,University
1,8,307,54,20,4,University
1,8,307,54,20,5,No qualification
1,8,313,37,13,1,University
1,8,313,37,13,2,University
1,8,313,37,13,3,No qualification
1,8,313,37,13,4,
1,8,313,37,14,1,Higher secondary
1,8,313,37,14,2,Higher secondary
1,8,313,37,14,3,Higher secondary
1,8,313,37,14,4,No qualification
1,8,313,37,20,1,Higher secondary
1,8,313,37,20,2,Higher secondary
1,8,313,37,20,3,University
1,8,313,37,20,4,Higher secondary
1,8,322,17,13,1,Higher secondary
1,8,322,17,13,2,Higher secondary
1,8,322,17,13,3,Higher secondary
1,8,322,17,13,4,Higher secondary
1,8,322,17,15,1,Higher secondary
1,8,322,17,15,2,University
1,8,322,17,15,3,No qualification
1,8,322,17,15,4,
1,8,322,17,19,1,Primary
1,8,322,17,19,2,Primary
1,8,322,17,19,3,Lower secondary
1,8,322,17,19,4,No qualification
1,8,328,14,13,1,Lower secondary
1,8,328,14,13,2,Lower secondary
1,8,328,14,13,3,
1,8,328,14,14,1,University
1,8,328,14,14,2,University
1,8,328,14,14,3,No qualification
1,8,328,14,14,4,
1,8,328,14,15,1,Lower secondary
1,8,328,14,15,2,Higher secondary
1,8,328,14,15,3,Primary
1,8,328,14,15,4,
1,8,328,14,15,5,
1,8,337,29,13,1,University
1,8,337,29,13,2,University
1,8,337,29,13,3,No qualification
1,8,337,29,13,4,No qualification
1,8,337,29,13,5,Lower secondary
1,8,337,29,14,1,MA/MSc
1,8,337,29,14,2,MA/MSc
1,8,337,29,14,3,No qualification
1,8,337,29,14,4,
1,8,337,29,14,5,University
1,8,337,29,14,6,Higher secondary
1,8,337,29,15,1,University
1,8,337,29,15,2,PhD
1,8,337,29,15,3,University
1,8,337,29,15,4,No qualification
1,9,343,24,14,1,University
1,9,343,24,14,2,University
1,9,343,24,14,3,Lower secondary
1,9,343,24,15,1,Lower secondary
1,9,343,24,15,2,Higher secondary
1,9,343,24,15,3,MA/MSc
1,9,343,24,15,4,No qualification
1,9,343,24,15,5,Higher secondary
1,9,343,24,15,6,Higher secondary
1,9,343,24,15,7,Higher secondary
1,9,343,24,15,8,Higher secondary
1,9,343,24,19,1,University
1,9,343,24,19,2,Lower secondary
1,9,343,24,19,3,Higher secondary
1,9,343,24,19,4,Higher secondary
1,9,343,24,19,5,No qualification
1,9,343,24,19,6,University
1,9,343,24,19,7,University
1,9,343,24,19,8,No qualification
1,9,349,7,13,1,MA/MSc
1,9,349,7,13,2,MA/MSc
1,9,349,7,13,3,MA/MSc
1,9,349,7,13,4,University
1,9,349,7,15,1,College
1,9,349,7,15,2,College
1,9,349,7,15,3,No qualification
1,9,349,7,15,4,
1,9,349,7,19,1,PhD
1,9,349,7,19,2,University
1,9,349,7,19,3,Higher secondary
1,9,355,2,13,1,University
1,9,355,2,13,2,Higher secondary
1,9,355,2,13,3,University
1,9,355,2,13,4,University
1,9,355,2,14,1,Higher secondary
1,9,355,2,14,2,Higher secondary
1,9,355,2,15,1,University
1,9,355,2,15,2,Higher secondary
1,9,361,17,13,1,Higher secondary
1,9,361,17,13,2,Lower secondary
1,9,361,17,15,1,University
1,9,361,17,15,2,University
1,9,361,17,15,3,MA/MSc
1,9,361,17,15,4,University
1,9,361,17,15,5,
1,9,361,17,19,1,University
1,9,361,17,19,2,University
1,9,361,17,19,3,University
1,9,361,17,19,4,University
1,9,361,17,19,5,
1,9,367,51,13,1,University
1,9,367,51,13,2,Higher secondary
1,9,367,51,13,3,University
1,9,367,51,13,4,University
1,9,367,51,13,5,No qualification
1,9,367,51,13,6,
1,9,367,51,14,1,Higher secondary
1,9,367,51,14,2,University
1,9,367,51,14,3,University
1,9,367,51,14,4,Primary
1,9,367,51,14,5,No qualification
1,9,367,51,15,1,University
1,9,367,51,15,2,University
1,9,367,51,15,3,University
1,9,367,51,15,4,University
1,16,382,10,13,1,Lower secondary
1,16,382,10,13,2,Primary
1,16,382,10,13,3,Higher secondary
1,16,382,10,13,4,Higher secondary
1,16,382,10,13,5,Lower secondary
1,16,382,10,13,6,Primary
1,16,382,10,14,1,Lower secondary
1,16,382,10,14,2,Higher secondary
1,16,382,10,14,3,No qualification
1,16,382,10,14,4,No qualification
1,16,382,10,15,1,Primary
1,16,382,10,15,2,No qualification
1,16,382,10,15,3,Lower secondary
1,16,382,10,15,4,Primary
1,16,397,2,13,1,Higher secondary
1,16,397,2,13,2,University
1,16,397,2,13,3,No qualification
1,16,397,2,13,4,No qualification
1,16,397,2,14,1,Lower secondary
1,16,397,2,14,2,Lower secondary
1,16,397,2,14,3,Higher secondary
1,16,397,2,14,4,Higher secondary
1,16,397,2,14,5,
1,16,397,2,14,6,
1,16,397,2,19,1,Lower secondary
1,16,397,2,19,2,Lower secondary
1,16,406,19,13,1,Lower secondary
1,16,406,19,13,2,Primary
1,16,406,19,13,3,
1,16,406,19,13,4,
1,16,406,19,14,1,Primary
1,16,406,19,14,2,Primary
1,16,406,19,14,3,Higher secondary
1,16,406,19,14,4,Lower secondary
1,16,406,19,15,1,Lower secondary
1,16,406,19,15,2,No qualification
1,16,406,19,15,3,Primary
1,16,406,19,15,4,No qualification
1,16,406,19,15,5,
1,16,418,21,13,1,Lower secondary
1,16,418,21,13,2,Lower secondary
1,16,418,21,13,3,Lower secondary
1,16,418,21,13,4,No qualification
1,16,418,21,14,1,Higher secondary
1,16,418,21,14,2,Lower secondary
1,16,418,21,14,3,
1,16,418,21,14,4,
1,16,418,21,15,1,No qualification
1,16,418,21,15,2,Lower secondary
1,16,418,21,15,3,Lower secondary
1,16,418,21,15,4,Primary
1,16,418,21,15,5,No qualification
1,16,418,21,15,6,No qualification
1,16,433,3,14,1,Lower secondary
1,16,433,3,14,2,Lower secondary
1,16,433,3,14,3,Higher secondary
1,16,433,3,14,4,Higher secondary
1,16,433,3,14,5,Higher secondary
1,16,433,3,14,6,Primary
1,16,433,3,15,1,Lower secondary
1,16,433,3,15,2,Higher secondary
1,16,433,3,15,3,Lower secondary
1,16,433,3,15,4,Higher secondary
1,16,433,3,19,1,Lower secondary
1,16,433,3,19,2,Higher secondary
1,16,433,3,19,3,Higher secondary
1,16,433,3,19,4,Higher secondary
1,16,433,3,19,5,Higher secondary
1,16,448,4,13,1,Lower secondary
1,16,448,4,13,2,Lower secondary
1,16,448,4,13,3,University
1,16,448,4,13,4,Higher secondary
1,16,448,4,13,5,Lower secondary
1,16,448,4,13,6,Primary
1,16,448,4,14,1,Lower secondary
1,16,448,4,14,2,Lower secondary
1,16,448,4,14,3,Higher secondary
1,16,448,4,14,4,Lower secondary
1,16,448,4,15,1,Lower secondary
1,16,448,4,15,2,Lower secondary
1,16,448,4,15,3,Higher secondary
1,16,448,4,15,4,
1,16,448,4,15,5,College
1,16,448,4,15,6,College
1,17,454,27,13,1,Higher secondary
1,17,454,27,13,2,University
1,17,454,27,13,3,Primary
1,17,454,27,14,1,Higher secondary
1,17,454,27,14,2,Lower secondary
1,17,454,27,14,3,No qualification
1,17,454,27,14,4,No qualification
1,17,454,27,15,1,Higher secondary
1,17,454,27,15,2,Higher secondary
1,17,454,27,15,3,Primary
1,17,454,27,15,4,
1,17,463,7,13,1,Primary
1,17,463,7,13,2,Lower secondary
1,17,463,7,13,3,No qualification
1,17,463,7,13,4,
1,17,463,7,14,1,Primary
1,17,463,7,14,2,Lower secondary
1,17,463,7,14,3,Lower secondary
1,17,463,7,14,4,Primary
1,17,463,7,15,1,University
1,17,463,7,15,2,Lower secondary
1,17,463,7,15,3,
1,17,472,20,13,1,Lower secondary
1,17,472,20,13,2,Primary
1,17,472,20,13,3,Higher secondary
1,17,472,20,13,4,Higher secondary
1,17,472,20,13,5,Higher secondary
1,17,472,20,14,1,Lower secondary
1,17,472,20,14,2,Primary
1,17,472,20,14,3,No qualification
1,17,472,20,14,4,No qualification
1,17,472,20,15,1,No qualification
1,17,472,20,15,2,Primary
1,17,472,20,15,3,Primary
1,17,472,20,15,4,No qualification
1,17,484,11,13,1,Higher secondary
1,17,484,11,13,2,Lower secondary
1,17,484,11,13,3,Primary
1,17,484,11,13,4,No qualification
1,17,484,11,14,1,Lower secondary
1,17,484,11,14,2,Higher secondary
1,17,484,11,14,3,Higher secondary
1,17,484,11,14,4,Higher secondary
1,17,484,11,15,1,Higher secondary
1,17,484,11,15,2,Higher secondary
1,17,484,11,15,3,No qualification
1,17,484,11,15,4,No qualification
1,17,484,11,15,5,
1,17,484,11,15,6,Higher secondary
1,17,484,11,15,7,Higher secondary
1,17,493,32,13,1,Higher secondary
1,17,493,32,13,2,University
1,17,493,32,13,3,
1,17,493,32,15,1,Higher secondary
1,17,493,32,20,1,Lower secondary
1,17,499,4,13,1,Lower secondary
1,17,499,4,13,2,Lower secondary
1,17,499,4,13,3,Lower secondary
1,17,499,4,14,1,Primary
1,17,499,4,14,2,Lower secondary
1,17,499,4,15,1,Higher secondary
1,17,499,4,15,2,Primary
1,17,499,4,15,3,No qualification
1,17,508,14,13,1,Lower secondary
1,17,508,14,13,2,Lower secondary
1,17,508,14,13,3,University
1,17,508,14,13,4,
1,17,508,14,13,5,Higher secondary
1,17,508,14,14,1,Higher secondary
1,17,508,14,14,2,Higher secondary
1,17,508,14,14,3,No qualification
1,17,508,14,14,4,No qualification
1,17,508,14,19,1,Lower secondary
1,17,508,14,19,2,Higher secondary
1,17,523,5,13,1,College
1,17,523,5,13,2,Primary
1,17,523,5,13,3,Lower secondary
1,17,523,5,14,1,Lower secondary
1,17,523,5,14,2,Higher secondary
1,17,523,5,14,3,Higher secondary
1,17,523,5,15,1,Primary
1,17,523,5,15,2,Lower secondary
1,17,523,5,15,3,Primary
1,17,523,5,15,4,Higher secondary
1,17,523,5,15,5,No qualification
1,18,535,25,13,1,Lower secondary
1,18,535,25,13,2,Lower secondary
1,18,535,25,13,3,Lower secondary
1,18,535,25,13,4,Higher secondary
1,18,535,25,13,5,Higher secondary
1,18,535,25,13,6,Higher secondary
1,18,535,25,14,1,Primary
1,18,535,25,14,2,Primary
1,18,535,25,20,1,Lower secondary
1,18,535,25,20,2,University
1,18,553,14,13,1,No qualification
1,18,553,14,13,2,Higher secondary
1,18,553,14,13,3,Lower secondary
1,18,553,14,13,4,Higher secondary
1,18,553,14,13,5,Primary
1,18,553,14,15,1,Lower secondary
1,18,553,14,15,2,Lower secondary
1,18,553,14,15,3,Lower secondary
1,18,553,14,15,4,Lower secondary
1,18,553,14,15,5,Higher secondary
1,18,553,14,19,1,Lower secondary
1,18,553,14,19,2,Primary
1,18,553,14,19,3,Higher secondary
1,18,553,14,19,4,Higher secondary
1,18,553,14,19,5,
1,18,553,14,19,6,
1,18,574,2,13,1,University
1,18,574,2,13,2,Higher secondary
1,18,574,2,13,3,Primary
1,18,574,2,13,4,No qualification
1,18,574,2,14,1,Lower secondary
1,18,574,2,14,2,Lower secondary
1,18,574,2,14,3,Higher secondary
1,18,574,2,14,4,Higher secondary
1,18,574,2,14,5,
1,18,574,2,15,1,Lower secondary
1,18,574,2,15,2,Higher secondary
1,18,574,2,15,3,Higher secondary
1,18,574,2,15,4,Primary
1,19,592,6,13,1,Lower secondary
1,19,592,6,13,2,Higher secondary
1,19,592,6,13,3,Higher secondary
1,19,592,6,13,4,Higher secondary
1,19,592,6,13,5,Higher secondary
1,19,592,6,13,6,
1,19,592,6,14,1,University
1,19,592,6,14,2,Higher secondary
1,19,592,6,14,3,University
1,19,592,6,14,4,University
1,19,592,6,14,5,No qualification
1,19,592,6,14,6,No qualification
1,19,592,6,19,1,Higher secondary
1,19,592,6,19,2,Higher secondary
1,19,592,6,19,3,University
1,19,592,6,19,4,No qualification
1,19,592,6,19,5,No qualification
1,19,592,6,19,6,No qualification
1,19,598,7,13,1,No qualification
1,19,598,7,13,2,Lower secondary
1,19,598,7,13,3,Higher secondary
1,19,598,7,13,4,Primary
1,19,598,7,14,1,Primary
1,19,598,7,14,2,Higher secondary
1,19,598,7,14,3,No qualification
1,19,598,7,14,4,
1,19,598,7,15,1,Higher secondary
1,19,598,7,15,2,Lower secondary
1,19,598,7,15,3,No qualification
1,19,607,28,13,1,No qualification
1,19,607,28,13,2,
1,19,607,28,13,3,No qualification
1,19,607,28,13,4,No qualification
1,19,607,28,14,1,Primary
1,19,607,28,15,1,Lower secondary
1,19,607,28,15,2,Primary
1,19,607,28,15,3,Lower secondary
1,19,607,28,15,4,Higher secondary
1,19,607,28,15,5,Lower secondary
1,19,607,28,15,6,Primary
1,19,607,28,15,7,No qualification
1,19,616,48,13,1,
1,19,616,48,15,1,University
1,19,616,48,19,1,Higher secondary
1,19,616,48,19,2,Higher secondary
1,19,616,48,19,3,Primary
1,19,616,48,19,4,No qualification
1,19,619,68,14,1,Lower secondary
