NETWORTH
2153600
2116200
2145000
2552500
2176200
-6710
-4710
-8115
-2510
-5715
33900
36300
33400
33500
44300
-116660
-116655
-117655
-117665
-116665
1590
1890
1690
1990
2390
-12480
-12310
-12440
-12220
-12340
280
280
290
290
280
510243800
462373480
784241870
526520190
540771980
1211300
1211300
1210300
1211300
1212300
523500
454200
501700
692100
500100
-7010
-7000
-7000
-7010
-7000
303300
304300
305300
303300
302300
-13840
-17350
-16440
-16940
-17290
11742000
11742000
11743000
11742000
11742000
845000
848300
841600
848600
840000
2065500
1764000
2254900
1584900
1591900
237600
236600
237600
234600
237600
2405000
2405000
2405000
2405000
2405000
240160
240300
239400
242500
240000
4978800
5068700
5232800
5130700
5042800
708000
709000
708000
708000
708000
182551
193951
191951
182151
181051
7870
6370
3570
4770
5670
1717200
1656000
1769700
1697900
1659300
355750
358750
355250
358050
359350
5000
4900
5000
5000
5000
318950
317650
317750
317650
319950
8800
8800
8800
8800
8800
9377500
9306500
6721500
10627500
7368500
165800
164800
164800
164800
165800
-7215
-9310
-10200
-9300
-8215
215400
228100
223700
221300
223500
-4730
-3530
-3030
-2330
-3130
3372420
3197220
3033100
3062600
3366100
-45570
-23980
-28780
-28420
-21180
88040
86930
87400
86030
85730
9860
9860
8640
6940
12800
8352500
8504500
8506000
8450000
8441000
43700
42700
42700
42700
42700
75040
75050
75045
75050
74045
14265280
14273290
14263280
14275280
14274280
2376500
2059500
1742500
2367500
1472500
186200
187100
200200
209200
205200
-2900
-2900
-2900
-2900
-2900
295000
291900
294200
293300
290900
7942250
10208250
6974250
7108250
8564250
122643400
109587800
207467740
285821750
125040120
28320
34310
33910
29020
29210
95790
96370
100970
103670
97270
4070
3070
3070
3070
3070
-46399
-46399
-46399
-46379
-46399
38800
38800
38800
38800
38800
8300
8600
10710
9200
6300
1195000
1239000
1298000
1334000
1251000
3125820
3127510
3126510
3127810
3129610
68750
72050
67450
67750
68750
107810000
107368000
107640000
108422000
108638000
11315000
11509000
12082000
11367000
11324000
557160
557160
557160
557260
557160
449270
447800
447900
565900
444900
29900
29000
29900
29000
30000
5600
5600
5500
5600
5500
31149530
28361530
29151530
34364530
30009530
316100
404500
299800
281200
319300
1850810
764110
1253610
1358510
778810
1331800
1330800
1331700
1330800
1331800
1433600
1439900
1436500
1434300
1435700
472150
471250
472250
471150
471150
29345800
29483800
29511800
29041800
29421800
3946500
3173300
4997000
5006600
4252100
119700
108700
142800
117700
157800
135400
134400
134400
134400
135500
214800
214800
213800
215800
214800
51300
52300
53900
62900
57700
64400
84200
49080
83000
49500
9609000
9609000
9609000
9609000
9609000
1537400
1537500
1537500
1537500
1537500
63142000
58085000
57804000
54388000
53340500
54300
56400
64000
73000
56400
11820
7320
11820
10220
9120
251090
250870
256040
252940
252340
1457750
1457750
1457750
1456750
1456750
118980
124810
118910
119730
120730
-27900
-27900
-27900
-27900
-27900
404000
404300
404000
404000
404300
937000
936000
937000
937000
937000
126600
111900
178600
109900
113700
704400
675500
671400
573900
958500
192100
219500
218200
218400
227600
185850
185850
225850
225850
225850
98600
98700
98600
98600
98700
-440
-450
-450
-460
-440
271300
250100
304100
596000
310000
17970
18070
17970
17970
17970
14548000
14549000
14548000
14548000
14548000
5260
5260
5360
5250
5250
3731000
3732000
3735000
3732000
3734000
27900
27800
27800
27800
27900
69100
70500
68300
69300
71900
935200
934200
935200
935200
935200
125700
145700
126700
138700
126700
203000
199500
203000
203000
194200
37420
37420
37420
37420
37420
-263550
-245990
-252140
-307750
-248110
5657000
5694900
5758300
5664900
5665500
50943000
46665700
47726200
46477500
50668000
74519430
77926660
75946520
72190380
73743210
243150
242150
243150
242150
243150
1020000
1020000
1020000
1020000
1020000
301600
303900
305500
303100
302000
4000
3900
3900
3900
3900
1239000
1239000
1238000
1239000
1239000
70879000
66775000
68754000
68988000
70801000
141050
142470
142130
136360
143420
120315
118295
119150
121490
120185
64180
63180
63190
64190
64190
184200
183200
182200
161200
183200
867000
866000
867000
866000
867000
172600
171800
171900
172900
173100
119000
118900
119000
119000
119000
8590000
8590000
8589000
8590000
8589000
660
570
880
880
810
-5560
-10160
-8160
-9260
-6340
-6900
-8500
-5800
-4100
-6200
73890
73890
73890
73890
73890
321300
321400
321400
321300
321400
655200
664100
686100
656300
679100
919800
711000
683600
682600
812600
97200
62100
59700
65800
101470
75200
75000
68000
77800
68700
936200
938000
936200
938700
932400
21200
21200
21200
21200
21200
-1799
-13289
-4399
-13299
-2179
126510
125610
125610
126510
125510
72700
57700
75700
70700
59700
4347000
4549000
4422000
4446000
4011000
-2190
-2295
-2290
-2195
-2190
1829400
1829400
1829400
1829400
1828400
277100
284400
276900
288600
279500
2539700
2542200
2542200
2542700
2542300
578620
575300
574220
577810
578300
34806500
35308500
35318500
35308500
34808500
70190
70075
70180
70080
70080
-100
-100
-100
-100
-100
228700
121800
281700
97800
166800
17957900
17294200
18037500
17243500
18055200
550
550
550
560
550
27000
25400
27200
27500
30500
-2060
-2060
-2060
-2060
-2060
5972000
5982000
5982000
5982000
5972000
2386900
2386070
2385060
2385740
2384870
16390800
16273800
16030700
15909700
16155800
3265100
2029370
2095520
1850230
1947000
179000
208000
178000
179000
60000
596420
625430
594625
623020
624610
49676650
32176940
30967550
36001550
36249950
200660
152020
234100
220400
248170
286870
284970
286570
287070
287970
247000
248000
248000
248000
247000
23748000
23748000
23748000
23748000
23747000
929900
929900
929000
929800
930000
26290
26630
27690
27980
28400
198150
198250
198250
198250
198250
-38640
-38240
-37740
-39245
-38455
186500
194500
171600
191200
183100
620710
587580
599570
