tinh,huyen,xa,diaban,hoso,matv,male,married,yoeduc,income,sector
1,1,4,12,13,4,1,1,9,,HomeBusiness
1,1,4,12,13,2,1,0,12,35913,Private
1,1,4,12,13,1,0,0,8,,
1,1,4,12,13,3,1,1,10,42528,StateRun
1,1,4,12,14,1,1,1,16,80887,StateRun
1,1,4,12,14,2,0,1,16,81838,Private
1,1,4,12,15,3,0,0,16,79946,Foreign
1,1,4,12,15,1,1,1,16,54248,Private
1,1,4,12,15,4,1,0,16,,
1,1,4,12,15,2,0,1,16,23793,FarmForestAqua
1,1,7,22,13,1,1,1,16,,
1,1,7,22,13,4,0,0,12,,
1,1,7,22,13,2,0,1,16,86629,StateRun
1,1,7,22,13,3,0,0,16,,
1,1,7,22,15,1,0,1,12,,
1,1,7,22,15,3,0,0,16,,
1,1,7,22,15,2,1,1,16,86958,Private
1,1,7,22,15,4,0,0,12,,
1,1,7,22,20,1,0,1,16,68043,StateRun
1,1,7,22,20,5,0,0,10,,
1,1,7,22,20,2,1,1,16,61049,StateRun
1,1,16,15,14,1,1,1,16,75367,StateRun
1,1,16,15,14,2,0,1,16,,
1,1,16,15,19,2,0,1,16,66996,StateRun
1,1,16,15,19,1,1,1,16,73847,StateRun
1,1,16,15,20,4,1,0,2,,
1,1,16,15,20,2,0,1,16,59954,Private
1,1,16,15,20,1,1,1,16,85267,StateRun
1,1,16,15,20,3,0,0,8,,
1,1,22,19,13,2,1,1,12,51384,Collective
1,1,22,19,13,5,0,0,0,,
1,1,22,19,13,3,0,1,16,64707,Foreign
1,1,22,19,13,1,0,0,9,,
1,1,22,19,13,4,1,0,16,51384,StateRun
1,1,22,19,14,1,1,1,23,66416,StateRun
1,1,22,19,14,4,1,0,1,,
1,1,22,19,14,3,0,0,4,,
1,1,22,19,14,2,0,1,16,50431,StateRun
1,1,22,19,19,2,1,1,16,75619,StateRun
1,1,22,19,19,3,0,0,12,,
1,1,22,19,19,1,0,1,16,36674,StateRun
1,1,22,19,19,4,1,0,3,,
1,1,28,20,13,4,1,0,16,24746,Private
1,1,28,20,13,3,1,0,16,43781,Private
1,1,28,20,13,2,1,1,16,60913,StateRun
1,1,28,20,13,1,0,1,16,49492,Private
1,1,28,20,15,4,0,1,16,40634,Private
1,1,28,20,15,5,0,0,10,,
1,1,28,20,15,6,1,0,5,,
1,1,28,20,15,2,1,1,16,2362,StateRun
1,1,28,20,15,1,0,1,16,,
1,1,28,20,15,3,0,1,12,26459,Private
1,1,28,20,19,2,1,1,16,36375,StateRun
1,1,28,20,19,3,1,0,12,26454,Foreign
1,1,28,20,19,1,0,1,16,,
1,1,28,20,19,4,1,1,16,25510,StateRun
1,1,28,20,19,5,0,1,16,38737,Private
1,1,34,25,13,1,1,1,16,,
1,1,34,25,13,2,0,1,16,,
1,1,34,25,13,4,0,1,12,23150,HomeBusiness
1,1,34,25,13,3,1,1,12,,
1,1,34,25,14,2,0,1,16,75762,FarmForestAqua
1,1,34,25,14,1,1,1,16,57298,FarmForestAqua
1,1,34,25,15,3,1,1,12,32498,StateRun
1,1,34,25,15,2,0,1,12,18506,Private
1,1,34,25,15,1,0,0,9,,
1,2,40,6,13,1,1,1,12,,HomeBusiness
1,2,40,6,13,2,0,1,12,,HomeBusiness
1,2,40,6,14,2,1,1,12,,
1,2,40,6,14,1,0,1,14,,
1,2,40,6,15,4,1,0,4,,
1,2,40,6,15,3,1,0,12,,
1,2,40,6,15,1,1,1,9,,HomeBusiness
1,2,40,6,15,2,0,1,12,,HomeBusiness
1,2,55,11,13,1,1,1,16,,
1,2,55,11,13,2,0,1,12,,HomeBusiness
1,2,55,11,14,3,0,0,11,,
1,2,55,11,14,1,1,1,16,46949,StateRun
1,2,55,11,14,4,1,0,4,,
1,2,55,11,14,2,0,1,12,22571,StateRun
1,2,55,11,15,3,1,0,16,98979,StateRun
1,2,55,11,15,2,0,1,9,,
1,2,55,11,15,1,1,1,9,32359,HomeBusiness
1,2,67,23,15,1,1,1,3,,
1,2,67,23,15,2,0,1,0,,
1,2,67,23,19,1,1,1,12,,
1,2,67,23,19,3,1,0,16,95440,Private
1,2,67,23,19,2,0,1,12,,HomeBusiness
1,2,67,23,19,4,1,0,12,,
1,2,67,23,20,3,1,1,16,108092,Foreign
1,2,67,23,20,1,1,1,12,,
1,2,67,23,20,4,0,1,16,100860,Private
1,2,67,23,20,2,0,1,8,,
1,2,79,11,13,2,1,0,16,67568,Private
1,2,79,11,13,1,1,0,16,220787,Private
1,2,79,11,13,3,0,0,12,,
1,2,79,11,14,2,0,0,6,,
1,2,79,11,14,1,1,0,9,,
1,2,79,11,14,3,1,0,11,20806,StateRun
1,2,79,11,19,4,1,0,12,,
1,2,79,11,19,3,1,0,3,,
1,2,79,11,19,2,1,1,14,74311,Foreign
1,2,79,11,19,1,0,1,16,62227,StateRun
1,3,91,6,13,4,0,1,12,40171,StateRun
1,3,91,6,13,3,1,1,12,74198,StateRun
1,3,91,6,13,2,0,1,9,,FarmForestAqua
1,3,91,6,13,1,1,1,12,,FarmForestAqua
1,3,91,6,14,2,1,1,12,,
1,3,91,6,14,1,0,1,12,,
1,3,91,6,15,2,0,1,12,,HomeBusiness
1,3,91,6,15,1,1,1,9,47252,StateRun
1,3,106,13,13,2,0,1,12,33877,Private
1,3,106,13,13,1,1,1,12,69467,StateRun
1,3,106,13,14,4,1,0,12,40637,Private
1,3,106,13,14,3,1,0,12,34966,Private
1,3,106,13,14,2,0,1,9,,
1,3,106,13,14,1,1,1,9,,HomeBusiness
1,3,106,13,15,1,0,0,2,,
1,3,106,13,15,2,1,1,12,,HomeBusiness
1,3,106,13,15,3,0,1,12,,HomeBusiness
1,3,112,20,13,3,0,0,5,,
1,3,112,20,13,1,1,1,16,68995,StateRun
1,3,112,20,13,2,0,1,12,,FarmForestAqua
1,3,112,20,15,4,1,0,12,,
1,3,112,20,15,5,0,0,5,,
1,3,112,20,15,3,0,0,12,,
1,3,112,20,15,1,1,1,9,,FarmForestAqua
1,3,112,20,15,2,0,1,11,,HomeBusiness
1,3,112,20,20,1,1,1,12,,
1,3,112,20,20,4,1,1,12,,FarmForestAqua
1,3,112,20,20,2,0,1,10,,
1,3,112,20,20,3,1,1,12,76547,Foreign
1,3,112,20,20,5,0,0,5,,
1,4,118,39,13,1,0,0,9,,
1,4,118,39,13,3,1,1,16,59006,StateRun
1,4,118,39,13,2,0,0,12,54248,Private
1,4,118,39,13,4,0,1,16,72330,Foreign
1,4,118,39,14,4,1,0,10,,
1,4,118,39,14,3,0,0,12,,
1,4,118,39,14,2,0,1,12,119444,StateRun
1,4,118,39,14,1,1,1,12,,HomeBusiness
1,4,118,39,15,2,0,1,1,,
1,4,118,39,15,4,1,0,12,,
1,4,118,39,15,1,1,1,3,,
1,4,118,39,15,3,0,0,9,,
1,4,124,39,14,1,0,1,16,,
1,4,124,39,14,3,1,0,18,173189,Private
1,4,124,39,14,5,0,0,16,17699,Private
1,4,124,39,14,4,1,0,16,124657,Private
1,4,124,39,14,2,1,1,16,,HomeBusiness
1,4,124,39,15,1,0,1,12,,
1,4,124,39,15,2,1,1,12,,
1,4,124,39,20,1,1,1,16,125614,Private
1,4,124,39,20,2,0,1,16,107533,StateRun
1,4,133,30,14,2,0,1,9,,
1,4,133,30,14,4,0,0,12,,
1,4,133,30,14,3,1,0,12,,
1,4,133,30,14,1,1,1,16,66157,StateRun
1,4,133,30,15,1,1,1,16,,HomeBusiness
1,4,133,30,15,3,1,0,16,,
1,4,133,30,15,2,0,1,14,,
1,4,133,30,15,4,1,0,12,,
1,4,133,30,20,2,0,1,16,112290,Private
1,4,133,30,20,1,1,1,12,68516,Private
1,4,139,50,13,4,0,0,12,,
1,4,139,50,13,1,1,1,16,50558,StateRun
1,4,139,50,13,2,0,1,16,44888,StateRun
1,4,139,50,14,1,1,1,9,,
1,4,139,50,14,3,1,0,12,28438,Private
1,4,139,50,14,2,0,1,9,,
1,4,139,50,14,4,0,0,12,,
1,4,139,50,19,1,0,0,9,,
1,4,139,50,19,2,1,0,12,61862,StateRun
1,4,148,6,13,3,0,0,16,,
1,4,148,6,13,2,0,1,12,,
1,4,148,6,13,4,0,1,16,63748,StateRun
1,4,148,6,13,5,1,1,16,71359,Private
1,4,148,6,13,1,1,1,16,78020,StateRun
1,4,148,6,14,1,1,1,9,,HomeBusiness
1,4,148,6,14,3,1,0,12,,
1,4,148,6,14,2,0,1,9,,FarmForestAqua
1,4,148,6,15,2,0,1,9,,FarmForestAqua
1,4,148,6,15,1,1,1,9,,FarmForestAqua
1,4,148,6,15,4,1,0,5,,FarmForestAqua
1,4,148,6,15,5,0,0,1,,
1,4,148,6,15,3,0,0,3,20797,HomeBusiness
1,5,157,22,13,3,1,0,16,194510,Foreign
1,5,157,22,13,4,1,0,16,127515,StateRun
1,5,157,22,13,1,1,1,16,,
1,5,157,22,13,2,0,1,12,,
1,5,157,22,13,5,1,0,8,,
1,5,157,22,13,6,0,0,4,,
1,5,157,22,14,2,1,1,16,205551,Private
1,5,157,22,14,3,1,0,12,89452,Private
1,5,157,22,14,4,1,0,12,,
1,5,157,22,14,1,0,1,16,181760,Private
1,5,157,22,20,2,0,1,16,135614,StateRun
1,5,157,22,20,1,1,1,16,118959,Private
1,5,157,22,20,4,1,0,1,,
1,5,157,22,20,3,0,0,5,,
1,5,163,12,13,4,0,0,12,,
1,5,163,12,13,1,1,1,9,,HomeBusiness
1,5,163,12,13,2,0,1,9,,HomeBusiness
1,5,163,12,13,3,0,0,16,70050,Private
1,5,163,12,13,5,0,1,12,28553,StateRun
1,5,163,12,13,6,1,1,12,28553,StateRun
1,5,163,12,14,4,1,1,16,114193,Private
1,5,163,12,14,2,0,1,16,,
1,5,163,12,14,1,1,1,16,,
1,5,163,12,14,3,0,1,16,64710,StateRun
1,5,163,12,15,2,1,1,16,100396,StateRun
1,5,163,12,15,1,0,1,16,,
1,5,163,12,15,3,1,1,16,55289,StateRun
1,5,163,12,15,4,0,1,16,,
1,5,167,23,13,2,1,1,16,,HomeBusiness
1,5,167,23,13,1,0,1,9,,HomeBusiness
1,5,167,23,13,3,0,0,16,39491,Private
1,5,167,23,14,3,1,0,16,49386,StateRun
1,5,167,23,14,1,1,1,16,,
1,5,167,23,14,2,0,1,16,,
1,5,167,23,15,2,0,1,18,,
1,5,167,23,15,1,1,1,18,33309,StateRun
1,5,172,36,13,2,1,1,12,113770,Private
1,5,172,36,13,1,0,1,16,79225,Private
1,5,172,36,14,1,0,1,12,49488,StateRun
1,5,172,36,14,2,1,1,18,86128,StateRun
1,5,172,36,14,3,0,0,8,,
1,5,172,36,19,5,0,0,1,,
1,5,172,36,19,3,1,1,16,47581,StateRun
1,5,172,36,19,1,0,1,14,3083,StateRun
1,5,172,36,19,4,0,1,16,42538,StateRun
1,5,172,36,19,2,1,1,16,,
1,6,178,8,13,4,1,0,11,,
1,6,178,8,13,1,1,1,5,,
1,6,178,8,13,3,1,1,9,,HomeBusiness
1,6,178,8,13,2,0,1,5,18081,HomeBusiness
1,6,178,8,14,2,0,1,14,48335,StateRun
1,6,178,8,14,4,0,0,0,,
1,6,178,8,14,3,1,0,3,,
1,6,178,8,14,1,1,1,14,99333,StateRun
1,6,178,8,20,5,1,0,9,,
1,6,178,8,20,1,0,1,12,,HomeBusiness
1,6,178,8,20,3,1,0,11,,
1,6,178,8,20,2,1,1,9,,HomeBusiness
1,6,187,10,13,2,1,1,16,64341,StateRun
1,6,187,10,13,3,0,0,16,36168,Private
1,6,187,10,13,1,0,1,16,252222,Private
1,6,187,10,13,6,0,0,14,,
1,6,187,10,14,2,0,1,16,60429,Private
1,6,187,10,14,4,0,0,16,37590,Private
1,6,187,10,14,1,1,1,16,118003,Private
1,6,187,10,15,5,1,0,0,,
1,6,187,10,15,4,0,0,5,,
1,6,187,10,15,3,0,0,5,,
1,6,187,10,15,1,1,1,16,65668,StateRun
1,6,187,10,15,2,0,1,16,43778,StateRun
1,6,190,39,13,1,0,0,16,,
1,6,190,39,13,3,0,1,16,96114,Foreign
1,6,190,39,13,4,1,1,16,110388,StateRun
1,6,190,39,13,2,1,0,16,153212,Foreign
1,6,190,39,19,4,0,1,12,22651,StateRun
1,6,190,39,19,3,1,1,16,93268,Private
1,6,190,39,19,2,1,1,16,29980,Private
1,6,190,39,19,1,0,1,16,,
1,6,190,39,20,4,0,0,12,,
1,6,190,39,20,3,1,0,16,46166,Private
1,6,190,39,20,2,0,1,12,,
1,6,190,39,20,1,1,1,16,120887,StateRun
1,6,199,6,13,2,0,1,12,,
1,6,199,6,13,1,1,1,16,,
1,6,199,6,14,1,1,0,12,17125,FarmForestAqua
1,6,199,6,14,2,0,0,16,,
1,6,199,6,19,1,1,1,16,64709,StateRun
1,6,199,6,19,2,0,1,16,44250,StateRun
1,6,199,6,19,3,1,0,11,,
1,6,205,2,14,3,0,0,16,14650,StateRun
1,6,205,2,14,1,0,1,16,44042,StateRun
1,6,205,2,14,4,0,0,3,,
1,6,205,2,14,2,1,1,12,71072,StateRun
1,6,205,2,15,4,0,0,6,,
1,6,205,2,15,1,0,0,5,,
1,6,205,2,15,3,0,0,12,52846,Foreign
1,6,205,2,15,2,1,0,16,4517,Private
1,6,205,2,20,1,1,1,12,23793,Private
1,6,205,2,20,2,0,1,16,128479,StateRun
1,6,205,2,20,4,0,0,4,,
1,6,205,2,20,3,0,0,12,,
1,6,211,19,13,1,0,0,16,,
1,6,211,19,14,1,0,0,12,,
1,6,211,19,14,2,0,0,16,36857,StateRun
1,6,211,19,20,3,1,1,16,67086,StateRun
1,6,211,19,20,4,0,1,16,41669,StateRun
1,6,211,19,20,2,0,1,9,,
1,6,211,19,20,5,1,0,6,,
1,6,211,19,20,1,1,1,12,,
1,6,217,31,13,1,0,1,18,,
1,6,217,31,13,2,1,1,23,,
1,6,217,31,14,6,1,1,16,23791,FarmForestAqua
1,6,217,31,14,3,0,0,12,,
1,6,217,31,14,2,0,1,16,113243,StateRun
1,6,217,31,14,1,1,1,16,90404,StateRun
1,6,217,31,14,5,0,1,9,,
1,6,217,31,20,2,0,1,5,,
1,6,217,31,20,1,1,1,16,,
1,6,223,32,13,2,0,1,12,,HomeBusiness
1,6,223,32,13,3,1,0,5,,
1,6,223,32,13,1,1,1,12,104187,Private
1,6,223,32,15,1,0,1,12,2284,StateRun
1,6,223,32,15,3,1,0,12,,
1,6,223,32,15,2,1,1,16,,
1,6,223,32,19,2,1,0,5,,
1,6,223,32,19,1,0,0,5,,
1,6,232,17,14,2,0,1,9,,
1,6,232,17,14,5,1,1,16,140095,Private
1,6,232,17,14,3,1,0,12,,
1,6,232,17,14,4,0,1,16,140095,Private
1,6,232,17,14,1,1,1,9,53297,Private
1,6,232,17,15,1,0,0,12,,
1,6,232,17,20,5,1,0,5,,
1,6,232,17,20,2,1,1,16,,
1,6,232,17,20,4,0,1,16,137632,Private
1,6,232,17,20,1,0,1,12,,
1,6,232,17,20,3,1,1,12,60916,StateRun
1,7,244,31,13,2,0,1,12,,HomeBusiness
1,7,244,31,13,1,1,1,12,50093,Private
1,7,244,31,14,2,1,1,9,,FarmForestAqua
1,7,244,31,14,1,0,1,9,,HomeBusiness
1,7,244,31,14,3,1,0,12,22683,Private
1,7,244,31,15,1,0,1,3,,
1,7,244,31,15,3,1,1,11,21671,HomeBusiness
1,7,244,31,15,2,1,1,6,,
1,7,244,31,15,4,0,1,12,,
1,7,259,7,13,1,0,1,12,,FarmForestAqua
1,7,259,7,13,3,1,0,12,,FarmForestAqua
1,7,259,7,13,4,1,0,12,34018,HomeBusiness
1,7,259,7,13,2,1,1,16,,FarmForestAqua
1,7,259,7,14,1,1,1,16,,HomeBusiness
1,7,259,7,14,4,0,0,10,,
1,7,259,7,14,2,0,1,12,,HomeBusiness
1,7,259,7,14,3,0,0,12,,
1,7,259,7,15,1,0,0,16,116570,Foreign
1,7,268,16,13,2,1,1,14,61097,StateRun
1,7,268,16,13,1,0,0,16,11420,StateRun
1,7,268,16,13,3,0,1,16,69471,StateRun
1,7,268,16,14,1,1,1,16,105439,StateRun
1,7,268,16,14,3,1,0,12,,
1,7,268,16,14,2,0,1,12,34258,Private
1,7,268,16,15,3,0,0,16,17134,Private
1,7,268,16,15,4,0,0,10,,
1,7,268,16,15,2,1,1,9,,HomeBusiness
1,7,268,16,15,1,0,1,12,39027,StateRun
1,7,274,14,13,2,1,1,9,53290,Private
1,7,274,14,13,4,0,0,4,,
1,7,274,14,13,1,0,1,10,,HomeBusiness
1,7,274,14,13,5,0,0,3,,
1,7,274,14,15,1,1,1,9,,HomeBusiness
1,7,274,14,15,2,0,1,9,,HomeBusiness
1,7,274,14,20,2,0,1,12,,HomeBusiness
1,7,274,14,20,1,1,1,12,,FarmForestAqua
1,7,283,9,15,1,1,1,16,71354,Private
1,7,283,9,15,2,0,1,16,52326,Private
1,7,283,9,19,2,0,1,12,,HomeBusiness
1,7,283,9,19,1,1,1,12,68516,StateRun
1,7,283,9,19,3,0,0,2,,
1,7,283,9,20,1,1,1,18,115178,Private
1,7,283,9,20,2,0,1,16,73295,Foreign
1,7,289,19,13,3,0,0,1,,
1,7,289,19,13,2,0,1,5,,HomeBusiness
1,7,289,19,13,1,1,1,9,,HomeBusiness
1,7,289,19,14,1,0,0,5,,
1,7,289,19,14,2,0,1,12,,HomeBusiness
1,7,289,19,14,3,1,1,10,,HomeBusiness
1,7,289,19,15,4,1,0,1,,
1,7,289,19,15,1,1,1,14,41592,Private
1,7,289,19,15,2,0,1,12,,HomeBusiness
1,7,289,19,15,3,0,0,10,,
1,7,298,12,13,1,1,1,12,,HomeBusiness
1,7,298,12,13,2,0,1,12,,HomeBusiness
1,7,298,12,14,2,0,1,12,,HomeBusiness
1,7,298,12,14,3,1,0,12,,HomeBusiness
1,7,298,12,14,1,1,1,12,,HomeBusiness
1,7,298,12,15,2,0,1,12,,HomeBusiness
1,7,298,12,15,4,1,0,7,,
1,7,298,12,15,1,1,1,12,,HomeBusiness
1,7,298,12,15,3,0,0,9,,
1,7,298,12,15,5,0,0,3,,
1,8,304,14,14,1,1,0,16,,HomeBusiness
1,8,304,14,15,2,0,1,16,82810,StateRun
1,8,304,14,15,1,1,1,16,58538,Private
1,8,304,14,15,3,0,0,12,,
1,8,304,14,19,1,0,1,16,74228,Private
1,8,304,14,19,2,1,1,16,86123,StateRun
1,8,307,54,14,3,0,0,12,,
1,8,307,54,14,1,0,1,23,149409,StateRun
1,8,307,54,14,4,1,0,7,,
1,8,307,54,14,2,1,1,18,442516,Foreign
1,8,307,54,15,4,0,1,16,112286,Foreign
1,8,307,54,15,3,1,1,16,46151,StateRun
1,8,307,54,15,1,0,1,12,,
1,8,307,54,15,6,1,0,12,,
1,8,307,54,15,2,1,1,16,117996,StateRun
1,8,307,54,20,1,1,1,16,,
1,8,307,54,20,3,1,1,16,118986,StateRun
1,8,307,54,20,4,0,1,16,30442,StateRun
1,8,307,54,20,2,0,1,7,,
1,8,313,37,13,2,0,1,16,61841,Foreign
1,8,313,37,13,1,1,1,16,80156,StateRun
1,8,313,37,14,2,0,1,12,,
1,8,313,37,14,3,1,0,12,24572,Private
1,8,313,37,14,1,1,1,12,18902,Private
1,8,313,37,14,4,0,0,3,,
1,8,313,37,20,2,0,1,12,,HomeBusiness
1,8,313,37,20,4,1,0,12,,
1,8,313,37,20,1,1,1,12,,
1,8,313,37,20,3,1,0,16,39600,Private
1,8,322,17,13,3,1,0,12,,
1,8,322,17,13,4,0,0,12,,
1,8,322,17,13,2,0,1,12,,
1,8,322,17,13,1,1,1,12,77493,StateRun
1,8,322,17,15,1,1,1,12,65471,Private
1,8,322,17,15,2,0,1,16,82790,Foreign
1,8,322,17,19,4,1,0,1,,
1,8,322,17,19,2,1,1,7,,HomeBusiness
1,8,322,17,19,1,0,1,7,,HomeBusiness
1,8,328,14,13,3,0,0,0,,
1,8,328,14,13,1,1,1,9,,
1,8,328,14,13,2,0,1,9,,
1,8,328,14,14,1,1,1,16,138446,StateRun
1,8,328,14,14,2,0,1,16,41106,StateRun
1,8,328,14,14,3,0,0,1,,
1,8,328,14,15,4,1,1,0,,
1,8,328,14,15,3,1,0,8,,
1,8,328,14,15,1,1,1,9,,HomeBusiness
1,8,328,14,15,5,0,1,0,,
1,8,328,14,15,2,0,1,12,,HomeBusiness
1,8,337,29,13,2,0,1,16,97080,Private
1,8,337,29,13,5,0,0,11,,
1,8,337,29,13,1,1,1,16,213672,StateRun
1,8,337,29,14,2,0,1,18,37505,StateRun
1,8,337,29,14,1,1,1,18,97561,StateRun
1,8,337,29,14,5,0,1,16,,HomeBusiness
1,8,337,29,14,6,0,0,12,9135,HomeBusiness
1,8,337,29,15,2,1,1,23,7804,Private
1,8,337,29,15,1,0,1,16,,
1,8,337,29,15,3,1,0,16,306438,Foreign
1,9,343,24,14,1,0,1,16,90894,StateRun
1,9,343,24,14,3,0,0,11,,
1,9,343,24,14,2,1,1,16,100602,StateRun
1,9,343,24,15,1,0,0,9,,FarmForestAqua
1,9,343,24,15,7,0,1,12,31952,StateRun
1,9,343,24,15,5,0,0,12,24956,HomeBusiness
1,9,343,24,15,6,1,1,12,,
1,9,343,24,15,3,0,1,18,30722,StateRun
1,9,343,24,15,2,1,1,12,65699,StateRun
1,9,343,24,15,8,1,0,12,,FarmForestAqua
1,9,343,24,19,1,1,1,16,,
1,9,343,24,19,7,1,1,16,39694,Private
1,9,343,24,19,2,0,1,9,,
1,9,343,24,19,3,1,1,12,43570,Private
1,9,343,24,19,6,0,1,16,25613,StateRun
1,9,343,24,19,4,0,1,12,31755,HomeBusiness
1,9,349,7,13,3,0,0,18,48534,StateRun
1,9,349,7,13,2,0,1,18,71373,StateRun
1,9,349,7,13,1,1,1,18,,
1,9,349,7,13,4,0,0,16,85648,Private
1,9,349,7,15,1,1,1,14,231233,Private
1,9,349,7,15,2,0,1,14,196977,Private
1,9,349,7,19,1,1,1,23,144645,StateRun
1,9,349,7,19,2,0,1,16,,
1,9,349,7,19,3,0,0,12,,
1,9,355,2,13,2,1,1,12,,
1,9,355,2,13,4,1,0,16,80416,StateRun
1,9,355,2,13,3,1,0,16,31500,StateRun
1,9,355,2,13,1,0,1,16,,
1,9,355,2,14,2,0,1,12,,FarmForestAqua
1,9,355,2,14,1,1,1,12,,FarmForestAqua
1,9,355,2,15,1,1,1,16,,
1,9,355,2,15,2,0,1,12,,
1,9,361,17,13,2,0,0,11,,
1,9,361,17,13,1,1,1,12,28629,StateRun
1,9,361,17,15,1,1,1,16,51974,Private
1,9,361,17,15,4,0,1,16,43469,Private
1,9,361,17,15,2,0,1,16,,
1,9,361,17,15,3,1,1,18,44414,Private
1,9,361,17,19,3,1,1,16,62378,StateRun
1,9,361,17,19,4,0,1,16,42530,Private
1,9,361,17,19,2,0,1,16,,
1,9,361,17,19,1,1,1,16,,
1,9,367,51,13,2,0,1,12,,
1,9,367,51,13,4,0,1,16,48919,StateRun
1,9,367,51,13,1,1,1,16,,
1,9,367,51,13,3,1,1,16,75663,Private
1,9,367,51,14,5,1,0,4,,
1,9,367,51,14,1,0,0,12,,
1,9,367,51,14,2,1,1,16,69654,StateRun
1,9,367,51,14,4,0,0,8,,
1,9,367,51,14,3,0,1,16,65848,StateRun
1,9,367,51,15,4,0,1,16,51291,StateRun
1,9,367,51,15,1,1,1,16,,
1,9,367,51,15,3,1,1,16,71273,StateRun
1,9,367,51,15,2,0,1,16,,
1,16,382,10,13,4,0,0,12,,FarmForestAqua
1,16,382,10,13,2,0,1,5,,FarmForestAqua
1,16,382,10,13,3,0,0,12,32594,Foreign
1,16,382,10,13,5,0,0,10,,FarmForestAqua
1,16,382,10,13,1,1,1,9,,HomeBusiness
1,16,382,10,14,3,0,0,3,,
1,16,382,10,14,2,0,1,12,,HomeBusiness
1,16,382,10,14,1,1,1,9,17331,HomeBusiness
1,16,382,10,15,1,1,1,6,16261,HomeBusiness
1,16,382,10,15,2,0,1,2,,FarmForestAqua
1,16,382,10,15,4,1,0,8,,FarmForestAqua
1,16,382,10,15,3,0,0,9,10046,Foreign
1,16,397,2,13,1,1,1,12,66134,Private
1,16,397,2,13,2,0,1,16,24004,StateRun
1,16,397,2,14,1,0,1,9,,FarmForestAqua
1,16,397,2,14,2,1,1,9,,FarmForestAqua
1,16,397,2,14,4,0,1,12,24012,Foreign
1,16,397,2,14,3,0,1,12,28833,Private
1,16,397,2,19,1,0,1,9,,FarmForestAqua
1,16,397,2,19,2,1,1,9,,FarmForestAqua
1,16,406,19,13,1,1,1,9,23840,HomeBusiness
1,16,406,19,13,2,0,1,7,,FarmForestAqua
1,16,406,19,14,1,1,1,6,29791,HomeBusiness
1,16,406,19,14,2,0,1,5,16936,HomeBusiness
1,16,406,19,14,4,1,0,11,,
1,16,406,19,14,3,1,0,12,1896,HomeBusiness
1,16,406,19,15,3,1,1,7,24505,HomeBusiness
1,16,406,19,15,1,1,1,9,10839,HomeBusiness
1,16,406,19,15,2,0,1,3,,FarmForestAqua
1,16,406,19,15,4,0,1,4,23845,Foreign
1,16,418,21,13,3,0,0,9,,
1,16,418,21,13,2,0,1,9,,HomeBusiness
1,16,418,21,13,4,1,0,2,,
1,16,418,21,13,1,1,1,9,,HomeBusiness
1,16,418,21,14,1,1,1,12,11122,Foreign
1,16,418,21,14,2,0,1,9,35115,Foreign
1,16,418,21,14,4,0,0,0,,
1,16,418,21,15,2,1,1,9,,FarmForestAqua
1,16,418,21,15,5,1,0,2,,
1,16,418,21,15,4,0,1,7,,FarmForestAqua
1,16,418,21,15,1,0,1,2,,FarmForestAqua
1,16,418,21,15,6,0,0,0,,
1,16,418,21,15,3,1,1,9,26008,HomeBusiness
1,16,433,3,14,5,0,0,12,,
1,16,433,3,14,4,0,0,12,,
1,16,433,3,14,3,1,0,12,24601,Foreign
1,16,433,3,14,6,0,0,5,,FarmForestAqua
1,16,433,3,14,2,0,1,9,,FarmForestAqua
1,16,433,3,14,1,1,1,9,21670,HomeBusiness
1,16,433,3,15,1,0,0,9,,HomeBusiness
1,16,433,3,15,2,1,1,12,17440,Private
1,16,433,3,15,4,0,1,12,,HomeBusiness
1,16,433,3,15,3,0,0,9,,
1,16,433,3,19,4,1,0,12,,FarmForestAqua
1,16,433,3,19,2,0,1,12,,FarmForestAqua
1,16,433,3,19,3,0,0,12,8972,Private
1,16,433,3,19,1,1,1,9,,FarmForestAqua
1,16,433,3,19,5,0,0,12,23583,Foreign
1,16,448,4,13,2,0,1,9,16443,Private
1,16,448,4,13,4,1,0,12,,
1,16,448,4,13,5,1,1,9,,
1,16,448,4,13,3,1,0,16,20778,StateRun
1,16,448,4,13,1,1,1,11,16443,Private
1,16,448,4,13,6,0,1,5,,
1,16,448,4,14,1,1,1,9,,FarmForestAqua
1,16,448,4,14,2,0,1,9,,FarmForestAqua
1,16,448,4,14,3,1,0,12,,
1,16,448,4,15,3,0,1,12,,FarmForestAqua
1,16,448,4,15,2,0,1,9,,FarmForestAqua
1,16,448,4,15,1,1,1,9,,FarmForestAqua
1,16,448,4,15,5,1,0,14,29252,Private
1,16,448,4,15,6,1,0,14,19549,Private
1,17,454,27,13,2,1,1,16,84687,StateRun
1,17,454,27,13,1,0,1,12,,
1,17,454,27,14,2,0,1,10,21210,StateRun
1,17,454,27,14,1,1,1,12,23829,StateRun
1,17,454,27,15,1,1,1,12,,HomeBusiness
1,17,454,27,15,2,0,1,12,22133,StateRun
1,17,454,27,15,3,1,0,8,,
1,17,463,7,13,1,1,1,6,22850,HomeBusiness
1,17,463,7,13,2,0,1,9,11471,HomeBusiness
1,17,463,7,14,2,0,1,9,,HomeBusiness
1,17,463,7,14,4,1,0,7,,
1,17,463,7,14,1,1,1,5,,FarmForestAqua
1,17,463,7,14,3,0,0,9,12009,HomeBusiness
