tinh,huyen,xa,diaban,hoso,matv,male,married,yoeduc,income,sector
64,622,23586,8,13,1,1,1,12,,FarmForestAqua
64,622,23586,8,13,3,0,0,2,,
64,622,23586,8,14,1,1,1,0,2791,HomeBusiness
64,622,23586,8,14,3,1,1,5,,FarmForestAqua
64,622,23586,8,14,4,0,1,1,,FarmForestAqua
64,622,23586,8,14,2,0,1,0,,FarmForestAqua
64,622,23586,8,15,2,0,1,3,,FarmForestAqua
64,622,23586,8,15,1,1,1,9,,FarmForestAqua
64,622,23586,8,15,3,1,0,11,,
64,622,23590,14,13,2,0,0,4,,FarmForestAqua
64,622,23590,14,13,1,1,0,0,,FarmForestAqua
64,622,23590,14,14,3,1,1,3,11465,FarmForestAqua
64,622,23590,14,14,2,0,1,2,,FarmForestAqua
64,622,23590,14,14,1,1,0,2,,FarmForestAqua
64,622,23590,14,15,3,1,0,8,10362,FarmForestAqua
64,622,23590,14,15,1,1,1,7,10825,FarmForestAqua
64,622,23590,14,15,2,0,1,0,,FarmForestAqua
64,622,23602,19,13,4,1,0,7,,
64,622,23602,19,13,1,1,1,7,33936,HomeBusiness
64,622,23602,19,13,3,0,0,12,,
64,622,23602,19,13,2,0,1,8,10498,FarmForestAqua
64,622,23602,19,14,3,1,0,8,19081,HomeBusiness
64,622,23602,19,14,1,0,1,3,,FarmForestAqua
64,622,23602,19,14,2,1,1,12,32648,HomeBusiness
64,622,23602,19,14,5,0,0,3,,
64,622,23602,19,14,4,1,0,6,,FarmForestAqua
64,622,23602,19,15,1,0,0,0,11943,FarmForestAqua
64,623,23620,1,13,5,0,1,6,,FarmForestAqua
64,623,23620,1,13,1,1,1,4,,FarmForestAqua
64,623,23620,1,13,2,0,1,3,,FarmForestAqua
64,623,23620,1,13,8,0,1,12,17559,StateRun
64,623,23620,1,13,4,1,1,12,,FarmForestAqua
64,623,23620,1,13,3,1,0,9,19860,Private
64,623,23620,1,15,2,1,0,12,2100,HomeBusiness
64,623,23620,1,15,1,0,0,9,26035,StateRun
64,623,23620,1,19,4,0,0,12,7707,StateRun
64,623,23620,1,19,1,1,1,14,24798,StateRun
64,623,23620,1,19,2,0,1,16,26373,StateRun
64,623,23635,4,13,1,1,1,0,,FarmForestAqua
64,623,23635,4,13,2,0,1,0,,
64,623,23635,4,14,2,0,1,5,,FarmForestAqua
64,623,23635,4,14,3,1,0,9,,FarmForestAqua
64,623,23635,4,14,1,1,1,5,,FarmForestAqua
64,623,23635,4,14,4,1,0,6,,FarmForestAqua
64,623,23635,4,14,5,0,0,9,28283,Private
64,623,23635,4,15,1,1,1,9,,HomeBusiness
64,623,23635,4,15,3,1,0,12,,
64,623,23635,4,15,6,1,0,9,,
64,623,23635,4,15,4,0,0,12,,
64,623,23635,4,15,2,0,1,8,10192,StateRun
64,624,24044,10,13,3,0,1,12,,
64,624,24044,10,13,2,0,1,2,,HomeBusiness
64,624,24044,10,13,5,0,0,11,,HomeBusiness
64,624,24044,10,13,6,1,0,12,15757,FarmForestAqua
64,624,24044,10,13,4,1,1,11,,HomeBusiness
64,624,24044,10,13,1,1,1,9,31515,FarmForestAqua
64,624,24044,10,13,7,0,0,12,,
64,624,24044,10,13,8,0,0,12,,
64,624,24044,10,14,2,1,1,12,,HomeBusiness
64,624,24044,10,14,3,1,0,8,,
64,624,24044,10,14,1,0,1,12,,
64,624,24044,10,15,1,1,1,9,,HomeBusiness
64,624,24044,10,15,4,0,0,4,,
64,624,24044,10,15,2,0,1,9,,HomeBusiness
64,625,23647,7,13,1,0,1,11,,FarmForestAqua
64,625,23647,7,13,2,1,1,9,,FarmForestAqua
64,625,23647,7,15,1,0,0,5,,FarmForestAqua
64,625,23647,7,19,1,0,1,7,,FarmForestAqua
64,625,23647,7,19,2,1,1,6,,FarmForestAqua
64,625,23662,4,13,4,1,0,2,,
64,625,23662,4,13,2,0,1,5,,FarmForestAqua
64,625,23662,4,13,1,1,1,5,,FarmForestAqua
64,625,23662,4,13,3,0,0,6,,
64,625,23662,4,14,4,1,0,14,,
64,625,23662,4,14,2,0,1,12,47411,StateRun
64,625,23662,4,14,3,0,0,12,,
64,625,23662,4,14,1,1,1,12,,FarmForestAqua
64,625,23662,4,15,4,1,0,9,,FarmForestAqua
64,625,23662,4,15,2,0,1,9,,FarmForestAqua
64,625,23662,4,15,3,1,0,9,,FarmForestAqua
64,625,23662,4,15,5,0,0,9,,
64,625,23662,4,15,1,1,1,10,,FarmForestAqua
64,626,23677,7,13,2,0,1,4,,HomeBusiness
64,626,23677,7,13,3,1,0,0,,
64,626,23677,7,13,1,1,1,10,,HomeBusiness
64,626,23677,7,14,1,1,1,8,,HomeBusiness
64,626,23677,7,14,2,0,1,12,,HomeBusiness
64,626,23677,7,15,2,0,1,12,,HomeBusiness
64,626,23677,7,15,1,1,1,12,,HomeBusiness
64,626,23683,3,13,3,1,0,7,,FarmForestAqua
64,626,23683,3,13,9,0,1,0,,FarmForestAqua
64,626,23683,3,13,6,0,0,4,,
64,626,23683,3,13,10,1,1,0,,FarmForestAqua
64,626,23683,3,13,2,0,1,0,,FarmForestAqua
64,626,23683,3,13,8,1,0,0,,
64,626,23683,3,13,7,0,0,2,,
64,626,23683,3,13,5,1,0,5,,
64,626,23683,3,13,1,1,1,0,,FarmForestAqua
64,626,23683,3,13,4,0,0,4,,FarmForestAqua
64,626,23683,3,14,3,0,0,4,,FarmForestAqua
64,626,23683,3,14,4,1,0,3,,
64,626,23683,3,14,5,0,0,1,,
64,626,23683,3,14,2,0,1,0,,FarmForestAqua
64,626,23683,3,14,1,1,1,0,,FarmForestAqua
64,626,23683,3,15,9,0,1,0,,FarmForestAqua
64,626,23683,3,15,2,0,1,0,,FarmForestAqua
64,626,23683,3,15,7,0,0,0,,
64,626,23683,3,15,10,1,1,2,,FarmForestAqua
64,626,23683,3,15,3,0,0,0,,FarmForestAqua
64,626,23683,3,15,1,1,1,0,,FarmForestAqua
64,626,23683,3,15,6,1,0,1,,FarmForestAqua
64,626,23683,3,15,4,1,0,5,,FarmForestAqua
64,626,23683,3,15,5,0,0,0,,FarmForestAqua
64,626,23695,5,13,1,0,0,12,,FarmForestAqua
64,626,23695,5,13,2,0,0,12,,
64,626,23695,5,14,1,0,0,2,,FarmForestAqua
64,626,23695,5,15,3,0,0,3,,HomeBusiness
64,626,23695,5,15,2,0,1,9,,HomeBusiness
64,626,23695,5,15,1,1,1,9,,FarmForestAqua
64,626,23707,15,13,3,0,0,5,,
64,626,23707,15,13,1,1,1,0,19119,FarmForestAqua
64,626,23707,15,13,2,0,1,0,15750,FarmForestAqua
64,626,23707,15,14,3,0,0,3,,
64,626,23707,15,14,1,1,1,9,,FarmForestAqua
64,626,23707,15,14,2,0,1,2,,FarmForestAqua
64,626,23707,15,15,3,1,0,1,,
64,626,23707,15,15,2,0,1,7,17059,FarmForestAqua
64,626,23707,15,15,1,1,1,0,19536,FarmForestAqua
64,627,23728,8,13,4,0,0,3,,FarmForestAqua
64,627,23728,8,13,2,1,1,0,,FarmForestAqua
64,627,23728,8,13,3,0,1,0,,FarmForestAqua
64,627,23728,8,13,6,0,0,0,,
64,627,23728,8,13,1,0,0,0,,FarmForestAqua
64,627,23728,8,13,5,1,0,1,,
64,627,23728,8,14,1,1,1,0,,FarmForestAqua
64,627,23728,8,14,2,0,1,2,,FarmForestAqua
64,627,23728,8,14,3,1,0,3,,
64,627,23728,8,14,4,1,0,1,,
64,627,23728,8,15,1,1,1,6,,FarmForestAqua
64,627,23728,8,15,2,0,1,2,,FarmForestAqua
64,627,23728,8,15,3,0,0,8,,FarmForestAqua
64,627,23728,8,15,4,1,0,3,,
64,627,23728,8,15,5,0,0,0,,
64,627,23746,3,13,1,1,0,3,,FarmForestAqua
64,627,23746,3,14,1,1,1,4,,FarmForestAqua
64,627,23746,3,14,3,0,0,9,,FarmForestAqua
64,627,23746,3,14,5,1,0,4,,FarmForestAqua
64,627,23746,3,14,7,1,0,2,,
64,627,23746,3,14,6,0,0,3,,
64,627,23746,3,14,4,0,0,9,,FarmForestAqua
64,627,23746,3,14,2,0,1,7,,FarmForestAqua
64,627,23746,3,15,2,0,0,0,,
64,627,23746,3,15,1,0,0,6,,HomeBusiness
64,627,23746,3,15,3,1,0,4,6959,FarmForestAqua
64,627,23761,5,13,2,0,1,9,,FarmForestAqua
64,627,23761,5,13,1,1,1,9,,FarmForestAqua
64,627,23761,5,13,3,1,0,4,,
64,627,23761,5,14,1,0,1,7,11896,FarmForestAqua
64,627,23761,5,14,3,1,0,1,,
64,627,23761,5,14,2,1,1,7,11196,FarmForestAqua
64,627,23761,5,15,2,0,1,7,,HomeBusiness
64,627,23761,5,15,1,1,1,5,,HomeBusiness
64,627,23761,5,15,3,1,0,8,,
64,627,23761,5,15,4,0,0,6,,
64,627,23761,5,15,5,1,0,4,,
64,628,23764,10,13,5,1,0,0,,
64,628,23764,10,13,4,0,0,3,,
64,628,23764,10,13,3,0,1,8,,FarmForestAqua
64,628,23764,10,13,2,1,1,8,,FarmForestAqua
64,628,23764,10,13,1,0,0,4,,FarmForestAqua
64,628,23764,10,14,1,1,0,3,,
64,628,23764,10,15,3,1,0,0,,
64,628,23764,10,15,2,0,1,8,,FarmForestAqua
64,628,23764,10,15,1,1,1,3,,FarmForestAqua
64,628,23771,10,13,2,1,0,9,9621,HomeBusiness
64,628,23771,10,13,1,1,0,3,,FarmForestAqua
64,628,23771,10,14,3,0,0,8,,
64,628,23771,10,14,2,0,1,9,,FarmForestAqua
64,628,23771,10,14,1,1,1,9,,FarmForestAqua
64,628,23771,10,15,1,1,1,9,,FarmForestAqua
64,628,23771,10,15,2,0,1,12,42177,StateRun
64,628,23785,1,13,5,1,0,2,,
64,628,23785,1,13,3,0,0,9,,FarmForestAqua
64,628,23785,1,13,1,1,1,5,,FarmForestAqua
64,628,23785,1,13,2,0,1,7,,FarmForestAqua
64,628,23785,1,13,4,1,0,5,,FarmForestAqua
64,628,23785,1,14,2,0,1,0,,FarmForestAqua
64,628,23785,1,14,1,1,1,0,,FarmForestAqua
64,628,23785,1,14,3,1,1,9,,FarmForestAqua
64,628,23785,1,14,4,0,1,4,,FarmForestAqua
64,628,23785,1,15,2,0,1,0,,FarmForestAqua
64,628,23785,1,15,1,1,1,5,,FarmForestAqua
64,628,23785,1,15,3,0,0,3,,
64,629,23799,6,13,5,0,0,6,,
64,629,23799,6,13,2,1,0,0,,FarmForestAqua
64,629,23799,6,13,6,0,0,1,,
64,629,23799,6,13,1,0,0,0,,FarmForestAqua
64,629,23799,6,13,4,1,0,5,,FarmForestAqua
64,629,23799,6,13,3,1,0,7,,FarmForestAqua
64,629,23799,6,14,2,0,1,0,,FarmForestAqua
64,629,23799,6,14,1,1,1,4,,FarmForestAqua
64,629,23799,6,15,4,1,0,8,,FarmForestAqua
64,629,23799,6,15,2,0,0,0,,FarmForestAqua
64,629,23799,6,15,5,1,0,5,,FarmForestAqua
64,629,23799,6,15,3,0,0,2,,FarmForestAqua
64,629,23799,6,15,1,0,0,0,,FarmForestAqua
64,629,23799,6,15,6,1,0,3,,
64,629,23815,8,13,3,0,0,8,,FarmForestAqua
64,629,23815,8,13,2,0,1,0,,FarmForestAqua
64,629,23815,8,13,1,1,1,1,,FarmForestAqua
64,629,23815,8,14,3,0,0,0,,FarmForestAqua
64,629,23815,8,14,1,1,1,0,,FarmForestAqua
64,629,23815,8,14,6,0,0,5,,FarmForestAqua
64,629,23815,8,14,2,0,1,0,,FarmForestAqua
64,629,23815,8,14,5,0,0,4,,FarmForestAqua
64,629,23815,8,14,4,1,0,6,,FarmForestAqua
64,629,23815,8,15,1,0,0,0,,FarmForestAqua
64,629,23815,8,15,5,0,0,4,,FarmForestAqua
64,629,23815,8,15,4,0,0,5,,FarmForestAqua
64,629,23815,8,15,2,0,1,0,,FarmForestAqua
64,629,23815,8,15,3,1,1,0,,FarmForestAqua
64,629,23815,8,15,6,1,0,2,,FarmForestAqua
64,630,23842,5,13,3,0,0,1,,
64,630,23842,5,13,1,0,0,0,,FarmForestAqua
64,630,23842,5,13,2,1,0,2,,
64,630,23842,5,14,1,1,1,5,,FarmForestAqua
64,630,23842,5,14,2,0,1,0,,FarmForestAqua
64,630,23842,5,15,1,1,1,0,,FarmForestAqua
64,630,23842,5,15,3,0,0,5,,FarmForestAqua
64,630,23842,5,15,4,1,0,2,,
64,630,23842,5,15,5,0,0,0,,
64,630,23842,5,15,2,0,1,0,,FarmForestAqua
64,631,23857,11,13,1,1,1,9,3496,StateRun
64,631,23857,11,13,2,0,1,6,,FarmForestAqua
64,631,23857,11,13,3,0,0,3,,
64,631,23857,11,14,3,1,0,6,,
64,631,23857,11,14,1,1,1,9,,FarmForestAqua
64,631,23857,11,14,2,0,1,9,,HomeBusiness
64,631,23857,11,15,3,1,0,9,,FarmForestAqua
64,631,23857,11,15,5,0,0,4,,
64,631,23857,11,15,1,1,1,11,9212,HomeBusiness
64,631,23857,11,15,2,0,1,9,,FarmForestAqua
64,631,23866,8,13,3,1,0,11,,FarmForestAqua
64,631,23866,8,13,4,0,0,12,,FarmForestAqua
64,631,23866,8,13,5,0,0,9,,FarmForestAqua
64,631,23866,8,13,1,1,1,10,,FarmForestAqua
64,631,23866,8,13,2,0,1,5,,FarmForestAqua
64,631,23866,8,14,1,1,1,7,,FarmForestAqua
64,631,23866,8,14,5,1,0,4,,
64,631,23866,8,14,6,1,0,2,,
64,631,23866,8,14,2,0,1,3,,FarmForestAqua
64,631,23866,8,14,3,1,0,9,,
64,631,23866,8,14,4,0,0,7,,
64,631,23866,8,15,3,1,1,12,,HomeBusiness
64,631,23866,8,15,1,1,1,12,,FarmForestAqua
64,631,23866,8,15,4,0,1,11,,HomeBusiness
64,631,23866,8,15,2,0,1,9,,HomeBusiness
64,632,23888,4,13,1,1,1,0,17757,StateRun
64,632,23888,4,13,7,0,0,0,,
64,632,23888,4,13,4,0,0,8,,
64,632,23888,4,13,5,1,0,6,,
64,632,23888,4,13,6,1,0,3,,
64,632,23888,4,13,2,0,1,0,,FarmForestAqua
64,632,23888,4,13,3,1,0,8,,FarmForestAqua
64,632,23888,4,14,2,0,1,0,,FarmForestAqua
64,632,23888,4,14,3,0,0,0,,
64,632,23888,4,14,1,1,1,0,,FarmForestAqua
64,632,23888,4,15,3,1,0,3,,
64,632,23888,4,15,1,0,0,0,9704,FarmForestAqua
64,632,23888,4,15,2,1,0,3,,
64,632,23905,5,13,2,0,0,9,,
64,632,23905,5,13,1,0,0,12,37604,StateRun
64,632,23905,5,14,4,1,0,9,21257,HomeBusiness
64,632,23905,5,14,2,1,0,9,16008,HomeBusiness
64,632,23905,5,14,1,0,0,12,21257,HomeBusiness
64,632,23905,5,14,3,1,0,9,21257,HomeBusiness
64,632,23905,5,15,2,0,1,9,,FarmForestAqua
64,632,23905,5,15,1,1,1,12,,FarmForestAqua
64,632,23924,3,13,8,0,0,0,,
64,632,23924,3,13,6,0,0,2,,
64,632,23924,3,13,7,1,0,0,,
64,632,23924,3,13,4,0,0,0,,
64,632,23924,3,13,9,1,1,5,,FarmForestAqua
64,632,23924,3,13,1,1,1,0,,FarmForestAqua
64,632,23924,3,13,3,0,1,3,,FarmForestAqua
64,632,23924,3,13,2,0,1,0,,FarmForestAqua
64,632,23924,3,13,5,0,0,2,,
64,632,23924,3,14,2,0,1,0,,FarmForestAqua
64,632,23924,3,14,4,1,0,0,,
64,632,23924,3,14,5,0,0,2,,FarmForestAqua
64,632,23924,3,14,7,1,0,0,,
64,632,23924,3,14,3,0,0,3,9880,FarmForestAqua
64,632,23924,3,14,1,1,1,0,,
64,632,23924,3,14,6,0,0,3,,FarmForestAqua
64,632,23924,3,15,6,1,1,5,,FarmForestAqua
64,632,23924,3,15,4,0,1,3,,FarmForestAqua
64,632,23924,3,15,1,0,0,0,,FarmForestAqua
64,632,23924,3,15,3,0,1,5,,FarmForestAqua
64,632,23924,3,15,7,1,0,0,,
64,632,23924,3,15,5,0,0,6,,
64,632,23924,3,15,2,1,1,0,,FarmForestAqua
64,633,23941,21,13,2,1,0,9,23776,HomeBusiness
64,633,23941,21,13,1,0,0,9,,FarmForestAqua
64,633,23941,21,13,3,0,0,12,,
64,633,23941,21,14,2,0,1,12,29230,StateRun
64,633,23941,21,14,1,1,1,12,20951,StateRun
64,633,23941,21,14,3,1,0,2,,
64,633,23941,21,15,4,0,0,2,,
64,633,23941,21,15,3,0,0,10,,
64,633,23941,21,15,1,1,1,9,,FarmForestAqua
64,633,23941,21,15,2,0,1,8,,HomeBusiness
64,633,23944,15,13,1,1,1,10,,FarmForestAqua
64,633,23944,15,14,1,1,1,12,,FarmForestAqua
64,633,23944,15,14,6,0,0,0,,
64,633,23944,15,14,3,1,0,9,,
64,633,23944,15,14,2,0,1,9,,FarmForestAqua
64,633,23944,15,20,1,1,1,8,,FarmForestAqua
64,633,23944,15,20,2,0,1,6,,FarmForestAqua
64,633,23944,15,20,3,1,0,7,,
64,633,23950,8,13,2,0,1,4,,FarmForestAqua
64,633,23950,8,13,3,0,0,8,,
64,633,23950,8,13,1,1,1,4,,FarmForestAqua
64,633,23950,8,14,2,0,1,0,,FarmForestAqua
64,633,23950,8,14,1,1,1,3,,FarmForestAqua
64,633,23950,8,15,2,0,1,5,,FarmForestAqua
64,633,23950,8,15,3,1,0,7,,
64,633,23950,8,15,5,0,0,3,,
64,633,23950,8,15,4,0,0,4,,
64,633,23950,8,15,1,1,1,0,,FarmForestAqua
64,633,23962,5,13,1,0,0,2,,FarmForestAqua
64,633,23962,5,14,6,0,1,3,,
64,633,23962,5,14,5,1,1,3,,
64,633,23962,5,14,1,1,1,5,,FarmForestAqua
64,633,23962,5,14,4,0,0,0,,
64,633,23962,5,14,3,1,0,3,,
64,633,23962,5,14,2,0,1,5,,FarmForestAqua
64,633,23962,5,15,2,1,1,5,,FarmForestAqua
64,633,23962,5,15,4,0,1,5,,
64,633,23962,5,15,1,0,0,0,,FarmForestAqua
64,633,23962,5,15,3,1,1,6,,FarmForestAqua
64,634,24004,8,13,6,0,0,9,,
64,634,24004,8,13,3,1,0,12,,HomeBusiness
64,634,24004,8,13,2,0,1,5,,
64,634,24004,8,13,4,0,0,12,,
64,634,24004,8,13,1,1,1,9,,
64,634,24004,8,13,5,1,0,11,,HomeBusiness
64,634,24004,8,14,7,1,0,10,,
64,634,24004,8,14,4,0,0,12,,
64,634,24004,8,14,6,1,0,12,,
64,634,24004,8,14,1,1,1,12,,HomeBusiness
64,634,24004,8,14,5,0,0,12,,
64,634,24004,8,14,2,0,1,9,,HomeBusiness
64,634,24004,8,14,3,0,0,12,19715,StateRun
64,634,24004,8,15,2,0,0,10,22048,StateRun
64,634,24004,8,15,4,1,1,12,45233,HomeBusiness
64,634,24004,8,15,1,0,0,3,,
64,634,24004,8,15,3,0,1,9,5879,FarmForestAqua
64,635,24019,6,13,2,0,1,0,,FarmForestAqua
64,635,24019,6,13,4,1,0,0,,
64,635,24019,6,13,1,1,1,0,,FarmForestAqua
64,635,24019,6,13,5,0,0,0,,
64,635,24019,6,13,3,1,0,2,,
64,635,24019,6,14,2,0,1,0,,FarmForestAqua
64,635,24019,6,14,1,1,1,2,,FarmForestAqua
64,635,24019,6,15,1,0,0,0,,
64,635,24031,19,13,3,0,0,0,,
64,635,24031,19,13,2,0,1,9,,HomeBusiness
64,635,24031,19,13,1,1,1,9,,HomeBusiness
64,635,24031,19,14,4,1,0,5,,
64,635,24031,19,14,5,0,0,6,,
64,635,24031,19,14,1,1,1,3,,FarmForestAqua
64,635,24031,19,14,2,0,1,0,,FarmForestAqua
64,635,24031,19,14,3,1,0,9,,FarmForestAqua
64,635,24031,19,15,1,1,1,0,,FarmForestAqua
64,635,24031,19,15,2,0,1,0,,FarmForestAqua
64,635,24031,19,15,3,0,0,8,,FarmForestAqua
64,637,24076,9,13,3,1,0,11,,
64,637,24076,9,13,4,1,0,5,,
64,637,24076,9,13,2,0,1,16,35782,StateRun
64,637,24076,9,13,1,1,1,12,46194,Private
64,637,24076,9,14,5,0,0,4,,
64,637,24076,9,14,2,0,1,3,,HomeBusiness
64,637,24076,9,14,1,1,1,12,,HomeBusiness
64,637,24076,9,14,3,0,0,10,,
64,637,24076,9,14,4,0,0,7,,
64,637,24076,9,15,1,1,1,12,,HomeBusiness
64,637,24076,9,15,4,1,0,7,,
64,637,24076,9,15,5,1,0,5,,
64,637,24076,9,15,2,0,1,12,,FarmForestAqua
64,637,24085,4,13,1,1,0,7,14698,FarmForestAqua
64,637,24085,4,13,2,1,0,8,4899,FarmForestAqua
64,637,24085,4,14,2,1,1,8,17328,Private
64,637,24085,4,14,1,0,1,5,10082,FarmForestAqua
64,637,24085,4,14,3,1,0,2,,
64,637,24085,4,15,3,0,0,10,,HomeBusiness
64,637,24085,4,15,4,1,0,10,,FarmForestAqua
64,637,24085,4,15,2,0,1,9,,FarmForestAqua
64,637,24085,4,15,1,1,1,9,,FarmForestAqua
64,637,24103,2,13,4,1,0,1,,
64,637,24103,2,13,1,1,1,0,,FarmForestAqua
64,637,24103,2,13,2,0,1,0,,FarmForestAqua
64,637,24103,2,13,3,0,0,4,,
64,637,24103,2,14,1,1,1,0,,FarmForestAqua
64,637,24103,2,14,7,0,0,2,,
64,637,24103,2,14,5,1,0,0,1780,FarmForestAqua
64,637,24103,2,14,4,1,0,6,3338,FarmForestAqua
64,637,24103,2,14,3,1,0,2,5656,FarmForestAqua
64,637,24103,2,14,2,0,1,0,2875,FarmForestAqua
64,637,24103,2,14,6,0,0,3,,
64,637,24103,2,15,6,1,0,0,,
64,637,24103,2,15,3,0,0,6,,FarmForestAqua
64,637,24103,2,15,1,1,1,0,,FarmForestAqua
64,637,24103,2,15,5,0,0,3,,
64,637,24103,2,15,2,0,1,0,,FarmForestAqua
64,637,24103,2,15,4,1,0,4,,
64,638,24043,22,13,4,1,0,2,,
64,638,24043,22,13,3,0,0,12,,
64,638,24043,22,13,2,0,1,7,,FarmForestAqua
64,638,24043,22,13,1,1,1,9,,FarmForestAqua
64,638,24043,22,14,4,1,0,9,,FarmForestAqua
64,638,24043,22,14,2,0,1,8,,FarmForestAqua
64,638,24043,22,14,5,0,0,12,,
64,638,24043,22,14,3,1,0,12,,FarmForestAqua
64,638,24043,22,14,1,1,1,9,,FarmForestAqua
64,638,24043,22,15,1,1,1,4,,FarmForestAqua
64,638,24043,22,15,3,0,0,9,,
64,638,24043,22,15,2,0,1,2,,FarmForestAqua
64,638,24048,1,13,1,0,0,9,3833,StateRun
64,638,24048,1,14,1,1,1,12,,FarmForestAqua
64,638,24048,1,14,2,0,1,9,,FarmForestAqua
64,638,24048,1,15,4,0,0,12,,
64,638,24048,1,15,3,0,0,14,25038,StateRun
64,638,24048,1,15,1,1,1,9,,FarmForestAqua
64,638,24048,1,15,2,0,1,8,,FarmForestAqua
64,638,24058,3,13,2,0,1,0,,FarmForestAqua
64,638,24058,3,13,1,1,1,12,,FarmForestAqua
64,638,24058,3,14,3,0,0,0,,
64,638,24058,3,14,6,1,0,8,7853,FarmForestAqua
64,638,24058,3,14,2,0,1,12,,
64,638,24058,3,14,4,0,0,0,,
64,638,24058,3,14,1,1,1,7,18323,HomeBusiness
64,638,24058,3,15,4,0,0,3,,
64,638,24058,3,15,3,0,0,3,,
64,638,24058,3,15,2,0,1,6,,FarmForestAqua
64,638,24058,3,15,1,1,1,0,10224,FarmForestAqua
64,638,24058,3,15,6,0,0,0,,
64,639,23971,11,13,3,1,0,12,,FarmForestAqua
64,639,23971,11,13,4,0,0,9,,
64,639,23971,11,13,2,0,0,9,,FarmForestAqua
64,639,23971,11,13,1,0,0,9,13228,FarmForestAqua
64,639,23971,11,14,3,0,0,12,,FarmForestAqua
64,639,23971,11,14,1,1,1,9,,FarmForestAqua
64,639,23971,11,14,4,1,0,9,,
64,639,23971,11,14,7,1,0,5,,
64,639,23971,11,14,5,1,0,12,,
64,639,23971,11,14,2,0,1,9,,FarmForestAqua
64,639,23971,11,14,6,1,0,7,,
64,639,23971,11,15,1,0,1,12,,FarmForestAqua
64,639,23971,11,15,5,0,0,11,,
64,639,23971,11,15,3,1,0,5,,
64,639,23971,11,15,2,1,1,9,,FarmForestAqua
64,639,23971,11,15,4,1,0,9,,
64,639,23986,6,13,1,1,1,18,26376,StateRun
64,639,23986,6,13,2,0,1,18,20077,StateRun
64,639,23986,6,14,1,1,1,12,,HomeBusiness
64,639,23986,6,14,4,0,0,1,,
64,639,23986,6,14,5,0,0,0,,
64,639,23986,6,14,2,0,1,2,,FarmForestAqua
64,639,23986,6,14,3,0,0,7,,
64,639,23986,6,15,5,0,0,11,,
64,639,23986,6,15,1,1,1,12,,FarmForestAqua
64,639,23986,6,15,6,1,0,0,,
64,639,23986,6,15,2,0,1,5,,FarmForestAqua
64,639,23986,6,15,4,1,0,11,,
64,639,23986,6,15,3,0,0,12,,
66,643,24118,12,13,1,1,1,9,,Private
66,643,24118,12,13,2,0,1,5,,Private
66,643,24118,12,14,1,0,1,12,24100,Private
66,643,24118,12,14,2,0,0,5,,
66,643,24118,12,20,1,1,1,12,,FarmForestAqua
66,643,24118,12,20,3,1,0,12,,
66,643,24118,12,20,2,0,1,12,,FarmForestAqua
66,643,24124,13,13,3,1,1,12,,HomeBusiness
66,643,24124,13,13,2,0,1,4,,
66,643,24124,13,13,7,0,0,4,,
66,643,24124,13,13,5,0,0,12,,
66,643,24124,13,13,1,1,1,5,,
66,643,24124,13,13,4,0,1,7,,HomeBusiness
66,643,24124,13,14,2,1,0,12,,FarmForestAqua
66,643,24124,13,14,1,0,0,3,,
66,643,24124,13,15,1,1,1,12,,HomeBusiness
66,643,24124,13,15,3,1,0,10,,
66,643,24124,13,15,4,1,0,1,,
66,643,24124,13,15,2,0,1,11,,HomeBusiness
66,643,24133,5,13,3,0,0,9,,
66,643,24133,5,13,1,1,1,16,36640,StateRun
66,643,24133,5,13,2,0,1,9,,HomeBusiness
66,643,24133,5,15,4,1,0,10,,
66,643,24133,5,15,2,1,1,8,32900,HomeBusiness
66,643,24133,5,15,1,0,1,5,,FarmForestAqua
66,643,24133,5,15,3,1,0,10,19700,HomeBusiness
66,643,24133,5,19,2,0,1,8,,FarmForestAqua
66,643,24133,5,19,1,1,1,12,,FarmForestAqua
66,643,24136,33,13,2,1,1,12,24000,HomeBusiness
66,643,24136,33,13,3,0,0,6,,
66,643,24136,33,13,1,0,1,9,30500,StateRun
66,643,24136,33,14,1,1,1,16,255784,StateRun
66,643,24136,33,14,2,0,1,12,,
66,643,24136,33,15,1,1,1,16,123850,StateRun
66,643,24136,33,15,2,0,1,16,45310,StateRun
66,643,24145,5,13,3,1,0,12,,
66,643,24145,5,13,2,0,1,9,,HomeBusiness
66,643,24145,5,13,1,1,1,9,1400,StateRun
66,643,24145,5,13,4,0,0,12,,
66,643,24145,5,14,1,0,1,10,26360,StateRun
66,643,24145,5,14,3,1,0,11,,
66,643,24145,5,14,2,1,1,12,41440,StateRun
66,643,24145,5,14,4,0,0,5,,
66,643,24145,5,15,3,1,0,3,,
66,643,24145,5,15,1,1,1,12,,HomeBusiness
66,643,24145,5,15,2,0,1,12,21000,HomeBusiness
66,643,24148,16,13,1,1,1,12,,FarmForestAqua
66,643,24148,16,13,2,0,1,12,,FarmForestAqua
66,643,24148,16,13,4,0,0,12,,
66,643,24148,16,13,3,1,0,12,,
66,643,24148,16,13,5,1,0,3,,
66,643,24148,16,14,2,0,1,9,19200,FarmForestAqua
66,643,24148,16,14,5,1,0,1,,
66,643,24148,16,14,3,1,0,12,,
66,643,24148,16,14,1,1,1,12,30000,StateRun
66,643,24148,16,14,4,1,0,0,,
66,643,24148,16,19,2,1,1,16,56972,StateRun
66,643,24148,16,19,4,1,0,12,,
66,643,24148,16,19,3,1,0,16,48540,Private
