,tinh,huyen,xa,diaban,hoso,matv,age,male,married,yoeduc,income,sector
25058,68,673,24838,18,14,2,37,0,1,9,11156,HomeBusiness
28014,77,748,26563,2,13,1,34,1,1,16,46300,Private
12260,34,339,12610,3,14,2,28,1,1,12,26211,HomeBusiness
28387,79,760,26758,21,19,3,30,0,0,12,30802,StateRun
31228,83,837,29182,13,14,1,42,0,0,18,48807,StateRun
19263,49,517,20965,17,15,3,20,0,0,10,19520,Private
24141,66,651,24373,1,15,2,31,0,1,2,18465,HomeBusiness
301,1,6,199,6,19,1,39,1,1,16,64709,StateRun
11894,33,330,12214,1,14,1,51,1,1,9,14298,HomeBusiness
18170,46,483,20179,5,14,3,23,0,0,12,16109,StateRun
29555,80,794,27685,5,20,1,35,0,0,12,42570,Foreign
25131,68,676,24898,7,13,4,25,0,1,7,12326,Private
27222,75,731,26050,31,15,1,41,0,0,12,29285,StateRun
16146,40,431,18049,2,14,1,47,1,1,7,58570,Foreign
27093,75,731,26008,17,15,5,24,1,1,7,27594,Foreign
28429,79,762,26794,62,13,2,27,1,1,16,71235,Foreign
19937,52,540,21550,25,13,5,30,1,1,12,29762,StateRun
21652,58,582,22747,16,15,2,34,0,1,9,29484,HomeBusiness
6411,19,164,5479,12,15,3,19,0,0,12,779,HomeBusiness
26949,74,724,25960,84,20,2,21,0,1,12,31501,Foreign
16935,44,455,19114,9,14,3,28,1,0,14,4256,Collective
23481,64,632,23888,4,13,1,46,1,1,0,17757,StateRun
18442,48,492,20254,16,19,2,37,1,1,9,33005,HomeBusiness
6302,17,158,5389,1,13,1,50,1,1,8,37500,FarmForestAqua
33250,89,887,30391,14,15,5,26,0,1,9,2678,HomeBusiness
18640,48,495,20314,9,14,3,27,1,0,9,21600,HomeBusiness
16797,44,453,18973,8,15,1,44,1,1,9,8327,StateRun
33810,91,899,30745,39,13,1,56,1,1,16,85260,StateRun
10609,30,295,10897,8,15,1,39,1,1,9,16808,HomeBusiness
28752,79,766,27001,17,20,1,19,0,0,10,22923,FarmForestAqua
30193,82,815,28270,28,14,4,20,0,0,12,28705,HomeBusiness
30670,82,822,28630,15,14,4,18,0,0,5,20308,Private
247,1,5,172,36,14,1,47,0,1,12,49488,StateRun
13701,36,365,14185,21,14,1,50,1,1,9,12424,FarmForestAqua
14129,37,375,14608,8,15,1,51,1,1,9,20972,Private
12690,35,347,13288,16,14,3,36,0,0,14,12414,StateRun
26992,74,725,25978,8,19,2,43,1,1,5,31386,Private
15793,40,425,17440,8,20,1,44,1,1,12,17078,HomeBusiness
34590,92,918,31168,12,19,3,21,1,0,8,5460,HomeBusiness
30799,83,829,28759,3,13,1,27,1,1,8,45782,HomeBusiness
31681,84,848,29431,7,14,3,19,0,0,6,15065,FarmForestAqua
8338,24,221,7708,1,13,1,50,1,1,12,13676,Collective
22036,58,589,22903,4,14,5,27,0,1,12,21255,StateRun
20978,54,564,22261,22,14,1,55,1,1,16,4039,StateRun
29933,80,804,28048,3,13,1,52,1,1,3,34380,Private
17607,46,474,19747,7,13,2,37,0,1,12,20804,StateRun
12156,34,336,13108,10,13,4,27,0,1,12,25334,Foreign
1652,2,24,691,3,13,4,23,0,0,14,17621,StateRun
2590,6,58,1834,4,13,2,35,0,1,16,25018,StateRun
17390,45,466,19531,6,15,1,50,1,1,12,44072,StateRun
29072,79,774,27316,18,13,3,33,1,1,3,41686,HomeBusiness
4875,14,116,3646,12,15,1,50,0,1,16,57687,StateRun
11645,33,325,11995,13,15,3,30,1,1,9,32250,Private
34674,92,923,31210,14,15,2,34,1,0,2,33250,Private
27086,75,731,26005,28,14,1,43,1,1,12,51086,Foreign
24887,67,667,24746,11,13,2,32,0,1,12,28568,StateRun
9943,27,260,9337,4,15,1,72,1,1,9,1387,StateRun
27834,75,742,26500,31,13,3,30,1,0,0,34086,Foreign
3493,10,80,2647,18,15,2,31,1,1,16,32959,StateRun
10133,27,262,9445,14,14,1,30,1,1,7,15971,HomeBusiness
21997,58,588,22849,5,14,3,19,1,0,0,9071,FarmForestAqua
27990,77,748,26548,12,13,2,28,0,1,9,30000,HomeBusiness
11824,33,329,12142,13,13,2,34,0,1,12,11025,Foreign
9440,26,249,8962,1,13,1,44,1,1,9,26900,StateRun
32214,86,861,29815,15,19,2,27,1,0,12,33814,Private
20849,54,562,22252,19,14,1,61,1,0,14,10000,Private
6579,19,169,5659,34,15,2,54,1,1,12,4314,StateRun
14568,38,391,15199,9,14,2,33,0,1,5,8402,FarmForestAqua
8990,25,237,8533,10,14,1,36,1,1,8,9750,HomeBusiness
32715,87,873,30115,4,13,2,23,1,0,10,31391,HomeBusiness
35981,95,954,31819,27,15,1,53,1,1,2,17704,Private
16952,44,455,19129,5,15,4,15,0,0,9,5679,Private
20434,52,549,21934,15,14,2,20,0,0,7,24335,HomeBusiness
19922,51,535,21538,6,15,1,37,0,1,12,44162,StateRun
16398,42,443,18436,4,15,2,48,0,1,12,28204,StateRun
29132,79,775,27370,17,15,1,51,0,0,3,21816,Foreign
36487,96,964,32014,41,13,1,31,1,0,16,73053,Private
8328,24,221,7690,9,14,2,38,0,0,6,6250,HomeBusiness
12973,35,352,13516,11,13,1,42,1,1,9,10246,FarmForestAqua
29299,79,778,27475,36,13,4,21,0,0,12,8189,FarmForestAqua
23981,66,647,24244,2,13,6,24,0,0,16,17500,StateRun
32340,86,863,29800,15,14,1,69,0,0,3,2598,HomeBusiness
12343,34,340,12733,1,13,3,27,0,0,16,9309,StateRun
5150,14,122,3946,5,14,4,23,0,1,12,25990,StateRun
17997,46,480,19996,5,15,2,40,0,1,5,8627,HomeBusiness
8563,25,227,7912,3,15,1,40,0,1,12,22100,StateRun
191,1,4,139,50,19,2,29,1,0,12,61862,StateRun
33388,89,889,30475,20,14,2,60,0,1,2,4457,FarmForestAqua
12764,35,349,13342,7,13,3,25,0,1,9,13522,Foreign
35221,93,934,31435,15,19,1,57,0,0,1,2936,FarmForestAqua
7389,22,193,6700,1,15,1,41,1,1,16,39000,StateRun
7505,22,195,6784,31,14,3,30,1,1,12,56400,StateRun
25842,70,695,25375,3,14,1,30,1,1,8,11574,Private
30689,82,823,28660,19,13,3,19,1,0,3,6791,HomeBusiness
8047,24,217,7405,6,15,1,43,1,1,7,21015,HomeBusiness
12701,35,347,13297,17,13,2,46,1,1,16,53569,StateRun
22800,62,610,23353,13,13,3,28,1,0,10,17907,Private
34491,92,916,31147,4,15,3,23,0,0,16,10412,StateRun
32805,87,874,30160,2,13,5,16,1,0,6,3148,FarmForestAqua
8967,25,237,8498,15,15,3,28,1,1,16,26200,StateRun
23759,66,643,24133,5,15,3,26,1,0,10,19700,HomeBusiness
13593,36,363,14068,9,14,1,33,1,1,9,36670,HomeBusiness
35146,93,934,31405,29,14,4,20,1,0,1,8772,FarmForestAqua
1551,1,280,10351,1,14,3,29,1,0,7,16260,HomeBusiness
32431,87,867,29911,35,14,1,42,1,1,6,25395,Private
10129,27,262,9439,9,15,2,30,0,1,3,6230,HomeBusiness
32134,86,860,29740,1,14,5,22,0,0,11,18388,Foreign
10485,30,292,10732,5,14,3,19,0,0,12,22546,Foreign
18282,48,491,20218,5,19,4,26,1,0,16,22300,StateRun
28588,79,764,26896,17,13,1,33,1,1,16,60600,StateRun
508,1,8,337,29,14,6,19,0,0,12,9135,HomeBusiness
9774,27,258,9193,4,15,3,20,1,0,12,2040,HomeBusiness
31663,84,847,29410,19,15,3,27,0,1,4,4733,FarmForestAqua
17893,46,478,19930,12,14,2,29,0,1,12,30594,HomeBusiness
8007,24,216,7360,1,15,1,29,1,1,12,24701,HomeBusiness
15342,40,413,16726,9,20,1,40,1,1,12,45569,StateRun
35931,94,951,31687,21,13,1,53,0,1,4,6506,FarmForestAqua
56,1,1,28,20,15,3,43,0,1,12,26459,Private
598,1,16,397,2,14,4,27,0,1,12,24012,Foreign
16566,42,446,18673,12,14,2,51,0,1,14,38430,StateRun
21953,58,587,22888,10,15,1,39,1,1,10,10082,HomeBusiness
15891,40,426,17584,2,19,1,44,1,1,9,29588,FarmForestAqua
12420,34,341,12874,7,13,2,39,0,1,9,10263,HomeBusiness
15768,40,425,17401,3,15,1,51,1,1,9,8047,StateRun
30681,82,822,28639,5,14,1,56,1,1,16,40988,StateRun
30447,82,820,28450,15,13,5,30,0,0,6,18514,HomeBusiness
8629,25,230,7990,6,13,1,39,1,1,9,17500,FarmForestAqua
29742,80,800,27877,6,13,1,34,1,1,9,14827,HomeBusiness
28592,79,764,26896,17,14,2,55,1,1,16,60800,Private
35650,94,946,31648,9,13,1,41,1,1,5,6296,FarmForestAqua
9959,27,260,9355,3,13,4,19,1,0,12,3548,Foreign
11821,33,328,12130,4,20,3,21,0,1,12,25597,Private
1524,1,280,10294,4,14,1,39,1,1,12,18065,HomeBusiness
13837,37,369,14335,16,13,1,47,0,1,12,36733,StateRun
15871,40,426,17563,4,15,5,27,0,1,12,19501,StateRun
26901,74,724,25945,18,14,2,34,0,1,7,32848,Foreign
8908,25,236,8440,6,19,3,27,0,1,12,10800,StateRun
33201,89,886,30367,11,15,1,41,1,1,3,4078,FarmForestAqua
26194,72,708,25609,13,14,3,16,0,0,8,6355,HomeBusiness
28895,79,770,27124,9,14,2,25,0,1,9,26564,HomeBusiness
4886,14,116,3679,7,13,1,37,1,1,6,26149,HomeBusiness
5288,14,125,4105,14,14,2,52,1,1,12,54643,StateRun
26674,74,721,25840,10,13,2,17,0,0,9,34273,Foreign
12731,35,347,13315,14,14,2,22,0,0,12,36731,HomeBusiness
6968,20,181,6115,3,14,2,25,0,1,12,31444,StateRun
12750,35,349,13333,4,14,4,18,0,0,9,6515,HomeBusiness
33655,89,893,30652,36,13,1,50,1,1,11,30171,HomeBusiness
32501,87,869,29938,9,14,2,60,0,1,2,2984,FarmForestAqua
29454,79,784,27592,34,19,2,37,1,1,6,49505,HomeBusiness
6783,19,172,5896,1,14,1,37,1,0,4,8217,HomeBusiness
11002,31,304,11359,12,15,3,40,1,0,9,48535,HomeBusiness
28684,79,765,26947,20,14,1,46,1,1,10,48089,Foreign
7313,22,193,6652,10,14,1,45,1,1,12,74000,StateRun
974,1,268,9547,6,15,5,26,0,1,16,27105,StateRun
23207,64,622,23602,19,13,1,42,1,1,7,33936,HomeBusiness
19796,51,533,21430,15,13,1,44,1,1,9,88164,Private
23142,64,622,23569,12,15,4,33,1,1,16,29744,StateRun
5949,17,151,4915,10,14,2,17,0,0,9,10800,FarmForestAqua
11529,31,316,11884,2,13,1,42,1,1,12,21509,HomeBusiness
13715,36,365,14200,13,20,1,60,1,1,5,28500,HomeBusiness
10921,31,303,11302,26,15,1,64,1,1,9,4032,StateRun
26608,74,720,25798,8,14,2,46,0,1,2,20080,StateRun
23229,64,623,23620,1,19,2,27,0,1,16,26373,StateRun
649,1,16,448,4,13,3,26,1,0,16,20778,StateRun
9035,25,238,8611,11,15,1,41,0,1,9,17730,Foreign
12911,35,351,13471,1,14,2,36,0,1,9,8682,HomeBusiness
10461,30,292,10714,14,13,3,23,0,0,14,17032,StateRun
18269,48,491,20215,4,15,3,28,0,1,12,24700,Private
33665,89,893,30658,39,13,2,26,0,1,3,20351,HomeBusiness
18247,48,491,20209,16,13,5,27,0,1,12,27380,Foreign
31885,86,855,29566,11,13,1,42,0,0,4,9166,HomeBusiness
9894,27,259,9298,5,13,3,23,0,0,12,25975,Foreign
28985,79,772,27214,7,15,3,27,1,0,12,31633,HomeBusiness
3503,10,80,2653,15,14,2,44,0,1,12,77135,StateRun
27298,75,732,26095,23,15,4,39,0,0,9,18955,FarmForestAqua
34876,92,927,31258,21,14,3,38,1,1,3,26400,FarmForestAqua
117,1,3,91,6,13,3,33,1,1,12,74198,StateRun
11459,31,315,11767,7,20,1,48,1,1,9,10334,HomeBusiness
28548,79,764,26876,1,20,1,30,0,0,18,94161,Private
28319,77,754,26719,19,14,2,35,1,1,16,83000,Foreign
28868,79,769,27088,7,19,2,22,0,0,16,45986,Private
26353,72,710,25675,3,15,2,26,1,0,0,14052,HomeBusiness
21683,58,582,22765,9,15,2,44,1,1,16,44218,StateRun
19546,51,527,21208,6,14,2,31,0,1,7,11359,HomeBusiness
35734,94,947,31729,6,14,3,25,1,1,6,9161,Private
27016,74,725,25990,15,13,1,31,0,1,12,45490,Foreign
13632,36,364,14116,3,13,3,27,1,0,12,20804,HomeBusiness
3432,8,76,2602,4,20,3,24,1,1,12,30300,HomeBusiness
10860,30,300,11248,13,13,2,35,0,1,6,6897,HomeBusiness
20633,54,557,22053,26,13,3,12,0,0,6,2257,HomeBusiness
26104,72,706,25546,16,13,3,24,1,0,4,8652,FarmForestAqua
25570,70,690,25336,11,15,1,40,0,1,5,17367,FarmForestAqua
18206,48,490,20198,9,14,1,38,1,1,14,60760,StateRun
5097,14,121,3856,3,13,1,41,0,1,14,36706,StateRun
6383,19,164,5461,2,19,3,28,1,1,5,17092,HomeBusiness
7105,20,185,6346,1,13,1,57,1,1,16,51016,StateRun
12939,35,351,13489,14,14,5,24,1,1,12,22927,Private
11536,31,316,11884,2,15,2,27,0,1,12,18114,Private
33302,89,888,30433,4,14,1,42,1,1,5,14344,HomeBusiness
35220,93,934,31435,15,15,1,43,1,1,14,43207,StateRun
2608,6,58,1837,5,20,1,34,0,1,16,33623,StateRun
9741,27,256,9244,6,13,2,35,0,1,9,21294,HomeBusiness
7715,22,203,7015,9,15,2,60,1,1,10,10500,Private
14992,38,401,16102,5,15,3,28,1,1,12,14971,StateRun
10321,30,290,10546,25,14,2,46,1,1,12,88745,StateRun
32065,86,859,29686,4,14,3,47,1,1,2,4469,FarmForestAqua
20298,52,547,21850,1,14,2,53,0,1,6,6740,FarmForestAqua
10145,27,263,9454,8,15,2,34,0,1,5,10833,HomeBusiness
27303,75,732,26095,23,15,12,15,0,0,8,15659,FarmForestAqua
6764,19,172,5875,23,15,2,24,1,1,9,19728,HomeBusiness
19212,49,514,20881,8,15,1,43,1,1,9,25210,FarmForestAqua
21275,56,570,22444,2,14,4,17,0,0,9,13857,HomeBusiness
28893,79,770,27124,9,13,3,35,0,1,16,52525,Private
16850,44,454,19045,13,13,1,53,1,1,9,23124,Private
28216,77,752,26665,6,14,4,18,1,0,7,27000,HomeBusiness
1572,1,281,10408,2,13,1,45,0,1,12,7183,StateRun
13121,35,353,13618,11,14,1,45,1,1,9,21654,HomeBusiness
5290,14,125,4105,14,15,1,35,0,1,12,30220,StateRun
27959,77,747,26539,12,14,2,33,0,1,12,24500,Private
31622,84,847,29389,14,14,5,28,1,1,16,25986,StateRun
28576,79,764,26887,25,13,3,36,1,1,5,36355,HomeBusiness
23212,64,622,23602,19,14,2,44,1,1,12,32648,HomeBusiness
11365,31,312,11626,6,15,5,19,1,0,11,21205,StateRun
25232,68,678,24964,2,15,1,30,1,1,9,17700,FarmForestAqua
17194,45,461,19342,5,15,2,26,1,0,12,14482,HomeBusiness
6304,17,158,5389,1,14,1,43,1,1,9,14300,HomeBusiness
23498,64,632,23905,5,14,4,27,1,0,9,21257,HomeBusiness
5838,15,141,4756,16,14,3,28,1,1,3,31107,HomeBusiness
27064,75,731,26002,15,13,2,60,0,0,3,9887,FarmForestAqua
19701,51,532,21364,7,14,5,23,0,1,10,12465,Private
32034,86,858,29656,7,13,3,29,1,0,10,14638,HomeBusiness
1656,2,24,691,3,14,4,28,0,1,12,38500,StateRun
35107,93,933,31384,17,19,2,43,0,1,0,7345,FarmForestAqua
23521,64,632,23924,3,14,3,30,0,0,3,9880,FarmForestAqua
17573,45,470,19729,7,13,3,27,0,1,12,16686,StateRun
30894,83,831,28861,1,14,3,24,1,1,7,38236,HomeBusiness
10021,27,261,9385,11,13,4,22,0,1,12,27922,Private
32032,86,858,29656,7,13,2,50,0,1,12,38548,StateRun
31939,86,857,29593,1,14,2,25,0,1,10,15454,Foreign
13395,36,360,13879,6,15,2,19,0,0,5,11359,HomeBusiness
25180,68,677,24934,15,13,3,25,0,0,4,10782,Foreign
2074,2,34,1171,2,13,3,29,1,1,12,950,StateRun
29497,79,785,27622,10,14,3,23,1,0,9,23633,HomeBusiness
29191,79,776,27415,7,19,3,23,0,0,7,35250,HomeBusiness
536,1,9,349,7,15,1,39,1,1,14,231233,Private
31189,83,836,29149,18,14,1,42,1,1,6,25489,Private
28412,79,761,26782,6,14,3,23,0,1,12,47804,Private
17396,45,466,19546,7,14,2,34,0,1,8,22681,HomeBusiness
22111,60,593,22945,11,13,1,48,0,1,7,18300,StateRun
33590,89,893,30628,10,14,4,24,0,0,14,25408,StateRun
29225,79,777,27436,23,15,1,27,1,1,14,50593,StateRun
28776,79,767,27016,28,14,1,59,1,1,16,73732,StateRun
1269,1,275,9910,3,14,3,29,1,1,14,19443,Private
27252,75,731,26371,14,15,1,52,0,0,7,6182,FarmForestAqua
18028,46,480,20014,11,19,7,24,1,1,5,19860,HomeBusiness
28942,79,771,27172,22,13,4,26,0,1,12,35672,Private
20919,54,563,22312,23,14,3,25,1,0,5,11000,FarmForestAqua
33960,91,903,30844,24,13,1,48,1,1,5,21382,HomeBusiness
19751,51,532,21394,9,13,5,24,1,1,9,5067,FarmForestAqua
20628,54,557,22053,5,14,1,81,1,1,4,1355,FarmForestAqua
22001,58,588,22849,5,15,8,25,1,1,3,12092,HomeBusiness
31865,86,855,29554,12,13,2,35,0,1,16,21898,Private
3452,8,76,2620,5,14,1,33,1,1,9,37779,HomeBusiness
34518,92,917,31153,11,15,6,29,1,0,9,23250,HomeBusiness
9366,26,248,8914,20,15,2,33,1,1,9,28785,HomeBusiness
12243,34,338,12583,8,15,3,25,1,0,14,24707,StateRun
28301,77,754,26704,8,14,2,35,1,0,12,49336,Private
26603,74,720,25798,8,14,5,23,1,1,3,22219,FarmForestAqua
33526,89,891,30574,6,15,3,19,1,1,8,17004,HomeBusiness
27889,77,747,26521,17,15,2,24,0,0,16,22400,StateRun
22381,60,597,23092,1,14,2,47,1,1,0,8000,FarmForestAqua
15379,40,415,16741,12,14,1,43,1,1,5,3244,HomeBusiness
15315,40,412,16687,7,19,1,33,0,1,16,20197,Private
8957,25,237,8498,15,13,3,36,1,1,16,43500,StateRun
27209,75,731,26041,15,19,3,30,1,0,8,25240,HomeBusiness
27343,75,734,26116,17,15,1,49,0,0,12,56232,StateRun
30985,83,833,28951,19,14,1,41,1,1,6,14381,HomeBusiness
22017,58,588,22856,7,14,1,45,1,1,0,10584,FarmForestAqua
20743,54,559,22147,1,13,5,17,1,0,10,2019,FarmForestAqua
34583,92,917,31162,46,15,1,48,1,0,12,38464,Private
24046,66,648,24280,11,14,4,19,0,0,12,10020,HomeBusiness
26874,74,723,25939,1,14,2,28,0,1,0,20758,Foreign
19978,52,540,21571,5,13,1,43,1,1,12,86165,StateRun
3185,8,73,2356,16,13,3,21,1,0,12,17074,Private
3144,8,73,2308,11,15,1,47,1,1,9,21049,Private
15203,38,406,16528,3,14,1,35,1,1,12,12509,HomeBusiness
14981,38,400,16081,7,15,1,47,1,1,9,25231,HomeBusiness
20443,52,549,21940,15,19,2,36,0,1,9,17978,HomeBusiness
25214,68,678,24958,23,14,6,30,1,1,14,34068,HomeBusiness
34631,92,919,31186,10,14,4,30,0,0,12,40440,Private
32358,87,866,29872,2,13,4,25,1,1,8,9957,Private
20936,54,563,22321,3,13,2,46,0,1,6,13300,FarmForestAqua
36288,95,959,31960,19,14,8,25,0,1,5,12790,FarmForestAqua
25905,70,696,25408,17,19,2,14,0,0,8,1010,HomeBusiness
11630,33,325,11986,14,15,3,28,0,1,12,26853,Foreign
18411,48,492,20246,28,14,1,37,1,1,16,187193,StateRun
30581,82,821,28558,11,15,1,35,1,1,1,3959,FarmForestAqua
13932,37,372,14416,6,15,3,24,1,1,12,7114,HomeBusiness
31330,83,838,28948,3,13,2,34,0,1,4,4173,FarmForestAqua
11723,33,327,12052,22,13,2,28,0,1,12,12537,Private
35966,95,954,31816,26,14,1,51,1,1,9,5739,StateRun
11394,31,313,11665,18,19,2,30,0,1,9,18396,Private
10187,27,264,9496,6,13,1,47,1,1,9,10635,Private
23833,66,643,24166,13,15,1,52,0,0,9,1800,HomeBusiness
19005,49,508,20620,10,15,3,21,1,0,7,19781,HomeBusiness
27726,75,741,26425,12,14,2,42,0,1,4,37278,Private
13557,36,363,14038,12,15,1,47,1,1,9,31130,HomeBusiness
29273,79,777,27457,3,15,2,49,1,1,12,100590,StateRun
7308,22,193,6652,10,13,4,33,1,1,16,107741,StateRun
31626,84,847,29389,14,15,1,36,1,1,14,36264,StateRun
12235,34,338,12565,11,15,1,31,1,1,12,20437,HomeBusiness
32673,87,873,30088,30,13,3,23,0,0,9,24872,Private
33025,89,883,30283,28,15,3,34,1,0,12,63267,StateRun
22781,62,608,23326,14,14,1,32,1,1,8,21854,StateRun
20784,54,560,22171,6,14,1,26,1,1,12,9216,StateRun
11502,31,316,11836,10,14,1,27,1,1,9,17674,HomeBusiness
32597,87,871,30031,8,15,4,24,0,0,12,19779,StateRun
20128,52,543,21685,7,13,2,58,1,1,16,59941,StateRun
14574,38,391,15223,6,13,1,36,1,1,5,11240,FarmForestAqua
22798,62,610,23353,13,13,5,26,1,0,12,19979,Private
34769,92,924,31252,3,13,3,51,0,1,3,10683,FarmForestAqua
27630,75,739,26353,5,13,1,52,0,0,6,14733,StateRun
1923,2,30,970,7,14,4,18,0,0,7,10778,HomeBusiness
10555,30,294,10825,8,13,1,47,1,1,12,22636,HomeBusiness
16900,44,454,19093,7,13,1,46,1,1,9,20813,HomeBusiness
26120,72,707,25558,1,14,1,42,1,1,5,7412,FarmForestAqua
19105,49,513,20791,22,13,4,24,1,0,9,33256,Private
19271,49,517,20971,7,13,1,45,1,1,9,22321,HomeBusiness
13412,36,360,13885,15,14,2,41,0,1,9,15151,HomeBusiness
35797,94,949,31780,15,14,1,56,1,1,5,34752,Private
8355,24,221,7720,8,14,6,24,1,1,12,12280,HomeBusiness
7747,22,205,7072,15,14,2,28,1,1,12,46100,StateRun
35292,93,936,31471,12,15,2,50,1,1,12,57728,StateRun
28665,79,765,26929,10,15,1,40,1,1,16,119298,StateRun
23161,64,622,23579,2,13,3,38,0,0,9,37370,HomeBusiness
32380,87,866,29884,25,14,3,21,1,0,10,39994,Private
28390,79,761,26767,10,13,2,35,0,1,16,74233,StateRun
10980,31,304,11338,23,14,1,30,1,1,16,114483,Private
13428,36,361,13912,16,13,1,45,1,1,9,35475,HomeBusiness
11731,33,327,12058,3,13,1,42,1,1,12,57543,HomeBusiness
11312,31,312,11581,10,15,3,33,0,0,9,18685,HomeBusiness
9391,26,249,8935,15,14,3,25,1,0,12,37100,Private
36209,95,958,31906,15,15,2,38,1,1,2,24580,Private
2136,2,35,1237,10,14,1,37,1,1,16,13320,StateRun
35646,94,945,31636,7,15,4,27,0,1,5,482,FarmForestAqua
2538,4,52,1726,6,14,2,39,0,1,12,20626,StateRun
35289,93,936,31471,12,14,3,18,1,0,9,15201,HomeBusiness
12382,34,340,12781,5,14,1,38,1,1,9,40843,StateRun
509,1,8,337,29,15,2,68,1,1,23,7804,Private
10415,30,291,10639,16,15,3,17,0,0,10,3869,Foreign
13077,35,353,13588,6,14,1,28,1,1,7,24058,HomeBusiness
9145,26,243,8725,7,13,2,24,0,1,12,28360,Foreign
14031,37,373,14521,3,15,1,42,1,1,12,13652,HomeBusiness
14389,38,385,14878,6,14,1,54,1,1,9,24374,StateRun
7333,22,193,6664,3,14,3,27,0,1,14,22500,StateRun
28581,79,764,26887,25,14,3,29,0,0,12,42106,HomeBusiness
8111,24,218,7480,11,14,3,22,1,0,10,23277,Private
12177,34,338,12496,2,13,2,33,0,1,5,7600,HomeBusiness
29419,79,784,27574,3,15,7,27,0,0,9,18551,Private
20760,54,559,22153,12,14,2,26,0,1,12,4180,StateRun
9811,27,258,9208,9,14,1,46,1,1,9,22591,HomeBusiness
15571,40,420,17071,14,14,2,50,1,1,16,33561,StateRun
30192,82,815,28270,28,14,2,46,0,1,9,19599,HomeBusiness
2510,4,51,1690,14,13,3,37,0,1,12,29407,StateRun
5754,15,140,4672,5,13,2,47,1,1,5,5816,HomeBusiness
32947,87,877,30247,10,13,4,25,1,0,12,28990,Private
25263,68,678,24989,4,13,6,25,1,1,3,11888,FarmForestAqua
26622,74,720,25804,3,15,2,56,0,1,7,13361,StateRun
18534,48,493,20278,13,14,7,24,0,1,12,6000,HomeBusiness
26937,74,724,25957,13,14,3,27,1,0,4,43588,HomeBusiness
18251,48,491,20209,16,14,2,57,1,1,5,34500,HomeBusiness
28610,79,765,26905,11,14,3,31,0,0,6,43589,Private
13172,36,356,13648,29,14,1,41,1,1,16,46880,StateRun
13177,36,356,13648,29,15,3,28,1,0,14,42760,StateRun
31854,86,855,29545,4,15,1,46,0,0,3,19155,FarmForestAqua
11647,33,325,12004,9,13,3,32,1,0,12,64778,HomeBusiness
36565,96,966,32056,21,15,2,30,0,1,8,2697,FarmForestAqua
33970,91,903,30844,24,19,3,26,0,1,12,19438,HomeBusiness
24761,67,665,24721,10,13,1,37,1,1,9,8720,FarmForestAqua
371,1,7,259,7,13,4,26,1,0,12,34018,HomeBusiness
12229,34,338,12565,11,14,2,36,1,1,9,18284,Private
8984,25,237,8521,5,14,2,39,0,1,7,15360,FarmForestAqua
27145,75,731,26020,39,19,1,34,1,1,9,55010,Private
25861,70,695,25390,5,15,1,40,0,1,14,46603,StateRun
24707,67,664,24688,1,13,1,37,1,1,6,56930,FarmForestAqua
28278,77,753,26692,35,13,1,40,0,0,7,29700,FarmForestAqua
14946,38,400,16030,8,13,5,23,0,1,3,9094,Foreign
29308,79,778,27475,36,20,4,19,1,0,12,21054,StateRun
21483,56,572,22597,10,13,4,22,0,0,2,19549,HomeBusiness
21620,58,582,22741,26,14,1,29,1,1,16,47980,Private
29806,80,802,27931,25,15,5,25,0,1,16,32109,StateRun
31660,84,847,29410,19,15,6,29,1,1,2,6627,FarmForestAqua
23494,64,632,23888,4,15,1,30,0,0,0,9704,FarmForestAqua
26607,74,720,25798,8,14,3,21,1,0,5,19506,FarmForestAqua
29481,79,785,27613,17,14,3,18,1,0,8,31967,Private
35899,94,951,31672,17,14,1,58,1,1,0,1929,FarmForestAqua
15008,38,401,16153,8,14,3,15,0,0,8,7191,HomeBusiness
925,1,250,8980,2,14,2,36,0,0,8,19041,HomeBusiness
31625,84,847,29389,14,15,2,30,0,1,16,36421,StateRun
28439,79,762,26797,82,19,1,26,0,1,8,28288,Foreign
27838,75,742,26500,31,15,1,49,1,1,12,21023,StateRun
2484,4,51,1657,7,13,2,46,0,1,14,52316,StateRun
21465,56,572,22579,10,15,4,31,1,1,16,27632,StateRun
3093,8,72,2275,4,14,2,48,1,1,12,40955,StateRun
21288,56,570,22453,8,14,1,38,1,1,8,27720,HomeBusiness
34756,92,924,31243,1,13,2,36,0,1,8,10554,FarmForestAqua
4766,12,110,3619,9,14,3,27,1,0,12,20384,StateRun
35813,94,950,31783,10,14,1,45,1,1,6,22632,HomeBusiness
29838,80,802,27967,15,19,4,24,0,1,8,32975,Foreign
18929,49,507,20579,4,13,3,25,1,0,12,24932,Private
3430,8,76,2602,4,20,1,44,1,1,9,22000,HomeBusiness
31940,86,857,29593,1,14,3,24,1,1,6,16364,Foreign
888,1,20,658,4,14,2,41,0,1,10,27086,HomeBusiness
2824,6,63,1993,3,19,1,52,0,0,16,34679,StateRun
17108,44,457,19267,4,14,4,22,0,0,9,9463,HomeBusiness
7323,22,193,6658,31,14,2,27,1,0,12,27000,StateRun
28579,79,764,26887,25,14,2,28,0,1,12,64211,Private
10308,30,288,10669,1,19,2,38,0,1,9,28077,FarmForestAqua
17891,46,478,19930,12,13,4,29,0,1,12,33439,StateRun
18727,49,502,20362,12,14,2,31,0,1,9,9216,Private
32355,87,866,29872,2,13,3,22,0,1,12,8991,Private
