,Year,CodePro,province,lFDI,lFDI1,GDP,Skill,Wage,Entrycost,Landaccess,Transparency,Timecost,Informalcharge,LaborPolicy,Lawandorder,Participation,Transparent,Accountability,Corruption,Procedure,Provision,Export,Labor,GE,lGDP
267,2015,30,Lào Cai,0.0,0.97455966,27069.2569158,25.06426,1662.0,8.643467903137207,5.849024295806885,6.885562896728516,6.6631364822387695,4.51234245300293,5.838980674743652,6.330606937408447,4.49775505065918,5.941654205322266,5.9914469718933105,5.1970672607421875,6.982028484344482,7.119742393493652,8110.8,422.5,10897.255691921,10.206153931762422
268,2016,30,Lào Cai,3.3442745,0.0,30045.916350000003,24.981377,1856.0,8.654119491577148,5.659459590911865,7.019112586975098,6.4208149909973145,5.348489761352539,6.2105207443237305,6.8643341064453125,5.732814311981201,5.893988609313965,4.894874095916748,5.335684299468994,6.831310272216797,7.0340399742126465,9143.225,432.8,11445.428995816002,10.31048203555406
269,2017,30,Lào Cai,2.9493127,3.3442745,35553.28,29.403524,2050.0,7.374783992767334,6.408992767333984,6.343939304351807,6.118129253387451,5.571991443634033,6.5609660148620605,6.316833972930908,5.212238311767578,5.875539302825928,5.562258720397949,6.534048080444336,6.809719562530518,7.002959251403809,13572.33,436.9,7428.995,10.478787695391603
272,2011,31,Lâm Đồng,1.4816046,3.2228677,31167.359375,22.991003,1552.5,8.374723,6.254062,5.966767,5.327551,6.373457,3.937427,5.946957,5.251161,4.603978,5.531252,5.025381,7.174689,6.630703,5340.7865,689.1,7003.962423205,10.347126652297504
273,2012,31,Lâm Đồng,3.6674004,1.4816046,43684.481,24.797335,1848.0,6.715283,6.142976,5.3396,6.295998,5.71969,5.012149,3.849518,5.560361,5.564467,5.603383,5.943358,7.12451,6.993646,6009.455,720.4,7984.936369062,10.684748192153437
274,2013,31,Lâm Đồng,1.973782,3.6674004,46861.676,28.108585,2173.5,7.298768,6.288515,6.118277,5.140977,6.102592,5.267458,6.293357,5.560361,5.564467,5.603383,5.943358,7.12451,6.993646,6072.157999999999,722.2,8322.039718024002,10.754955477534017
275,2014,31,Lâm Đồng,3.3333592,1.973782,50687.399,24.718534,2499.0,8.447118759155273,5.792072296142578,6.434968948364258,5.769533634185791,5.154280662536621,5.860717296600342,5.323097229003906,5.05987,5.745748,5.61174,6.244159,6.737226,7.12962,7221.43,748.9,8835.806882147997,10.833432618254058
276,2015,31,Lâm Đồng,2.408304,3.3333592,58063.986,27.16034,2739.0,8.26862907409668,6.179035186767578,6.451568603515625,6.592519760131836,4.931199073791504,5.962553024291992,5.864934921264648,4.675669193267822,4.919698715209961,5.568984031677246,5.215914249420166,6.759223937988281,7.073354721069336,6147.0,778.1,8981.035602465003,10.969300888339568
277,2016,31,Lâm Đồng,3.9648182,2.408304,63123.443,25.96523,2979.0,8.235869407653809,5.43581485748291,6.801685810089111,6.71886682510376,5.416928291320801,5.627491474151611,5.700992584228516,5.393431186676025,5.323150157928467,5.165553569793701,5.495627403259277,6.801047325134277,7.0205979347229,6865.494999999999,793.8,8842.263980938,11.052847500926932
278,2017,31,Lâm Đồng,4.2991366,3.9648182,70400.38,30.724918,3219.0,7.513143539428711,6.227060317993164,6.653237819671631,6.564623832702637,5.161646842956543,6.5355224609375,6.029938697814941,5.580498695373535,5.33279275894165,4.511840343475342,5.96022891998291,6.813377380371094,7.008978366851807,9091.577,799.0,8957.012,11.161953939858838
281,2011,32,Lạng Sơn,0.33647224,4.334673,14593.827148437498,19.133347,1070.5,8.80808,6.509792,5.163531,5.149633,5.30693,5.047882,5.416658,6.004803,6.380309,5.864292,6.363323,6.75143,7.019526,20403.95,480.1,5032.730704902001,9.588353920239904
282,2012,32,Lạng Sơn,1.7508495,0.33647224,17932.91,20.7664,1212.0,9.094534,6.618669,5.89431,5.562537,6.202544,4.802542,2.515386,5.064154,6.069649,6.30327,6.30878,7.017749,7.002706,20725.85,488.1,6856.5680221369985,9.794392851255186
283,2013,32,Lạng Sơn,0.23111172,1.7508495,19566.704,24.664152,1324.5,7.005229,5.689053,5.52706,5.100358,4.852354,5.309606,4.672122,5.064154,6.069649,6.30327,6.30878,7.017749,7.002706,2554.577,498.5,7597.316204834001,9.881584625153073
284,2014,32,Lạng Sơn,0.0,0.23111172,22164.998000000003,23.57644,1437.0,7.714122772216797,4.414368629455566,5.41654109954834,5.651866436004639,3.9497575759887695,6.238981246948242,4.856212615966797,4.990617,6.622439,5.856305,6.26675,7.065934,7.106116,2654.884,505.1,8263.062485372,10.006269656946802
285,2015,32,Lạng Sơn,0.0,0.0,23898.1575808912,23.99644,1560.5,8.116827011108398,5.320277214050293,5.828222274780273,5.055133819580078,4.627720832824707,5.55144739151001,5.187106609344482,4.24406623840332,5.672119140625,5.334199905395508,6.040958404541016,6.860774517059326,6.808550834655762,5813.1,508.5,9626.744059993,10.081556646282477
286,2016,32,Lạng Sơn,2.361949,0.0,24940.1201763811,23.913094,1684.0,8.8833589553833,5.149538040161133,6.060147762298584,5.284289836883545,5.082543849945068,5.3387451171875,4.001495361328125,5.086269378662109,5.168102264404297,4.72373104095459,5.861180782318115,6.76207160949707,6.999878406524658,8181.81,507.9,9497.778396646001,10.12423303784235
287,2017,32,Lạng Sơn,1.4838747,2.361949,27244.0,24.091518,1807.5,6.918931484222412,5.575026035308838,6.13412618637085,5.962201118469238,4.481076240539551,6.19287109375,5.3608551025390625,5.2383294105529785,5.278370380401611,4.763943195343018,5.823544025421143,6.933382511138916,6.926015377044678,13704.898,510.5,6917.6,10.21258859236121
290,2011,33,Nam Định,3.3178158,2.7146947,33302.0546875,19.822538,1514.0,8.331026,6.026626,5.902512,6.207035,6.072745,4.628496,5.653603,5.379339,6.65163,6.295915,5.912676,7.374056,6.770439,6842.6855,1082.2,8190.413709258,10.413374376392353
291,2012,33,Nam Định,3.9519165,3.3178158,38460.437,21.946615,1791.0,8.402028,8.019777,4.486745,5.865742,6.232435,5.065272,4.63211,5.399093,6.676195,6.564913,6.2127,7.21166,7.33072,7969.558000000001,1112.1,9906.866896029002,10.557385381532717
292,2013,33,Nam Định,2.2928681,3.9519165,44858.017,25.219513,2303.5,6.759932,7.190385,5.475523,6.869265,5.584697,5.360021,6.076358,5.399093,6.676195,6.564913,6.2127,7.21166,7.33072,12683.632,1145.4,10214.665500689,10.711257602906349
293,2014,33,Nam Định,4.936989,2.2928681,55349.713,17.534636,2816.0,8.418008804321289,6.246283531188965,5.8887553215026855,6.569071292877197,5.2328877449035645,5.880591869354248,5.677559852600098,5.06412,6.822421,6.294858,6.196775,7.23816,7.266819,16610.038,1157.8,9667.443255617998,10.921426752938155
294,2015,33,Nam Định,4.7592635,4.936989,64657.817019577,26.379696,2915.0,8.526238441467285,6.32365083694458,6.058623790740967,6.469749927520752,4.948554039001465,6.231490135192871,5.996565341949463,5.363070011138916,6.121603012084961,6.57079553604126,5.885834693908691,7.179750919342041,7.00380277633667,20871.45,1150.5,10525.092289784001,11.076864289799785
295,2016,33,Nam Định,5.8064103,4.7592635,76807.822,23.238188,3014.0,8.582763671875,5.7451043128967285,6.062743663787842,6.16255521774292,5.484014987945557,5.931319236755371,3.8573250770568848,5.854945182800293,6.333100318908691,5.903599262237549,5.676273822784424,7.096380710601807,6.899773597717285,25090.520000000004,1148.0,10796.738096527,11.249061762907845
296,2017,33,Nam Định,7.749175,5.8064103,77838.59999999999,29.543022,3113.0,7.620000839233398,6.496739387512207,5.326850414276123,6.690291881561279,4.619673728942871,7.310686111450195,6.727869033813477,5.811566352844238,6.079891204833984,6.247622013092041,6.505349159240723,7.473191261291504,7.1972150802612305,31769.331,1148.0,8788.859,11.262392731086633
299,2011,34,Nghệ An,2.6602595,7.1983333,49759.4375,20.347246,1143.5,8.69882,5.647407,5.249559,6.021416,4.77799,4.860603,5.606884,5.40526,5.93751,6.318358,5.372231,6.836513,6.413505,5331.74145,1757.8,18304.814411226,10.814955423088717
300,2012,34,Nghệ An,3.713904,2.6602595,60107.944,23.522707,1367.0,8.890032,5.791951,5.854351,5.727384,6.185258,4.854674,2.451047,5.487162,6.131847,6.150769,5.785789,7.024158,6.553382,7126.776199999999,1826.3,20733.069109329994,11.003897291488832
301,2013,34,Nghệ An,3.1830413,3.713904,66340.609,23.520882,1475.0,8.094361,6.262882,5.415475,5.471245,4.820666,5.68243,4.885377,5.487162,6.131847,6.150769,5.785789,7.024158,6.553382,7953.645,1920.4,19535.175315301,11.10255749244082
302,2014,34,Nghệ An,2.487177,3.1830413,73598.409,24.260632,1583.0,8.884550094604492,5.31648063659668,5.885998725891113,6.502626895904541,4.422557353973389,6.198413372039795,5.26845645904541,4.989612,6.117757,6.217053,5.536351,7.033844,6.701743,8822.364,1953.1,20045.518208686997,11.206378687635494
303,2015,34,Nghệ An,5.3341155,2.487177,80155.829,27.205877,1701.5,8.625995635986328,5.379404067993164,6.373069763183594,6.22160530090332,4.283376693725586,5.813901901245117,5.582083702087402,5.2892985343933105,5.899340629577637,6.0531182289123535,5.514982223510742,6.914536952972412,6.687341690063477,11829.6,1892.0,21689.524935331,11.291727881531772
304,2016,34,Nghệ An,4.336278,5.3341155,88232.586,27.934294,1820.0,8.902215003967285,5.366264820098877,6.415462017059326,6.248244285583496,4.392543792724609,6.506718635559082,5.2956647872924805,5.88361120223999,5.343554973602295,4.981080532073975,5.498676776885986,7.251430988311768,6.612395763397217,12240.864999999998,1878.8,23639.380747160998,11.387731629545213
305,2017,34,Nghệ An,4.8241696,4.336278,101015.738,33.662724,1938.5,7.845610618591309,6.161351680755615,6.3826093673706055,6.721156120300293,4.677422046661377,6.9390692710876465,5.132773399353027,5.6335530281066895,5.510829925537109,5.02280855178833,5.855597019195557,7.049949645996094,6.68115758895874,15680.706,1879.0,18016.258,11.523031605466622
308,2011,35,Ninh Bình,3.852273,3.5174978,22610.4296875,35.618607,1449.0,8.846294,7.215647,4.669742,7.408431,8.057873,5.475522,4.12602,4.882277,5.231442,5.078667,4.931393,7.017153,6.459054,6010.9616,553.0,7431.086873823,10.026166569403687
309,2012,35,Ninh Bình,5.346714,3.852273,26478.914,42.517094,1696.0,8.625611,6.369402,5.023762,6.60676,6.94939,5.18603,3.258729,4.916965,5.631872,5.460443,6.082438,7.109926,6.778338,9787.3921,553.4,8298.901296332,10.184103997125334
310,2013,35,Ninh Bình,4.377287,5.346714,28901.434,43.177265,1955.5,7.307968,7.357145,5.490527,5.911812,6.743391,6.747938,6.237338,4.916965,5.631872,5.460443,6.082438,7.109926,6.778338,12459.55,584.1,8002.550639273999,10.271646492246685
311,2014,35,Ninh Bình,4.0993323,4.377287,32489.519999999997,41.69406,2215.0,8.14657974243164,6.054929733276367,5.928422451019287,6.785678386688232,5.5485992431640625,7.179501533508301,5.4495720863342285,4.966778,6.13316,5.467748,6.314884,7.130974,6.906337,18797.546,585.8,8556.835246960998,10.388672854777466
312,2015,35,Ninh Bình,3.7950022,4.0993323,33327.518,37.64674,2564.5,8.341662406921387,6.465826034545898,6.263528347015381,6.292743682861328,5.30232048034668,6.821856498718262,4.5246992111206055,4.957333564758301,5.481633186340332,5.668357849121094,6.269323348999023,7.198509693145752,7.452815055847168,19847.25,584.5,9321.107705468,10.414138701082203
313,2016,35,Ninh Bình,4.6065793,3.7950022,35858.693,44.61042,2914.0,8.72030258178711,5.821739673614502,6.781191825866699,6.905436038970947,5.90470552444458,7.210209846496582,5.51496696472168,5.834318161010742,6.341984272003174,4.877089977264404,6.062038898468018,6.99850606918335,7.297382831573486,18144.035,585.4,10640.869788778,10.48734129919987
314,2017,35,Ninh Bình,5.4232163,4.6065793,42804.549999999996,44.18564,3263.5,7.700899600982666,6.3714423179626465,6.090926170349121,7.031578063964844,6.100692272186279,7.38454532623291,6.132106304168701,5.692168712615967,6.227116584777832,5.191187858581543,6.098134994506836,7.367671489715576,7.171722412109375,22844.599,585.6,5554.087,10.664399684330764
317,2011,36,Ninh Thuận,5.811141,4.195697,9348.900390625,24.433638,1292.0,8.550253,5.445838,5.747963,6.997834,5.718399,4.265249,5.573209,5.06227,4.641479,5.522005,5.131741,7.062998,6.923033,1592.3495,317.2,3753.734606741,9.14301401008594
318,2012,36,Ninh Thuận,4.4517508,5.811141,12411.6,25.864445,1637.0,8.887489,6.835559,5.626031,7.208254,5.776122,5.265533,4.058722,4.986203,5.230573,5.314352,4.707213,6.767073,7.334046,1203.974,318.1,4111.26798482,9.426386798171759
319,2013,36,Ninh Thuận,3.7732205,4.4517508,13377.2,24.828114,1984.0,8.587117,6.518896,5.969988,6.793133,5.107603,5.157172,6.654307,4.986203,5.230573,5.314352,4.707213,6.767073,7.334046,698.832,325.1,4124.03659485,9.50130704421918
320,2014,36,Ninh Thuận,4.4296255,3.7732205,16289.0,24.754717,2331.0,7.750812530517578,6.568327903747559,6.030852317810059,7.1239705085754395,5.999988079071045,5.192883491516113,5.739199638366699,3.963161,5.081825,5.038487,6.214525,6.709838,7.353967,403.39000000000004,333.9,4237.858932295,9.698245312357605
321,2015,36,Ninh Thuận,0.47532693,4.4296255,16531.9,26.052172,2335.5,8.594778060913086,6.452075958251953,6.307678699493408,7.015991687774658,4.968120574951172,5.6676435470581055,6.233781337738037,4.430584907531738,4.494574069976807,5.170741558074951,5.987932205200195,6.416674613952637,7.371924877166748,606.6,343.1,4942.861885722,9.713047126738418
322,2016,36,Ninh Thuận,4.4920382,0.47532693,18076.2,26.63664,2340.0,8.557168960571289,6.0968546867370605,6.2419586181640625,6.931900501251221,5.023429870605469,5.611227989196777,5.63887357711792,5.476952075958252,5.8122029304504395,4.694324016571045,6.497757911682129,7.316427230834961,7.424389839172363,982.345,347.7,4952.532525099,9.802351434864738
323,2017,36,Ninh Thuận,5.587698,4.4920382,20091.7,24.631384,2344.5,7.837321758270264,6.200376987457275,6.435301303863525,7.102241039276123,5.155523300170898,6.190328598022461,6.0088605880737305,5.083874702453613,5.485158443450928,5.143768310546875,6.639286518096924,7.30303430557251,7.2761149406433105,1305.023,352.4,3256.275,9.908062073442515
326,2011,37,Phú Thọ,3.4111476,3.273364,20368.375,20.856722,1352.5,8.42628,5.596278,5.866404,6.902952,6.927377,4.695644,4.956819,5.671049,5.024613,5.86601,5.677862,6.902812,6.578358,10052.6265,841.3,8077.495675199,9.92173873186101
327,2012,37,Phú Thọ,3.36369,3.4111476,30596.939,22.579254,1579.0,9.053305,5.972176,5.470787,6.260759,5.932276,4.566002,2.949802,5.915255,6.113678,5.883438,6.431537,7.226393,6.588862,12104.313,855.1,10327.649736221,10.328655250257132
328,2013,37,Phú Thọ,2.3842769,3.36369,33680.823,23.844706,1766.5,7.278219,5.965141,4.906925,4.889938,6.584427,5.053371,5.133078,5.915255,6.113678,5.883438,6.431537,7.226393,6.588862,15774.571,867.0,10247.745035457,10.424683903924695
329,2014,37,Phú Thọ,3.0878778,2.3842769,37707.586,23.004812,1954.0,8.263021469116211,5.770294189453125,5.648444175720215,6.416995048522949,5.14703369140625,5.572688102722168,5.3103132247924805,5.037911,5.785221,6.151046,6.37753,6.981248,6.483455,19514.446,839.6,10528.131305181001,10.537616573353192
330,2015,37,Phú Thọ,4.564234,3.0878778,40120.4,33.797142,2164.5,8.51185131072998,5.117885589599609,5.406140327453613,6.274196624755859,5.331915855407715,6.016651630401611,5.852093696594238,5.8418474197387695,5.850976943969727,6.946531772613525,6.6490478515625,6.893678665161133,6.876424789428711,24834.15,822.7,11750.254315961001,10.5996402121159
331,2016,37,Phú Thọ,5.32942,4.564234,44094.138,34.218018,2375.0,8.660320281982422,4.460701942443848,5.756114959716797,5.553612232208252,5.207589149475098,6.59515380859375,5.3997802734375,5.611239433288574,6.477743625640869,5.5914812088012695,6.673460483551025,7.363102436065674,6.816059589385986,25385.36,819.7,12120.905440833003,10.694082127429535
332,2017,37,Phú Thọ,5.4445868,5.32942,47896.25940000001,36.699974,2585.5,8.033803939819336,6.184208869934082,5.954417705535889,6.140309810638428,5.220611572265625,6.896109104156494,6.283201217651367,5.363889694213867,6.19029426574707,4.966188430786133,6.560386657714844,7.418925762176514,6.7822370529174805,29438.948999999997,819.8,8656.832,10.776792688491641
335,2011,38,Phú Yên,3.3214324,2.7080503,17261.6796875,18.651335,1226.5,7.945297,7.767173,5.669197,6.072884,5.880893,4.583404,3.680732,4.76267,5.019029,5.211934,5.09361,6.578695,6.264314,3883.061,513.1,4284.7384982660005,9.756244276675334
336,2012,38,Phú Yên,2.2823825,3.3214324,20722.4,16.371157,1440.0,9.079147,5.941921,5.282661,5.79333,5.898118,4.202193,3.663015,4.536886,6.0729,5.589923,6.285729,6.634672,6.681214,3043.263,540.5,5543.446058948999,9.93897051978146
337,2013,38,Phú Yên,0.47623417,2.2823825,23584.2,16.818481,1709.5,7.098872,6.023632,4.724397,5.730735,6.900627,4.950349,3.683565,4.536886,6.0729,5.589923,6.285729,6.634672,6.681214,2157.686,545.4,5774.134132310998,10.06833227527875
338,2014,38,Phú Yên,5.096813,0.47623417,26434.3,19.43452,1979.0,8.838274002075195,5.77773380279541,5.519059658050537,7.180517673492432,5.164741039276123,5.5091938972473145,4.58369255065918,4.446579,5.178139,5.717823,5.280844,6.428483,7.06979,2215.97,538.8,5636.134456959999,10.182417688273553
339,2015,38,Phú Yên,3.7132235,5.096813,27037.1,29.691534,2168.5,8.74168586730957,5.9764556884765625,5.696284770965576,7.410177707672119,5.586475372314453,5.127493381500244,4.837775230407715,4.637680530548096,5.214494705200195,5.320215225219727,5.281108379364014,6.283541679382324,7.049079418182373,2282.85,538.6,6845.542420685999,10.204965275884657
340,2016,38,Phú Yên,6.333957,3.7132235,29635.100000000002,26.86498,2358.0,8.963255882263184,5.412322044372559,6.011396884918213,6.898609161376953,5.891487121582031,5.5745954513549805,4.078161239624023,4.657105445861816,5.605433940887451,4.638538837432861,6.107025623321533,7.038894176483154,6.692242622375488,2488.85,545.7,7660.597714934001,10.296714748604638
341,2017,38,Phú Yên,1.2929088,6.333957,32467.96,29.494907,2547.5,8.054574966430664,5.7150444984436035,5.885382652282715,6.297779083251953,5.309569835662842,6.241611003875732,5.14827823638916,5.086470603942871,5.518836975097656,5.303425312042236,6.232188701629639,7.123086929321289,7.0133843421936035,3352.1089999999995,545.8,5569.244,10.388009035898047
344,2011,39,Quảng Bình,0.0,0.0,15372.0,24.312386,1180.0,8.684702,7.172661,6.264655,5.273076,6.814468,5.139608,5.021579,6.293084,6.350776,6.570911,6.451807,7.465513,7.21983,3334.0475,484.4,6451.828265417001,9.640302951684735
345,2012,39,Quảng Bình,0.0,0.0,17344.7,31.739393,1410.0,8.758249,7.718279,6.200843,5.110266,7.239874,5.241376,2.445269,5.70824,6.948932,6.886974,6.059259,7.444731,7.572349,2926.615,513.8,8163.703004991001,9.761042263203537
346,2013,39,Quảng Bình,0.048790164,0.0,19467.682,31.09243,1623.5,7.794735,7.123991,5.536464,6.49144,6.396943,5.209499,6.661734,5.70824,6.948932,6.886974,6.059259,7.444731,7.572349,2501.827,516.5,8181.272518169999,9.876511036322299
347,2014,39,Quảng Bình,4.0993323,0.048790164,22011.561,32.337948,1837.0,8.026248931884766,5.687101364135742,6.41417932510376,6.067053318023682,4.4840216636657715,5.391591548919678,5.67011022567749,5.266743,6.191833,6.55151,6.642113,7.331928,7.257976,1886.624,528.9,8033.676355031001,9.99932309431368
348,2015,39,Quảng Bình,2.8680432,4.0993323,25248.717,31.702171,2046.5,8.553340911865234,5.863077640533447,6.796091556549072,6.229869365692139,4.701899528503418,5.198742389678955,6.039673805236816,4.868858337402344,5.275045871734619,6.140070915222168,5.939596652984619,7.2056565284729,7.1229448318481445,1409.175,520.4,8961.950601052002,10.13653062153135
353,2011,40,Quảng Nam,5.0369525,8.337612,32054.464843749996,21.864477,1155.5,9.126364,6.809954,6.642591,7.062586,6.871265,4.585646,6.007951,5.329458,5.71666,5.409335,6.291757,6.447381,6.838182,8855.735,811.6,12550.825708035,10.375191761343608
354,2012,40,Quảng Nam,2.16791,5.0369525,30733.516,16.457077,1376.0,9.024868,5.824478,5.719619,7.176141,7.750471,4.727182,4.704448,5.531788,5.821253,5.686777,6.50798,7.006399,6.955315,10144.21,838.7,13260.151355235997,10.33310906445978
355,2013,40,Quảng Nam,3.261631,2.16791,34133.592,18.925098,1580.0,8.297494,7.401699,5.837598,7.410764,6.99178,4.672621,6.294867,5.531788,5.821253,5.686777,6.50798,7.006399,6.955315,11694.675,858.2,13514.308887182999,10.43803728101572
356,2014,40,Quảng Nam,4.4806685,3.261631,38719.9145296597,20.995012,1784.0,8.58285140991211,6.218240261077881,6.077778339385986,7.035035133361816,5.440964221954346,5.669558525085449,7.06670618057251,4.982928,5.597957,5.767764,6.540109,6.555966,6.953062,11643.098000000002,890.3,15394.934268228,10.564109333992924
357,2015,40,Quảng Nam,5.5498896,4.4806685,60856.0,26.10729,1985.5,8.516332626342773,6.524365425109863,6.113070964813232,7.5492963790893555,6.447230339050293,5.755927562713623,6.802917957305908,5.864798069000244,5.544468879699707,5.519556999206543,6.513217926025391,6.418558120727539,6.665182113647461,13411.8,890.2,19128.888182501003,11.016265696677138
358,2016,40,Quảng Nam,5.034466,5.5498896,72963.0,29.523092,2187.0,8.753539085388184,6.040689468383789,6.558788776397705,7.166051864624023,5.512454986572266,5.683479309082031,6.330967426300049,5.911471366882324,5.436435699462891,5.118536949157715,5.916278839111328,6.816836357116699,6.79243803024292,14325.9025,902.0,24147.959606972003,11.197707742323926
359,2017,40,Quảng Nam,4.9495687,5.034466,76990.45199999999,31.890848,2388.5,8.196316719055176,6.706821441650391,6.797084331512451,6.7147674560546875,5.525967121124268,6.522927761077881,6.991875171661377,5.967687129974365,5.458972454071045,4.980875015258789,6.730583190917969,6.976027965545654,6.9623823165893555,17591.592,913.4,12451.789,11.251436693147186
362,2011,41,Quảng Ngãi,2.7080503,5.9145837,36579.265625,16.715105,1104.5,9.026169,7.085408,6.590701,7.45781,7.625871,4.463067,6.661906,5.048677,5.305767,5.578123,5.353436,6.409153,6.306332,5307.1305,711.0,8508.154946141001,10.507236845882208
363,2012,41,Quảng Ngãi,4.917345,2.7080503,44232.85,18.132645,1300.0,9.298284,6.36678,5.709266,5.961182,7.641699,4.629436,2.921216,5.204063,5.990557,5.747117,5.839599,6.855974,6.586078,8919.406,725.7,9879.860426159003,10.697223004689702
364,2013,41,Quảng Ngãi,4.5061946,4.917345,54090.01,21.110052,1459.5,8.386238,6.947694,6.579951,6.820621,6.555233,5.265826,7.149971,5.204063,5.990557,5.747117,5.839599,6.855974,6.586078,11684.336,726.2,12040.431529906002,10.898404789742512
365,2014,41,Quảng Ngãi,3.484435,4.5061946,58778.522,23.220669,1619.0,7.969171047210693,5.746243476867676,6.944238662719727,5.826746463775635,4.983306884765625,5.8317036628723145,7.46420955657959,5.064489,6.653504,6.184994,6.80467,6.756465,7.186755,10848.302,753.8,13767.281492611002,10.981531795049769
366,2015,41,Quảng Ngãi,3.2228677,3.484435,59492.329000000005,28.502247,1886.0,7.797879219055176,5.628641605377197,6.67136287689209,6.985714912414551,4.841303825378418,5.81374454498291,7.091407775878906,4.080003261566162,4.604564666748047,5.391634464263916,5.377989768981934,5.895106315612793,6.411692142486572,8274.15,760.9,14876.812826373998,10.993602658852513
367,2016,41,Quảng Ngãi,3.1368284,3.2228677,56323.221,31.638128,2153.0,8.343076705932617,5.400100231170654,6.795239448547363,6.510831356048584,4.809973239898682,6.279338836669922,5.665703773498535,5.33603572845459,5.886714935302734,5.966982841491699,5.742964744567871,7.435492992401123,6.422163963317871,8584.94,767.4,13967.778533829998,10.938862180247714
368,2017,41,Quảng Ngãi,5.9284954,3.1368284,65350.87999999999,28.126404,2420.0,7.667263984680176,6.327739715576172,6.698854446411133,6.186056137084961,5.587760925292969,6.439748287200928,6.382908344268799,4.938002109527588,5.264989376068115,5.454750061035156,6.621480464935303,7.323862075805664,6.649819850921631,10816.55,771.5,10029.835,11.087526184914266
371,2011,42,Quảng Ninh,3.8897774,7.7028723,54739.99999999999,48.969482,2172.0,8.592106,6.302312,6.01101,6.754772,6.731015,5.799416,5.097906,5.50693,5.563884,5.981915,4.581821,6.595512,6.678566,47623.24,675.0,15349.249908758,10.91034998259467
372,2012,42,Quảng Ninh,5.972381,3.8897774,69953.73250939763,54.6382,2557.0,8.422874,5.192366,5.994189,5.659964,6.156054,6.000859,3.867272,5.408504,5.89886,5.979188,5.430783,6.282346,6.509588,37785.62,691.9,17140.402969322997,11.155589338346928
373,2013,42,Quảng Ninh,4.8345227,5.972381,77876.5748621656,54.250423,2805.0,8.091796,5.891571,6.364967,5.715323,8.101132,6.206774,4.412212,5.408504,5.89886,5.979188,5.430783,6.282346,6.509588,40083.248,711.4,18529.034655327,11.26288047883443
374,2014,42,Quảng Ninh,6.5037656,4.8345227,87424.67193538083,62.103184,3053.0,8.476737976074219,5.5053205490112305,6.238107681274414,6.267852306365967,4.891936302185059,7.145386695861816,5.275676250457764,5.348964,5.474033,5.438408,5.622664,6.402996,6.560633,40422.032,697.2,20190.929680877998,11.378532809398152
375,2015,42,Quảng Ninh,6.086526,6.5037656,99294.0,62.279434,3400.0,9.177685737609863,6.261922836303711,7.091644287109375,7.272665023803711,6.031783580780029,7.185817241668701,5.93154764175415,5.197937488555908,5.326389312744141,5.690183162689209,5.719194412231445,6.789462089538574,6.6829071044921875,34710.525,692.4,24007.583416505,11.505840425246998
376,2016,42,Quảng Ninh,6.3837295,6.086526,110626.0,60.530888,3747.0,9.283225059509277,6.066298007965088,6.8373565673828125,6.859521865844727,6.378116607666016,6.936887741088867,5.397976398468018,4.85904598236084,4.944759845733643,4.924911975860596,4.887998104095459,6.938477516174316,6.4234232902526855,34595.015,691.9,28607.813126858997,11.613910421817398
377,2017,42,Quảng Ninh,4.105295,6.3837295,123800.37999999999,60.772083,4094.0,8.92581558227539,6.432663440704346,6.804978370666504,7.730114459991455,5.791006565093994,7.7576775550842285,5.632767677307129,5.908883094787598,5.850800514221191,4.81712532043457,6.282137870788574,7.0307416915893555,6.830080986022949,42435.153,697.8,17505.417,11.726425708694803
380,2011,43,Quảng Trị,1.7749523,0.0,12998.2626953125,22.630987,1125.5,9.066278,7.764558,6.336899,7.091865,7.794078,4.905244,6.408482,5.883188,6.09556,6.984396,5.794321,7.311706,7.040849,1699.628,334.0,4966.538569166001,9.472570988691094
381,2012,43,Quảng Trị,0.0,1.7749523,14591.751,29.458544,1300.0,9.045256,6.453308,5.354012,5.500757,5.858434,5.163742,3.639197,5.174848,6.877017,6.417126,6.691759,7.029386,7.155606,1993.431,332.4,5754.785862891,9.588211648023782
382,2013,43,Quảng Trị,2.6026897,0.0,16455.026,33.996532,1486.5,7.251472,6.39651,5.401669,5.694482,5.126009,5.289963,4.662317,5.174848,6.877017,6.417126,6.691759,7.029386,7.155606,6168.373999999999,346.2,5891.129976645,9.70838624144304
383,2014,43,Quảng Trị,1.704748,2.6026897,18155.828,32.71199,1673.0,9.213578224182129,5.494434833526611,5.664832592010498,6.097700119018555,3.772702693939209,5.615796089172363,5.164313316345215,5.893736,6.676156,6.667504,6.509211,6.982222,7.115891,4913.44,348.6,5984.301775205,9.80674689007918
